position,name,fdpts,salary,team,matchup,score,mins,line,date,cleanname,location
SG,"Anderson, Alan^",21.6,4e3,bkn,v gsw,110-108,29,16pt 3rb 1st 2trey 7-10fg 0-0ft,2015-03-02,Alan Anderson,Home
PG,"LaVine, Zach",20.6,3600.0,min,v lac,105-110,22,14pt 3rb 4as 3to 1trey 5-9fg 3-4ft,2015-03-02,Zach LaVine,Home
PG,"Livingston, Shaun",20.6,3700.0,gsw,@ bkn,108-110,25,11pt 3rb 4as 5-8fg 1-3ft,2015-03-02,Shaun Livingston,Away
SG,"Thompson, Klay^",20.3,7200.0,gsw,@ bkn,108-110,31,7pt 4rb 5as 1st 1to 1trey 3-17fg 0-0ft,2015-03-02,Klay Thompson,Away
PG,"Canaan, Isaiah^",19.7,4300.0,phi,v tor,103-114,25,14pt 1rb 3as 4trey 5-12fg 0-0ft,2015-03-02,Isaiah Canaan,Home
PG,"Chalmers, Mario",18.6,5100.0,mia,v pho,115-98,24,7pt 3rb 4as 2st 2to 3-8fg 1-1ft,2015-03-02,Mario Chalmers,Home
PG,"Harris, Devin",17,4800.0,dal,v nor,102-93,19,14pt 2as 3-6fg 8-9ft,2015-03-02,Devin Harris,Home
PG,"Jack, Jarrett",15.7,6900.0,bkn,v gsw,110-108,28,9pt 1rb 5as 2to 1trey 4-7fg 0-0ft,2015-03-02,Jarrett Jack,Home
SG,"Johnson, Joe^",15.7,6400.0,bkn,v gsw,110-108,36,5pt 6rb 3as 1to 2-7fg 1-1ft,2015-03-02,Joe Johnson,Home
SG,"Brown, Markel^",11.8,4e3,bkn,v gsw,110-108,24,4pt 4rb 2as 1-4fg 2-2ft,2015-03-02,Markel Brown,Home
SG,"Crawford, Jamal",11.4,5700.0,lac,@ min,110-105,11,9pt 2rb 1trey 4-9fg 0-0ft,2015-03-02,Jamal Crawford,Away
SG,"Walker, Henry",6.3,4200.0,mia,v pho,115-98,12,0pt 4rb 1as 0-0fg 0-0ft,2015-03-02,Henry Walker,Home
SG,"Thornton, Marcus",5,3700.0,pho,@ mia,98-115,5,4pt 1st 1to 1-2fg 2-2ft,2015-03-02,Marcus Thornton,Away
PG,"Barea, Jose",4.5,4700.0,dal,v nor,102-93,15,3pt 1as 1-5fg 1-2ft,2015-03-02,Jose Barea,Home
SG,"Jones, Dahntay",3.2,3500.0,lac,@ min,110-105,0,2pt 1rb 0-0fg 2-2ft,2015-03-02,Dahntay Jones,Away
PG,"Goodwin, Archie",2.2,3500.0,pho,@ mia,98-115,5,2pt 1rb 1to 0-1fg 2-2ft,2015-03-02,Archie Goodwin,Away
PG,"Fredette, Jimmer",1.5,3500.0,nor,@ dal,93-102,4,2pt 1as 2to 1-2fg 0-0ft,2015-03-02,Jimmer Fredette,Away
PG,"Napier, Shabazz",0.5,3500.0,mia,v pho,115-98,3,0pt 1as 1to 0-0fg 0-0ft,2015-03-02,Shabazz Napier,Home
SG,"Dragic, Zoran",0,3500.0,mia,v pho,115-98,2,0pt 0-0fg 0-0ft,2015-03-02,Zoran Dragic,Home
SG,"Wilcox, C.J.",0,3500.0,lac,@ min,110-105,1,0pt 0-0fg 0-0ft,2015-03-02,C Wilcox.J.,Away
SF,"Tucker, P.J.^",36.3,5100.0,pho,@ mia,98-115,41,20pt 14rb 3as 5to 1trey 8-13fg 3-4ft,2015-03-02,P Tucker.J.,Away
PF,"Noel, Nerlens^",32.9,6800.0,phi,v tor,103-114,32,17pt 7rb 3as 2st 1bl 3to 7-7fg 3-4ft,2015-03-02,Nerlens Noel,Home
SF,"Wiggins, Andrew^",31.6,6600.0,min,v lac,105-110,42,18pt 3rb 4as 2st 1bl 2to 5-16fg 8-10ft,2015-03-02,Andrew Wiggins,Home
PF,"Nowitzki, Dirk^",29.6,6300.0,dal,v nor,102-93,31,14pt 8rb 1st 2bl 3trey 5-13fg 1-1ft,2015-03-02,Dirk Nowitzki,Home
PF,"Young, Thaddeus",27.8,6e3,bkn,v gsw,110-108,25,14pt 4rb 4as 2st 1to 2trey 5-9fg 2-2ft,2015-03-02,Thaddeus Young,Home
PF,"Patterson, Patrick",26.3,4700.0,tor,@ phi,114-103,30,15pt 4rb 3as 1bl 2trey 6-10fg 1-1ft,2015-03-02,Patrick Patterson,Away
PF,"Stoudemire, Amare",25.8,5e3,dal,v nor,102-93,23,14pt 4rb 2as 2st 6-9fg 2-2ft,2015-03-02,Amare Stoudemire,Home
PF,"Sampson, JaKarr^",25.6,3500.0,phi,v tor,103-114,21,7pt 3rb 4as 2st 3bl 1to 1trey 2-7fg 2-2ft,2015-03-02,JaKarr Sampson,Home
SF,"Green, Draymond^",25.2,7300.0,gsw,@ bkn,108-110,30,3pt 11rb 4as 2st 1bl 3to 1-5fg 1-2ft,2015-03-02,Draymond Green,Away
SF,"Iguodala, Andre",24.3,4700.0,gsw,@ bkn,108-110,30,12pt 4rb 3as 2st 1to 2trey 5-8fg 0-0ft,2015-03-02,Andre Iguodala,Away
SF,"Beasley, Michael",23.7,3500.0,mia,v pho,115-98,26,12pt 6rb 1as 1st 1bl 1to 6-10fg 0-0ft,2015-03-02,Michael Beasley,Home
SF,"Jefferson, Richard^",23,3500.0,dal,v nor,102-93,34,16pt 5rb 1bl 1to 2trey 5-6fg 4-4ft,2015-03-02,Richard Jefferson,Home
PF,"Davis, Glen",22.6,3500.0,lac,@ min,110-105,25,12pt 3rb 2as 2st 1bl 2to 5-8fg 2-4ft,2015-03-02,Glen Davis,Away
PF,"Morris, Marcus",21.2,4e3,pho,@ mia,98-115,32,11pt 6rb 2as 1st 2to 1trey 3-12fg 4-8ft,2015-03-02,Marcus Morris,Away
SF,"Mbah a Moute, Luc^",21,5e3,phi,v tor,103-114,29,10pt 5rb 2as 2st 2to 1trey 4-10fg 1-2ft,2015-03-02,Mbah a Luc Moute,Home
PF,"Garnett, Kevin^",19.6,4e3,min,v lac,105-110,22,12pt 3rb 1st 1bl 6-10fg 0-0ft,2015-03-02,Kevin Garnett,Home
PF,"Robinson, Thomas",19.5,3600.0,phi,v tor,103-114,15,13pt 5rb 1as 1to 6-8fg 1-2ft,2015-03-02,Thomas Robinson,Home
PF,"Cunningham, Dante^",19.3,4100.0,nor,@ dal,93-102,34,12pt 4rb 1as 1bl 1to 6-15fg 0-0ft,2015-03-02,Dante Cunningham,Away
SF,"Barnes, Harrison^",19.2,4400.0,gsw,@ bkn,108-110,26,6pt 6rb 3st 1trey 2-7fg 1-2ft,2015-03-02,Harrison Barnes,Away
PF,"Payne, Adreian",18.5,3500.0,min,v lac,105-110,24,12pt 5rb 1as 1to 4-9fg 4-4ft,2015-03-02,Adreian Payne,Home
SF,"Deng, Luol^",18.3,6400.0,mia,v pho,115-98,38,12pt 4rb 1as 2trey 4-11fg 2-4ft,2015-03-02,Luol Deng,Home
PF,"Hansbrough, Tyler",17.5,3500.0,tor,@ phi,114-103,16,6pt 5rb 1as 1st 1bl 3-4fg 0-2ft,2015-03-02,Tyler Hansbrough,Away
PF,"Morris, Markieff^",17.5,6900.0,pho,@ mia,98-115,22,13pt 5rb 1as 3to 1trey 6-10fg 0-3ft,2015-03-02,Markieff Morris,Away
PF,"Johnson, Amir^",17.4,4700.0,tor,@ phi,114-103,27,4pt 7rb 2as 1bl 2-3fg 0-0ft,2015-03-02,Amir Johnson,Away
PF,"Lee, David",15.6,5200.0,gsw,@ bkn,108-110,11,4pt 3rb 2as 1st 2bl 1to 2-4fg 0-0ft,2015-03-02,David Lee,Away
SF,"Ross, Terrence",15.2,3600.0,tor,@ phi,114-103,29,12pt 1rb 2as 1to 4trey 4-10fg 0-0ft,2015-03-02,Terrence Ross,Away
SF,"Aminu, Al-Farouq",13.9,4700.0,dal,v nor,102-93,24,2pt 2rb 1as 4st 1-3fg 0-0ft,2015-03-02,Al Aminu-Farouq,Home
PF,"Grant, Jerami",13.4,3800.0,phi,v tor,103-114,29,4pt 2rb 4as 1bl 1to 2-7fg 0-0ft,2015-03-02,Jerami Grant,Home
SF,"Bogdanovic, Bojan",13.1,3900.0,bkn,v gsw,110-108,17,7pt 3rb 1as 1st 1to 1trey 3-4fg 0-0ft,2015-03-02,Bojan Bogdanovic,Home
SF,"Pondexter, Quincy^",12.6,4100.0,nor,@ dal,93-102,28,6pt 3rb 2as 2trey 2-5fg 0-0ft,2015-03-02,Quincy Pondexter,Away
SF,"Johnson, James^",10.7,4e3,tor,@ phi,114-103,19,4pt 1rb 1as 1st 2bl 2to 2-4fg 0-0ft,2015-03-02,James Johnson,Away
PF,"Aldemir, Furkan",8.9,3500.0,phi,v tor,103-114,14,2pt 2rb 3as 1-1fg 0-0ft,2015-03-02,Furkan Aldemir,Home
PF,"Speights, Marreese",8.7,3900.0,gsw,@ bkn,108-110,7,6pt 1rb 1as 3-6fg 0-0ft,2015-03-02,Marreese Speights,Away
SF,"Thompson, Hollis",8.4,3800.0,phi,v tor,103-114,24,7pt 2rb 1bl 3to 1trey 1-3fg 4-5ft,2015-03-02,Hollis Thompson,Home
PF,"Haslem, Udonis^",7.8,3500.0,mia,v pho,115-98,20,3pt 4rb 0-0fg 3-4ft,2015-03-02,Udonis Haslem,Home
SF,"Babbitt, Luke",5.4,3700.0,nor,@ dal,93-102,13,4pt 2rb 1to 1trey 1-3fg 1-2ft,2015-03-02,Luke Babbitt,Away
SF,"Holiday, Justin",5,3500.0,gsw,@ bkn,108-110,10,3pt 1st 1trey 1-3fg 0-0ft,2015-03-02,Justin Holiday,Away
SF,"Budinger, Chase",4.7,3500.0,min,v lac,105-110,11,2pt 1rb 1as 1-2fg 0-0ft,2015-03-02,Chase Budinger,Home
SF,"Warren, T.J.",3.2,3500.0,pho,@ mia,98-115,15,2pt 1rb 1-2fg 0-0ft,2015-03-02,T Warren.J.,Away
PF,"Villanueva, Charlie",2.4,3500.0,dal,v nor,102-93,4,0pt 2rb 0-2fg 0-0ft,2015-03-02,Charlie Villanueva,Home
SF,"Green, Gerald",2,3900.0,pho,@ mia,98-115,15,3pt 1to 1trey 1-7fg 0-0ft,2015-03-02,Gerald Green,Away
SF,"Ennis, James",1.2,3500.0,mia,v pho,115-98,1,0pt 1rb 0-0fg 0-0ft,2015-03-02,James Ennis,Home
SF,"Turkoglu, Hedo",1.2,3500.0,lac,@ min,110-105,9,0pt 1rb 0-2fg 0-0ft,2015-03-02,Hedo Turkoglu,Away
C,"Whiteside, Hassan^",35,7600.0,mia,v pho,115-98,26,17pt 10rb 2st 2bl 2to 8-12fg 1-3ft,2015-03-02,Hassan Whiteside,Home
C,"Jordan, DeAndre^",33.1,9700.0,lac,@ min,110-105,38,12pt 18rb 1as 1st 4to 4-7fg 4-9ft,2015-03-02,DeAndre Jordan,Away
C,"Lopez, Brook",32.2,6800.0,bkn,v gsw,110-108,26,26pt 6rb 1bl 3to 11-22fg 4-5ft,2015-03-02,Brook Lopez,Home
C,"Ajinca, Alexis",30.9,4800.0,nor,@ dal,93-102,25,13pt 12rb 1as 1st 1bl 2to 6-9fg 1-2ft,2015-03-02,Alexis Ajinca,Away
C,"Len, Alex^",28.7,5100.0,pho,@ mia,98-115,27,10pt 11rb 1as 2st 4-9fg 2-2ft,2015-03-02,Alex Len,Away
C,"Bogut, Andrew^",28.6,4900.0,gsw,@ bkn,108-110,25,16pt 8rb 3bl 3to 8-10fg 0-0ft,2015-03-02,Andrew Bogut,Away
C,"Dieng, Gorgui^",27.2,5900.0,min,v lac,105-110,39,10pt 11rb 1st 2bl 2to 4-8fg 2-2ft,2015-03-02,Gorgui Dieng,Home
C,"Ezeli, Festus",23.6,3500.0,gsw,@ bkn,108-110,15,14pt 8rb 1bl 2to 4-6fg 6-7ft,2015-03-02,Festus Ezeli,Away
C,"Plumlee, Mason^",19.9,5400.0,bkn,v gsw,110-108,22,7pt 7rb 1as 2st 1to 3-7fg 1-4ft,2015-03-02,Mason Plumlee,Home
C,"Hawes, Spencer^",18.5,3800.0,lac,@ min,110-105,23,8pt 5rb 1as 2bl 1to 2trey 3-12fg 0-0ft,2015-03-02,Spencer Hawes,Away
C,"Sims, Henry^",17.3,3500.0,phi,v tor,103-114,23,10pt 4rb 3as 2to 5-10fg 0-1ft,2015-03-02,Henry Sims,Home
C,"James, Bernard^",12.7,3700.0,dal,v nor,102-93,25,0pt 6rb 1as 2bl 0-1fg 0-0ft,2015-03-02,Bernard James,Home
C,"Valanciunas, Jonas^",10,6e3,tor,@ phi,114-103,23,5pt 5rb 1bl 3to 1-2fg 3-4ft,2015-03-02,Jonas Valanciunas,Away
C,"Asik, Omer^",9.4,4900.0,nor,@ dal,93-102,28,2pt 7rb 1st 3to 1-3fg 0-0ft,2015-03-02,Omer Asik,Away
C,"Andersen, Chris",7.8,3600.0,mia,v pho,115-98,14,1pt 4rb 1bl 0-0fg 1-2ft,2015-03-02,Chris Andersen,Home
C,"Wright, Brandan",4,3600.0,pho,@ mia,98-115,3,0pt 1st 1bl 0-0fg 0-0ft,2015-03-02,Brandan Wright,Away
C,"Barron, Earl",0,3500.0,pho,@ mia,98-115,2,0pt 0-0fg 0-0ft,2015-03-02,Earl Barron,Away
PG,"Lin, Jeremy",45.2,5200.0,lal,@ cha,103-104,30,23pt 6rb 8as 2st 1bl 3to 3trey 9-16fg 2-2ft,2015-03-03,Jeremy Lin,Away
PG,"Wall, John^",44.3,9100.0,was,@ chi,92-97,39,21pt 4rb 11as 2st 2bl 6to 1trey 8-20fg 4-7ft,2015-03-03,John Wall,Away
PG,"Williams, Maurice^",41.1,6600.0,cha,v lal,104-103,37,20pt 3rb 13as 1st 4to 2trey 5-14fg 8-9ft,2015-03-03,Maurice Williams,Home
SG,"Antetokounmpo, Giannis^",38.2,6400.0,mil,@ den,95-106,35,19pt 11rb 2as 1st 3bl 5to 1trey 7-10fg 4-6ft,2015-03-03,Giannis Antetokounmpo,Away
PG,"Brooks, Aaron^",36.4,4500.0,chi,v was,97-92,35,22pt 2rb 8as 1st 2to 2trey 8-23fg 4-4ft,2015-03-03,Aaron Brooks,Home
PG,"Lawson, Ty^",36.4,7700.0,den,v mil,106-95,31,16pt 2rb 10as 2st 1to 2trey 6-12fg 2-2ft,2015-03-03,Ty Lawson,Home
PG,"Teague, Jeff^",33.4,7100.0,atl,v hou,104-96,31,25pt 2rb 6as 1st 5to 2trey 7-12fg 9-11ft,2015-03-03,Jeff Teague,Home
PG,"Schroder, Dennis",31.8,5e3,atl,v hou,104-96,27,16pt 4rb 8as 1to 2trey 6-14fg 2-2ft,2015-03-03,Dennis Schroder,Home
PG,"Irving, Kyrie^",29.9,8300.0,cle,v bos,110-79,26,18pt 2rb 5as 2st 2to 2trey 6-10fg 4-4ft,2015-03-03,Kyrie Irving,Home
SG,"McLemore, Ben^",28.4,4300.0,sac,@ nyk,124-86,23,20pt 2rb 4as 2trey 6-12fg 6-7ft,2015-03-03,Ben McLemore,Away
PG,"Clarkson, Jordan^",28.2,5300.0,lal,@ cha,103-104,33,19pt 1rb 4as 1st 1trey 9-19fg 0-0ft,2015-03-03,Jordan Clarkson,Away
SG,"Terry, Jason",27.8,3500.0,hou,@ atl,96-104,28,21pt 4rb 2as 1to 4trey 8-13fg 1-1ft,2015-03-03,Jason Terry,Away
PG,"Larkin, Shane",27.6,3700.0,nyk,v sac,86-124,27,13pt 3rb 6as 2st 2to 1trey 5-9fg 2-4ft,2015-03-03,Shane Larkin,Home
PG,"Beverley, Patrick^",27.5,4800.0,hou,@ atl,96-104,34,9pt 5rb 7as 1st 1bl 2to 3trey 3-9fg 0-0ft,2015-03-03,Patrick Beverley,Away
PG,"Shved, Alexey",26.9,3800.0,nyk,v sac,86-124,33,15pt 7rb 3as 1st 3to 4-11fg 7-9ft,2015-03-03,Alexey Shved,Home
SG,"Beal, Bradley^",26.8,5800.0,was,@ chi,92-97,35,13pt 4rb 2as 2st 1bl 6-18fg 1-1ft,2015-03-03,Bradley Beal,Away
SG,"Lee, Courtney^",25.5,3800.0,mem,v uta,82-93,38,18pt 5rb 1as 1st 2to 2trey 7-13fg 2-2ft,2015-03-03,Courtney Lee,Home
PG,"Carter-Williams, Michael^",23.3,7900.0,mil,@ den,95-106,33,11pt 4rb 5as 1bl 2to 1trey 4-11fg 2-4ft,2015-03-03,Carter-Michael Williams,Away
PG,"Exum, Dante^",21.1,3500.0,uta,@ mem,93-82,27,3pt 3rb 7as 1st 2bl 2to 1trey 1-5fg 0-0ft,2015-03-03,Dante Exum,Away
SG,"Turner, Evan^",20.9,6100.0,bos,@ cle,79-110,28,6pt 2rb 7as 2st 2to 3-8fg 0-0ft,2015-03-03,Evan Turner,Away
PG,"Conley, Mike^",20.2,6200.0,mem,v uta,82-93,36,11pt 1rb 4as 1st 1bl 2to 4-11fg 3-4ft,2015-03-03,Mike Conley,Home
SG,"Foye, Randy^",18.7,3600.0,den,v mil,106-95,28,9pt 1rb 5as 1bl 1to 3trey 3-9fg 0-0ft,2015-03-03,Randy Foye,Home
SG,"Snell, Tony^",18.6,3800.0,chi,v was,97-92,40,11pt 3rb 2as 1st 1to 3trey 4-12fg 0-1ft,2015-03-03,Tony Snell,Home
PG,"Dellavedova, Matthew",18.5,3800.0,cle,v bos,110-79,25,0pt 5rb 7as 1st 0-6fg 0-0ft,2015-03-03,Matthew Dellavedova,Home
SG,"Smith, J.R.^",17.8,5600.0,cle,v bos,110-79,23,12pt 4rb 1st 1to 2trey 5-9fg 0-0ft,2015-03-03,J Smith.R.,Home
SG,"Stauskas, Nik",17,3500.0,sac,@ nyk,124-86,26,15pt 2as 1to 1trey 4-8fg 6-6ft,2015-03-03,Nik Stauskas,Away
SG,"Adams, Jordan",16,3500.0,mem,v uta,82-93,23,13pt 1st 1bl 1to 1trey 6-8fg 0-0ft,2015-03-03,Jordan Adams,Home
PG,"Pressey, Phil",15.4,3500.0,bos,@ cle,79-110,12,5pt 2rb 4as 1bl 1trey 2-3fg 0-0ft,2015-03-03,Phil Pressey,Away
PG,"Sessions, Ramon",13.7,3600.0,was,@ chi,92-97,15,8pt 1rb 3as 1st 2to 1-6fg 6-7ft,2015-03-03,Ramon Sessions,Away
PG,"McCallum, Ray^",13.6,4200.0,sac,@ nyk,124-86,28,6pt 3rb 4as 2to 2-7fg 2-2ft,2015-03-03,Ray McCallum,Away
PG,"Thomas, Isaiah",13.4,6900.0,bos,@ cle,79-110,20,11pt 2rb 2as 3to 4-13fg 3-4ft,2015-03-03,Isaiah Thomas,Away
PG,"Calathes, Nick",13.2,3500.0,mem,v uta,82-93,21,7pt 1rb 2as 2st 1bl 4to 3-5fg 1-3ft,2015-03-03,Nick Calathes,Home
SG,"Barton, Will",13.1,4500.0,den,v mil,106-95,22,2pt 3rb 3as 2st 1bl 3to 0-2fg 2-5ft,2015-03-03,Will Barton,Home
PG,"Nelson, Jameer",13,3500.0,den,v mil,106-95,15,9pt 2as 1st 1to 4-7fg 1-1ft,2015-03-03,Jameer Nelson,Home
PG,"Bayless, Jerryd",12.6,4400.0,mil,@ den,95-106,22,7pt 3rb 2as 1to 1trey 2-8fg 2-2ft,2015-03-03,Jerryd Bayless,Away
PG,"Miller, Andre",12.3,4e3,sac,@ nyk,124-86,20,0pt 4rb 3as 2st 1to 0-1fg 0-0ft,2015-03-03,Andre Miller,Away
SG,"Shumpert, Iman",12.2,3800.0,cle,v bos,110-79,17,0pt 6rb 2as 1st 1bl 2to 0-2fg 0-0ft,2015-03-03,Iman Shumpert,Home
PG,"Galloway, Langston^",11.9,5400.0,nyk,v sac,86-124,23,6pt 2rb 1as 1st 2-8fg 2-2ft,2015-03-03,Langston Galloway,Home
PG,"Ennis, Tyler",11.2,3500.0,mil,@ den,95-106,15,5pt 1rb 2as 1st 1trey 2-6fg 0-0ft,2015-03-03,Tyler Ennis,Away
SG,"Korver, Kyle^",11.2,4900.0,atl,v hou,104-96,31,5pt 1rb 2as 1bl 1trey 2-6fg 0-0ft,2015-03-03,Kyle Korver,Home
PG,"Smart, Marcus^",11,5e3,bos,@ cle,79-110,22,2pt 5rb 2as 1st 2to 0-5fg 2-2ft,2015-03-03,Marcus Smart,Away
PG,"Prigioni, Pablo",10.7,3500.0,hou,@ atl,96-104,13,3pt 1rb 5as 1to 1trey 1-3fg 0-0ft,2015-03-03,Pablo Prigioni,Away
SG,"Stephenson, Lance",10.6,4500.0,cha,v lal,104-103,10,5pt 3rb 2as 1bl 3to 1-2fg 3-4ft,2015-03-03,Lance Stephenson,Home
SG,"Bazemore, Kent",9.8,4100.0,atl,v hou,104-96,20,1pt 9rb 2to 0-5fg 1-2ft,2015-03-03,Kent Bazemore,Home
SG,"Hardaway Jr., Tim^",9.2,4600.0,nyk,v sac,86-124,16,7pt 1rb 2as 2to 2trey 2-7fg 1-2ft,2015-03-03,"Hardaway Jr., Tim",Home
SG,"Bradley, Avery^",8.7,5600.0,bos,@ cle,79-110,24,7pt 1rb 1as 1to 1trey 3-9fg 0-0ft,2015-03-03,Avery Bradley,Away
PG,"Burke, Trey",7.5,5600.0,uta,@ mem,93-82,22,4pt 3as 1to 2-11fg 0-0ft,2015-03-03,Trey Burke,Away
SG,"Harris, Joe",7.4,3500.0,cle,v bos,110-79,15,6pt 2rb 1to 2trey 2-5fg 0-0ft,2015-03-03,Joe Harris,Home
PG,"Roberts, Brian",6.5,4400.0,cha,v lal,104-103,16,4pt 3as 2to 2-4fg 0-0ft,2015-03-03,Brian Roberts,Home
PG,"Hinrich, Kirk",5.6,3700.0,chi,v was,97-92,12,0pt 3rb 2as 1bl 3to 0-2fg 0-0ft,2015-03-03,Kirk Hinrich,Home
SG,"Ellington, Wayne^",5.2,5500.0,lal,@ cha,103-104,37,7pt 1rb 3to 1trey 2-8fg 2-2ft,2015-03-03,Wayne Ellington,Away
SG,"Green, Erick",4,3500.0,den,v mil,106-95,7,4pt 1trey 1-2fg 1-1ft,2015-03-03,Erick Green,Home
PG,"Temple, Garrett",3.5,3600.0,was,@ chi,92-97,6,0pt 1as 1bl 0-0fg 0-0ft,2015-03-03,Garrett Temple,Away
PG,"Moore, E'Twaun",2,3500.0,chi,v was,97-92,8,2pt 1-1fg 0-0ft,2015-03-03,E Moore'Twaun,Home
SG,"Harris, Gary",0.2,3500.0,den,v mil,106-95,6,0pt 1rb 1to 0-2fg 0-0ft,2015-03-03,Gary Harris,Home
SG,"Millsap, Elijah",0,4e3,uta,@ mem,93-82,11,0pt 0-3fg 0-0ft,2015-03-03,Elijah Millsap,Away
SF,"James, LeBron^",45.1,11200.0,cle,v bos,110-79,26,27pt 3rb 5as 3st 1bl 1to 12-23fg 3-3ft,2015-03-03,LeBron James,Home
SF,"Hayward, Gordon^",43.6,7700.0,uta,@ mem,93-82,35,21pt 8rb 6as 3st 2to 9-19fg 3-4ft,2015-03-03,Gordon Hayward,Away
SF,"Middleton, Khris^",43.4,6500.0,mil,@ den,95-106,37,20pt 7rb 6as 2st 1bl 3trey 6-20fg 5-5ft,2015-03-03,Khris Middleton,Away
PF,"Millsap, Paul^",42.8,7500.0,atl,v hou,104-96,33,16pt 14rb 4as 2st 1bl 2to 6-16fg 4-4ft,2015-03-03,Paul Millsap,Home
PF,"Favors, Derrick^",41.7,7600.0,uta,@ mem,93-82,36,21pt 6rb 3as 2st 3bl 1to 8-14fg 5-6ft,2015-03-03,Derrick Favors,Away
PF,"Motiejunas, Donatas^",40.1,5200.0,hou,@ atl,96-104,35,14pt 8rb 7as 3st 3trey 5-14fg 1-2ft,2015-03-03,Donatas Motiejunas,Away
SF,"Gay, Rudy^",39.4,7600.0,sac,@ nyk,124-86,27,25pt 7rb 4as 1st 2to 3trey 9-15fg 4-5ft,2015-03-03,Rudy Gay,Away
SF,"Henderson, Gerald^",36.9,5600.0,cha,v lal,104-103,38,21pt 2rb 5as 3st 2trey 8-15fg 3-4ft,2015-03-03,Gerald Henderson,Home
PF,"Jones, Terrence^",35.6,6500.0,hou,@ atl,96-104,37,18pt 8rb 2as 3bl 1to 8-11fg 2-6ft,2015-03-03,Terrence Jones,Away
SF,"Gallinari, Danilo^",35.4,5200.0,den,v mil,106-95,37,26pt 7rb 1st 1bl 3to 4trey 8-16fg 6-6ft,2015-03-03,Danilo Gallinari,Home
PF,"Gasol, Pau^",35,9500.0,chi,v was,97-92,33,20pt 10rb 1st 2bl 3to 8-11fg 4-4ft,2015-03-03,Pau Gasol,Home
PF,"Faried, Kenneth^",33.8,5800.0,den,v mil,106-95,32,14pt 14rb 2bl 1to 5-10fg 4-5ft,2015-03-03,Kenneth Faried,Home
PF,"Mirotic, Nikola",32.6,4500.0,chi,v was,97-92,32,23pt 8rb 1bl 2to 3trey 6-13fg 8-11ft,2015-03-03,Nikola Mirotic,Home
PF,"Ilyasova, Ersan^",30.6,4300.0,mil,@ den,95-106,30,21pt 3rb 2as 1st 1bl 1to 3trey 9-15fg 0-0ft,2015-03-03,Ersan Ilyasova,Away
PF,"Boozer, Carlos^",29.7,5300.0,lal,@ cha,103-104,25,15pt 11rb 1as 5-8fg 5-6ft,2015-03-03,Carlos Boozer,Away
PF,"Love, Kevin^",28.1,8100.0,cle,v bos,110-79,25,12pt 8rb 3as 1bl 2trey 4-10fg 2-2ft,2015-03-03,Kevin Love,Home
PF,"Smith, Josh",27.9,6300.0,hou,@ atl,96-104,24,14pt 7rb 3as 2bl 3to 2trey 6-14fg 0-0ft,2015-03-03,Josh Smith,Away
PF,"Zeller, Cody^",26.2,5e3,cha,v lal,104-103,21,10pt 11rb 2as 4-6fg 2-2ft,2015-03-03,Cody Zeller,Home
PF,"Williams, Derrick",24.6,3600.0,sac,@ nyk,124-86,28,17pt 3rb 2as 1st 1to 3trey 7-12fg 0-2ft,2015-03-03,Derrick Williams,Away
SF,"Pierce, Paul^",23.7,4700.0,was,@ chi,92-97,32,16pt 1rb 3as 1bl 4trey 6-10fg 0-0ft,2015-03-03,Paul Pierce,Away
PF,"Smith, Jason",22.8,4900.0,nyk,v sac,86-124,22,13pt 4rb 3bl 1to 6-10fg 1-2ft,2015-03-03,Jason Smith,Home
SF,"Johnson, Wesley",22.5,3900.0,lal,@ cha,103-104,25,10pt 5rb 3as 1st 1bl 2to 4-7fg 2-2ft,2015-03-03,Wesley Johnson,Away
SF,"Jones, James",22.2,3500.0,cle,v bos,110-79,21,10pt 6rb 2as 1st 2trey 3-6fg 2-2ft,2015-03-03,James Jones,Home
SF,"Green, Jeff^",22.2,4600.0,mem,v uta,82-93,36,6pt 6rb 4as 1st 1bl 1to 3-13fg 0-0ft,2015-03-03,Jeff Green,Home
SF,"Kidd-Gilchrist, Michael^",22.2,6e3,cha,v lal,104-103,37,12pt 6rb 1st 1bl 1to 6-11fg 0-2ft,2015-03-03,Kidd-Michael Gilchrist,Home
SF,"Casspi, Omri",21.6,3500.0,sac,@ nyk,124-86,20,14pt 3rb 2as 1st 1to 6-10fg 2-2ft,2015-03-03,Omri Casspi,Away
PF,"Henson, John",21.5,5300.0,mil,@ den,95-106,26,10pt 5rb 1as 1st 1bl 4-7fg 2-5ft,2015-03-03,John Henson,Away
PF,"Hickson, J.J.",21,3700.0,den,v mil,106-95,18,6pt 10rb 2as 3-9fg 0-0ft,2015-03-03,J Hickson.J.,Home
SF,"Chandler, Wilson^",20.1,5900.0,den,v mil,106-95,30,12pt 3rb 3as 1st 2to 2trey 5-12fg 0-0ft,2015-03-03,Wilson Chandler,Home
SF,"Porter, Otto",20,3900.0,was,@ chi,92-97,30,11pt 5rb 2bl 1to 2trey 3-5fg 3-4ft,2015-03-03,Otto Porter,Away
PF,"Williams, Marvin",20,3900.0,cha,v lal,104-103,27,8pt 4as 1st 2bl 1trey 3-6fg 1-2ft,2015-03-03,Marvin Williams,Home
PF,"Bass, Brandon^",19.5,5400.0,bos,@ cle,79-110,27,15pt 5rb 1as 3to 1trey 7-15fg 0-0ft,2015-03-03,Brandon Bass,Away
