teams,opp,date,opener.odds,opener.juice,pinn.odds,pinn.juice,opener,totals,totalsjuice
Toronto,Cleveland,2014-12-05,-3.0,-110.0,-4.5,-105.0,208.0,209.5,-109.0
Atlanta,Brooklyn,2014-12-05,1.5,-110.0,-1.0,-101.0,202.0,201.0,-109.0
Brooklyn,Atlanta,2014-12-05,-1.5,-110.0,1.0,-109.0,202.0,201.0,-101.0
San Antonio,Memphis,2014-12-05,1.5,-110.0,1.5,-105.0,192.0,191.0,-107.0
Memphis,San Antonio,2014-12-05,-1.5,-110.0,-1.5,-105.0,192.0,191.0,-103.0
Houston,Minnesota,2014-12-05,-2.5,-110.0,-7.0,-104.0,205.5,205.0,-101.0
Minnesota,Houston,2014-12-05,2.5,-110.0,7.0,-106.0,205.5,205.0,-109.0
Phoenix,Dallas,2014-12-05,6.5,-110.0,5.5,104.0,215.5,216.0,-107.0
Dallas,Phoenix,2014-12-05,-6.5,-110.0,-5.5,-115.0,215.5,216.0,-103.0
Miami,Milwaukee,2014-12-05,0.0,-110.0,-1.5,-101.0,197.5,196.0,-105.0
Milwaukee,Miami,2014-12-05,0.0,-110.0,1.5,-109.0,197.5,196.0,-105.0
Orlando,Utah,2014-12-05,5.0,-110.0,5.0,-105.0,193.5,191.5,-105.0
Utah,Orlando,2014-12-05,-5.0,-110.0,-5.0,-105.0,193.5,191.5,-105.0
Indiana,Sacramento,2014-12-05,2.5,-110.0,3.0,-104.0,193.5,191.0,-102.0
Sacramento,Indiana,2014-12-05,-2.5,-110.0,-3.0,-106.0,193.5,191.0,-108.0
Philadelphia,Detroit,2014-12-06,9.5,-110.0,9.5,102.0,198.0,194.5,-101.0
Detroit,Philadelphia,2014-12-06,-9.5,-110.0,-9.5,-113.0,198.0,194.5,-109.0
Phoenix,Houston,2014-12-06,2.0,-110.0,-2.0,-106.0,207.0,206.5,-105.0
Houston,Phoenix,2014-12-06,-2.0,-110.0,2.0,-104.0,207.0,206.5,-105.0
Golden State,Chicago,2014-12-06,-1.0,-110.0,-2.5,102.0,200.0,204.0,-106.0
Chicago,Golden State,2014-12-06,1.0,-110.0,2.5,-113.0,200.0,204.0,-104.0
Minnesota,San Antonio,2014-12-06,12.5,-110.0,14.0,-110.0,204.5,202.0,104.0
San Antonio,Minnesota,2014-12-06,-12.5,-110.0,-14.0,100.0,204.5,202.0,-115.0
Orlando,Sacramento,2014-12-06,6.5,-105.0,6.0,-104.0,193.5,196.0,-105.0
Sacramento,Orlando,2014-12-06,-6.5,-115.0,-6.0,-106.0,193.5,196.0,-105.0
New Orleans,L.A. Clippers,2014-12-06,9.5,-110.0,9.0,-105.0,208.0,207.5,100.0
L.A. Clippers,New Orleans,2014-12-06,-9.5,-110.0,-9.0,-105.0,208.0,207.5,-110.0
Washington,Boston,2014-12-07,-4.0,-110.0,-3.5,-107.0,208.5,203.0,-115.0
Boston,Washington,2014-12-07,4.0,-110.0,3.5,-103.0,208.5,203.0,104.0
Denver,Atlanta,2014-12-07,5.0,-110.0,6.0,102.0,213.0,211.0,-110.0
Atlanta,Denver,2014-12-07,-5.0,-110.0,-6.0,-113.0,213.0,211.0,100.0
Oklahoma City,Detroit,2014-12-07,-7.5,-110.0,-10.0,-106.0,200.0,194.0,-101.0
Detroit,Oklahoma City,2014-12-07,7.5,-110.0,10.0,-104.0,200.0,194.0,-109.0
Miami,Memphis,2014-12-07,7.0,-110.0,8.0,-110.0,193.0,191.5,-113.0
Memphis,Miami,2014-12-07,-7.0,-110.0,-8.0,100.0,193.0,191.5,102.0
Milwaukee,Dallas,2014-12-07,8.5,-110.0,9.0,-106.0,208.0,210.5,-105.0
Dallas,Milwaukee,2014-12-07,-8.5,-110.0,-9.0,-104.0,208.0,210.5,-105.0
Portland,New York,2014-12-07,-5.5,-110.0,-6.5,-101.0,196.0,194.5,-110.0
New York,Portland,2014-12-07,5.5,-110.0,6.5,-109.0,196.0,194.5,100.0
New Orleans,L.A. Lakers,2014-12-07,-3.5,-110.0,-2.5,-110.0,211.0,207.0,-107.0
L.A. Lakers,New Orleans,2014-12-07,3.5,-110.0,2.5,100.0,211.0,207.0,-103.0
Boston,Washington,2014-12-08,8.5,-110.0,8.5,-108.0,207.0,204.5,-113.0
Washington,Boston,2014-12-08,-8.5,-110.0,-8.5,-102.0,207.0,204.5,102.0
Atlanta,Indiana,2014-12-08,-1.0,-110.0,1.0,-110.0,195.0,194.0,-103.0
Indiana,Atlanta,2014-12-08,1.0,-110.0,-1.0,100.0,195.0,194.0,-107.0
Denver,Toronto,2014-12-08,9.0,-110.0,10.0,-105.0,216.5,214.0,-105.0
Toronto,Denver,2014-12-08,-9.0,-110.0,-10.0,-105.0,216.5,214.0,-105.0
Cleveland,Brooklyn,2014-12-08,-5.0,-110.0,-8.0,-101.0,200.5,196.5,-113.0
Brooklyn,Cleveland,2014-12-08,5.0,-110.0,8.0,-109.0,200.5,196.5,102.0
Golden State,Minnesota,2014-12-08,-11.0,-110.0,-14.5,102.0,212.0,214.0,-105.0
Minnesota,Golden State,2014-12-08,11.0,-110.0,14.5,-113.0,212.0,214.0,-105.0
Utah,Sacramento,2014-12-08,5.0,-110.0,5.0,102.0,197.0,197.0,-111.0
Sacramento,Utah,2014-12-08,-5.0,-110.0,-5.0,-113.0,197.0,197.0,101.0
Phoenix,L.A. Clippers,2014-12-08,7.5,-110.0,7.5,-105.0,215.0,216.0,-102.0
L.A. Clippers,Phoenix,2014-12-08,-7.5,-110.0,-7.5,-105.0,215.0,216.0,-108.0
Toronto,Cleveland,2014-12-09,5.5,-110.0,6.0,-102.0,207.5,205.5,-105.0
Cleveland,Toronto,2014-12-09,-5.5,-110.0,-6.0,-108.0,207.5,205.5,-105.0
Portland,Detroit,2014-12-09,-7.5,-110.0,-7.5,-105.0,197.5,196.5,-108.0
Detroit,Portland,2014-12-09,7.5,-110.0,7.5,-105.0,197.5,196.5,-102.0
Milwaukee,Oklahoma City,2014-12-09,10.5,-110.0,10.0,-102.0,204.5,202.0,100.0
Oklahoma City,Milwaukee,2014-12-09,-10.5,-110.0,-10.0,-108.0,204.5,202.0,-110.0
New York,New Orleans,2014-12-09,8.0,-110.0,6.5,-104.0,196.5,195.0,-109.0
New Orleans,New York,2014-12-09,-8.0,-110.0,-6.5,-106.0,196.5,195.0,-101.0
Dallas,Memphis,2014-12-09,3.5,-110.0,2.5,-106.0,204.5,203.0,-108.0
Memphis,Dallas,2014-12-09,-3.5,-110.0,-2.5,-104.0,204.5,203.0,-102.0
San Antonio,Utah,2014-12-09,-9.0,-110.0,-9.0,-108.0,195.0,194.0,-104.0
Utah,San Antonio,2014-12-09,9.0,-110.0,9.0,-102.0,195.0,194.0,-106.0
Miami,Phoenix,2014-12-09,6.0,-110.0,4.5,-110.0,203.5,202.5,100.0
Phoenix,Miami,2014-12-09,-6.0,-110.0,-4.5,100.0,203.5,202.5,-110.0
Sacramento,L.A. Lakers,2014-12-09,2.0,-110.0,3.5,-104.0,208.0,209.0,102.0
L.A. Lakers,Sacramento,2014-12-09,-2.0,-110.0,-3.5,-106.0,208.0,209.0,-113.0
L.A. Clippers,Indiana,2014-12-10,-6.0,-110.0,-6.5,-103.0,199.0,199.5,-110.0
Indiana,L.A. Clippers,2014-12-10,6.0,-110.0,6.5,-107.0,199.0,199.5,100.0
Boston,Charlotte,2014-12-10,3.0,-110.0,3.0,102.0,205.0,205.0,-103.0
Charlotte,Boston,2014-12-10,-3.0,-110.0,-3.0,-113.0,205.0,205.0,-107.0
Washington,Orlando,2014-12-10,-5.0,-110.0,-5.5,-102.0,194.0,194.5,-102.0
Orlando,Washington,2014-12-10,5.0,-110.0,5.5,-108.0,194.0,194.5,-108.0
Philadelphia,Atlanta,2014-12-10,12.5,-105.0,13.0,-108.0,202.0,202.0,100.0
Atlanta,Philadelphia,2014-12-10,-12.5,-115.0,-13.0,-102.0,202.0,202.0,-110.0
Portland,Minnesota,2014-12-10,-12.0,-105.0,-10.0,100.0,209.0,206.5,-105.0
Minnesota,Portland,2014-12-10,12.0,-115.0,10.0,-110.0,209.0,206.5,-105.0
Brooklyn,Chicago,2014-12-10,11.5,-110.0,11.0,100.0,194.0,193.5,-103.0
Chicago,Brooklyn,2014-12-10,-11.5,-110.0,-11.0,-110.0,194.0,193.5,-107.0
New Orleans,Dallas,2014-12-10,7.0,-105.0,7.0,-102.0,210.5,209.0,100.0
Dallas,New Orleans,2014-12-10,-7.0,-115.0,-7.0,-108.0,210.5,209.0,-110.0
New York,San Antonio,2014-12-10,10.0,-110.0,10.0,-113.0,193.0,190.0,100.0
San Antonio,New York,2014-12-10,-10.0,-110.0,-10.0,102.0,193.0,190.0,-110.0
Houston,Golden State,2014-12-10,11.0,-110.0,9.0,-103.0,201.0,204.5,-110.0
Golden State,Houston,2014-12-10,-11.0,-110.0,-9.0,-107.0,201.0,204.5,100.0
Miami,Denver,2014-12-10,3.5,-110.0,5.5,-102.0,205.0,202.5,-108.0
Denver,Miami,2014-12-10,-3.5,-110.0,-5.5,-108.0,205.0,202.5,-102.0
Cleveland,Oklahoma City,2014-12-11,3.0,-110.0,7.5,-102.0,204.5,202.0,-104.0
Oklahoma City,Cleveland,2014-12-11,-3.0,-110.0,-7.5,-108.0,204.5,202.0,-106.0
Houston,Sacramento,2014-12-11,1.0,-110.0,1.0,-106.0,198.0,196.0,-109.0
Sacramento,Houston,2014-12-11,-1.0,-110.0,-1.0,-104.0,198.0,196.0,-101.0
L.A. Clippers,Washington,2014-12-12,-3.0,-110.0,-2.5,-103.0,202.0,205.5,-108.0
Washington,L.A. Clippers,2014-12-12,3.0,-110.0,2.5,-107.0,202.0,205.5,-102.0
Portland,Chicago,2014-12-12,2.0,-110.0,2.5,-107.0,199.0,197.0,-102.0
Chicago,Portland,2014-12-12,-2.0,-110.0,-2.5,-103.0,199.0,197.0,-108.0
Philadelphia,Brooklyn,2014-12-12,8.0,-110.0,6.5,-105.0,194.5,193.0,-105.0
Brooklyn,Philadelphia,2014-12-12,-8.0,-110.0,-6.5,-105.0,194.5,193.0,-105.0
Indiana,Toronto,2014-12-12,9.0,-110.0,9.0,-108.0,201.0,196.0,-105.0
Toronto,Indiana,2014-12-12,-9.0,-110.0,-9.0,-102.0,201.0,196.0,-105.0
Orlando,Atlanta,2014-12-12,8.0,-110.0,9.0,-104.0,196.5,195.5,-107.0
Atlanta,Orlando,2014-12-12,-8.0,-110.0,-9.0,-106.0,196.5,195.5,-103.0
New York,Boston,2014-12-12,7.0,-115.0,6.0,-105.0,201.0,203.0,-105.0
Boston,New York,2014-12-12,-7.0,-105.0,-6.0,-105.0,201.0,203.0,-105.0
Cleveland,New Orleans,2014-12-12,-3.0,-110.0,1.5,-104.0,205.5,200.0,100.0
New Orleans,Cleveland,2014-12-12,3.0,-110.0,-1.5,-106.0,205.5,200.0,-110.0
Oklahoma City,Minnesota,2014-12-12,-10.0,-105.0,-8.0,100.0,205.0,205.5,-104.0
Minnesota,Oklahoma City,2014-12-12,10.0,-115.0,8.0,-110.0,205.0,205.5,-106.0
Charlotte,Memphis,2014-12-12,9.0,-105.0,10.0,100.0,189.5,190.0,-109.0
Memphis,Charlotte,2014-12-12,-9.0,-115.0,-10.0,-110.0,189.5,190.0,-101.0
Miami,Utah,2014-12-12,-2.0,-115.0,1.5,-107.0,192.5,190.0,-106.0
Utah,Miami,2014-12-12,2.0,-105.0,-1.5,-103.0,192.5,190.0,-104.0
Detroit,Phoenix,2014-12-12,8.5,-105.0,9.5,-102.0,202.0,205.5,-108.0
Phoenix,Detroit,2014-12-12,-8.5,-115.0,-9.5,-108.0,202.0,205.5,-102.0
L.A. Lakers,San Antonio,2014-12-12,12.5,-110.0,12.0,-103.0,206.0,206.0,-105.0
San Antonio,L.A. Lakers,2014-12-12,-12.5,-110.0,-12.0,-107.0,206.0,206.0,-105.0
Golden State,Dallas,2014-12-13,-2.5,-110.0,1.0,-105.0,211.5,217.0,-107.0
Dallas,Golden State,2014-12-13,2.5,-110.0,-1.0,-105.0,211.5,217.0,-103.0
Portland,Indiana,2014-12-13,-4.5,-110.0,-5.0,-102.0,193.0,191.5,-105.0
Indiana,Portland,2014-12-13,4.5,-110.0,5.0,-108.0,193.0,191.5,-105.0
Brooklyn,Charlotte,2014-12-13,3.5,-110.0,4.5,-109.0,193.5,188.5,-105.0
Charlotte,Brooklyn,2014-12-13,-3.5,-110.0,-4.5,-101.0,193.5,188.5,-105.0
Atlanta,Orlando,2014-12-13,-4.0,-110.0,-3.0,-102.0,189.0,193.5,-105.0
Orlando,Atlanta,2014-12-13,4.0,-110.0,3.0,-108.0,189.0,193.5,-105.0
L.A. Clippers,Milwaukee,2014-12-13,-5.5,-110.0,-5.5,-105.0,206.5,210.0,-105.0
Milwaukee,L.A. Clippers,2014-12-13,5.5,-110.0,5.5,-105.0,206.5,210.0,-105.0
Memphis,Philadelphia,2014-12-13,-9.5,-110.0,-10.0,-102.0,198.0,191.5,-110.0
Philadelphia,Memphis,2014-12-13,9.5,-110.0,10.0,-108.0,198.0,191.5,100.0
Denver,Houston,2014-12-13,7.0,-110.0,7.0,-103.0,204.0,205.0,-104.0
Houston,Denver,2014-12-13,-7.0,-110.0,-7.0,-107.0,204.0,205.0,-106.0
Detroit,Sacramento,2014-12-13,4.5,-110.0,5.0,102.0,195.0,195.0,-105.0
Sacramento,Detroit,2014-12-13,-4.5,-110.0,-5.0,-113.0,195.0,195.0,-105.0
Utah,Washington,2014-12-14,9.0,-110.0,11.0,102.0,196.5,193.5,-109.0
Washington,Utah,2014-12-14,-9.0,-110.0,-11.0,-113.0,196.5,193.5,-101.0
Golden State,New Orleans,2014-12-14,-5.0,-115.0,-6.0,-105.0,207.0,205.5,-107.0
New Orleans,Golden State,2014-12-14,5.0,-105.0,6.0,-105.0,207.0,205.5,-103.0
Chicago,Miami,2014-12-14,-2.5,-110.0,-7.0,-104.0,196.0,193.5,-102.0
Miami,Chicago,2014-12-14,2.5,-110.0,7.0,-106.0,196.0,193.5,-108.0
Phoenix,Oklahoma City,2014-12-14,8.0,-110.0,7.5,-110.0,209.0,211.0,-105.0
Oklahoma City,Phoenix,2014-12-14,-8.0,-110.0,-7.5,100.0,209.0,211.0,-105.0
L.A. Lakers,Minnesota,2014-12-14,-3.0,-110.0,-4.0,-102.0,215.0,212.0,100.0
Minnesota,L.A. Lakers,2014-12-14,3.0,-110.0,4.0,-108.0,215.0,212.0,-110.0
Toronto,New York,2014-12-14,-5.0,-110.0,-6.5,-106.0,201.5,200.5,-104.0
New York,Toronto,2014-12-14,5.0,-110.0,6.5,-104.0,201.5,200.5,-106.0
San Antonio,Denver,2014-12-14,-4.0,-110.0,-5.0,-105.0,206.0,203.0,-105.0
Denver,San Antonio,2014-12-14,4.0,-110.0,5.0,-105.0,206.0,203.0,-105.0
L.A. Lakers,Indiana,2014-12-15,5.0,-110.0,5.0,-102.0,201.0,198.0,100.0
Indiana,L.A. Lakers,2014-12-15,-5.0,-110.0,-5.0,-108.0,201.0,198.0,-110.0
Boston,Philadelphia,2014-12-15,-4.5,-110.0,-5.0,-109.0,205.0,204.5,-107.0
Philadelphia,Boston,2014-12-15,4.5,-110.0,5.0,-101.0,205.0,204.5,-103.0
Charlotte,Cleveland,2014-12-15,10.5,-110.0,10.5,-107.0,196.0,196.5,-105.0
Cleveland,Charlotte,2014-12-15,-10.5,-110.0,-10.5,-103.0,196.0,196.5,-105.0
Orlando,Toronto,2014-12-15,10.0,-110.0,6.5,-105.0,197.5,197.0,-105.0
Toronto,Orlando,2014-12-15,-10.0,-110.0,-6.5,-105.0,197.5,197.0,-105.0
Chicago,Atlanta,2014-12-15,1.5,-110.0,2.5,-103.0,200.5,196.0,-105.0
Atlanta,Chicago,2014-12-15,-1.5,-110.0,-2.5,-107.0,200.5,196.0,-105.0
Milwaukee,Phoenix,2014-12-15,5.5,-110.0,5.5,-113.0,211.5,208.5,-105.0
Phoenix,Milwaukee,2014-12-15,-5.5,-110.0,-5.5,102.0,211.5,208.5,-105.0
San Antonio,Portland,2014-12-15,5.5,-110.0,8.5,100.0,193.5,195.0,-105.0
Portland,San Antonio,2014-12-15,-5.5,-110.0,-8.5,-110.0,193.5,195.0,-105.0
Detroit,L.A. Clippers,2014-12-15,13.0,-110.0,11.5,-108.0,203.5,204.5,-107.0
L.A. Clippers,Detroit,2014-12-15,-13.0,-110.0,-11.5,-102.0,203.5,204.5,-103.0
Minnesota,Washington,2014-12-16,13.5,-110.0,12.0,-101.0,205.5,202.5,-102.0
Washington,Minnesota,2014-12-16,-13.5,-110.0,-12.0,-109.0,205.5,202.5,-108.0
Miami,Brooklyn,2014-12-16,6.5,-110.0,6.0,-103.0,184.5,186.0,-106.0
Brooklyn,Miami,2014-12-16,-6.5,-110.0,-6.0,-107.0,184.5,186.0,-104.0
Dallas,New York,2014-12-16,-6.0,-110.0,-7.5,100.0,203.0,203.5,-114.0
New York,Dallas,2014-12-16,6.0,-110.0,7.5,-110.0,203.0,203.5,103.0
Golden State,Memphis,2014-12-16,0.0,-110.0,3.5,-110.0,202.0,204.0,-105.0
Memphis,Golden State,2014-12-16,0.0,-110.0,-3.5,100.0,202.0,204.0,-105.0
Utah,New Orleans,2014-12-16,8.0,-110.0,10.0,-102.0,197.0,197.0,-106.0
New Orleans,Utah,2014-12-16,-8.0,-110.0,-10.0,-108.0,197.0,197.0,-104.0
Oklahoma City,Sacramento,2014-12-16,-7.5,-110.0,-8.0,-105.0,204.5,207.0,-103.0
Sacramento,Oklahoma City,2014-12-16,7.5,-110.0,8.0,-105.0,204.5,207.0,-107.0
Phoenix,Charlotte,2014-12-17,1.0,-115.0,-2.5,-113.0,200.5,202.0,-103.0
Charlotte,Phoenix,2014-12-17,-1.0,-105.0,2.5,102.0,200.5,202.0,-107.0
Atlanta,Cleveland,2014-12-17,8.0,-110.0,6.5,102.0,204.5,201.0,-107.0
Cleveland,Atlanta,2014-12-17,-8.0,-110.0,-6.5,-113.0,204.5,201.0,-103.0
Orlando,Boston,2014-12-17,5.0,-110.0,3.5,-108.0,200.0,200.0,-113.0
Boston,Orlando,2014-12-17,-5.0,-110.0,-3.5,-102.0,200.0,200.0,102.0
Dallas,Detroit,2014-12-17,-6.5,-110.0,-7.0,-102.0,202.5,204.5,-106.0
Detroit,Dallas,2014-12-17,6.5,-110.0,7.0,-108.0,202.5,204.5,-104.0
Utah,Miami,2014-12-17,4.5,-110.0,3.5,-110.0,186.0,191.0,-110.0
Miami,Utah,2014-12-17,-4.5,-110.0,-3.5,100.0,186.0,191.0,100.0
Brooklyn,Toronto,2014-12-17,9.0,-115.0,12.5,100.0,200.5,198.5,-104.0
Toronto,Brooklyn,2014-12-17,-9.0,-105.0,-12.5,-110.0,200.5,198.5,-106.0
Memphis,San Antonio,2014-12-17,3.0,-110.0,3.0,-102.0,193.0,191.5,-102.0
San Antonio,Memphis,2014-12-17,-3.0,-110.0,-3.0,-108.0,193.0,191.5,-108.0
Milwaukee,Portland,2014-12-17,8.5,-110.0,10.0,-105.0,204.5,202.0,-102.0
Portland,Milwaukee,2014-12-17,-8.5,-110.0,-10.0,-105.0,204.5,202.0,-108.0
Indiana,L.A. Clippers,2014-12-17,11.0,-110.0,11.0,-102.0,200.0,202.0,-104.0
L.A. Clippers,Indiana,2014-12-17,-11.0,-110.0,-11.0,-108.0,200.0,202.0,-106.0
Houston,Denver,2014-12-17,-3.5,-110.0,-3.0,-101.0,206.5,204.5,-105.0
Denver,Houston,2014-12-17,3.5,-110.0,3.0,-109.0,206.5,204.5,-105.0
New York,Chicago,2014-12-18,10.0,-110.0,12.5,-108.0,194.5,189.0,100.0
Chicago,New York,2014-12-18,-10.0,-110.0,-12.5,-102.0,194.5,189.0,-110.0
New Orleans,Houston,2014-12-18,4.5,-110.0,4.5,-105.0,201.5,200.5,-103.0
Houston,New Orleans,2014-12-18,-4.5,-110.0,-4.5,-105.0,201.5,200.5,-107.0
Milwaukee,Sacramento,2014-12-18,6.0,-110.0,7.5,-114.0,204.0,204.5,-107.0
Sacramento,Milwaukee,2014-12-18,-6.0,-110.0,-7.5,103.0,204.0,204.5,-103.0
Oklahoma City,Golden State,2014-12-18,4.0,-110.0,2.5,-104.0,206.5,211.5,-108.0
Golden State,Oklahoma City,2014-12-18,-4.0,-110.0,-2.5,-106.0,206.5,211.5,-102.0
Charlotte,Philadelphia,2014-12-19,-4.0,-110.0,-4.5,-102.0,196.5,192.5,103.0
Philadelphia,Charlotte,2014-12-19,4.0,-110.0,4.5,-108.0,196.5,192.5,-114.0
Utah,Orlando,2014-12-19,3.0,-110.0,4.0,-103.0,189.5,194.0,-105.0
Orlando,Utah,2014-12-19,-3.0,-110.0,-4.0,-107.0,189.5,194.0,-105.0
Washington,Miami,2014-12-19,-4.0,-110.0,-6.0,-104.0,191.5,189.0,-109.0
Miami,Washington,2014-12-19,4.0,-110.0,6.0,-106.0,191.5,189.0,-101.0
Minnesota,Boston,2014-12-19,7.5,-110.0,6.5,-105.0,213.5,212.0,100.0
Boston,Minnesota,2014-12-19,-7.5,-110.0,-6.5,-105.0,213.5,212.0,-110.0
Brooklyn,Cleveland,2014-12-19,10.0,-110.0,10.5,-108.0,200.5,198.0,-105.0
Cleveland,Brooklyn,2014-12-19,-10.0,-110.0,-10.5,-102.0,200.5,198.0,-105.0
Toronto,Detroit,2014-12-19,-8.5,-110.0,-7.0,-102.0,198.5,198.0,-109.0
Detroit,Toronto,2014-12-19,8.5,-110.0,7.0,-108.0,198.5,198.0,-101.0
Chicago,Memphis,2014-12-19,6.5,-115.0,6.0,100.0,194.0,191.5,-102.0
Memphis,Chicago,2014-12-19,-6.5,-105.0,-6.0,-110.0,194.0,191.5,-108.0
Portland,San Antonio,2014-12-19,4.0,-105.0,4.5,100.0,195.5,197.0,-107.0
San Antonio,Portland,2014-12-19,-4.0,-115.0,-4.5,-110.0,195.5,197.0,-103.0
L.A. Clippers,Denver,2014-12-19,-6.0,-110.0,-3.0,-110.0,214.5,215.5,-105.0
Denver,L.A. Clippers,2014-12-19,6.0,-110.0,3.0,100.0,214.5,215.5,-105.0
Oklahoma City,L.A. Lakers,2014-12-19,-10.0,-110.0,-5.5,-101.0,212.5,204.5,-101.0
L.A. Lakers,Oklahoma City,2014-12-19,10.0,-110.0,5.5,-109.0,212.5,204.5,-109.0
Phoenix,New York,2014-12-20,-6.5,-115.0,-6.0,100.0,200.5,199.0,-106.0
New York,Phoenix,2014-12-20,6.5,-105.0,6.0,-110.0,200.5,199.0,-104.0
Portland,New Orleans,2014-12-20,5.0,-110.0,5.5,-107.0,202.5,205.5,102.0
New Orleans,Portland,2014-12-20,-5.0,-110.0,-5.5,-103.0,202.5,205.5,-113.0
Utah,Charlotte,2014-12-20,3.5,-110.0,3.5,-101.0,191.0,194.5,-103.0
Charlotte,Utah,2014-12-20,-3.5,-110.0,-3.5,-109.0,191.0,194.5,-107.0
Atlanta,Houston,2014-12-20,5.0,-110.0,5.0,-104.0,196.0,198.0,102.0
Houston,Atlanta,2014-12-20,-5.0,-110.0,-5.0,-106.0,196.0,198.0,-113.0
San Antonio,Dallas,2014-12-20,10.0,-110.0,11.0,-109.0,204.0,206.0,-113.0
Dallas,San Antonio,2014-12-20,-10.0,-110.0,-11.0,-101.0,204.0,206.0,102.0
Indiana,Denver,2014-12-20,5.0,-110.0,3.0,-106.0,202.0,200.0,-102.0
Denver,Indiana,2014-12-20,-5.0,-110.0,-3.0,-104.0,202.0,200.0,-108.0
Milwaukee,L.A. Clippers,2014-12-20,11.0,-110.0,10.0,-103.0,209.0,210.0,-104.0
L.A. Clippers,Milwaukee,2014-12-20,-11.0,-110.0,-10.0,-107.0,209.0,210.0,-106.0
New York,Toronto,2014-12-21,12.5,-110.0,12.5,-113.0,197.5,197.5,-105.0
Toronto,New York,2014-12-21,-12.5,-110.0,-12.5,102.0,197.5,197.5,-105.0
Memphis,Cleveland,2014-12-21,3.5,-110.0,5.0,-105.0,197.5,197.0,-108.0
Cleveland,Memphis,2014-12-21,-3.5,-110.0,-5.0,-105.0,197.5,197.0,-102.0
L.A. Lakers,Sacramento,2014-12-21,5.5,-110.0,7.5,-106.0,208.0,206.5,-110.0
Sacramento,L.A. Lakers,2014-12-21,-5.5,-110.0,-7.5,-104.0,208.0,206.5,100.0
Philadelphia,Orlando,2014-12-21,8.0,-110.0,8.5,-106.0,194.0,193.5,-105.0
Orlando,Philadelphia,2014-12-21,-8.0,-110.0,-8.5,-104.0,194.0,193.5,-105.0
Boston,Miami,2014-12-21,2.5,-110.0,-3.5,-106.0,200.0,197.5,-110.0
Miami,Boston,2014-12-21,-2.5,-110.0,3.5,-104.0,200.0,197.5,100.0
Phoenix,Washington,2014-12-21,6.0,-110.0,5.5,-108.0,203.0,205.5,-107.0
Washington,Phoenix,2014-12-21,-6.0,-110.0,-5.5,-102.0,203.0,205.5,-103.0
Detroit,Brooklyn,2014-12-21,2.0,-110.0,2.0,-107.0,188.0,189.5,-107.0
Brooklyn,Detroit,2014-12-21,-2.0,-110.0,-2.0,-103.0,188.0,189.5,-103.0
New Orleans,Oklahoma City,2014-12-21,7.0,-110.0,7.0,-108.0,205.0,200.0,-105.0
Oklahoma City,New Orleans,2014-12-21,-7.0,-110.0,-7.0,-102.0,205.0,200.0,-105.0
Indiana,Minnesota,2014-12-21,-4.0,-110.0,-3.5,-107.0,201.0,195.0,-113.0
Minnesota,Indiana,2014-12-21,4.0,-110.0,3.5,-103.0,201.0,195.0,102.0
Denver,Charlotte,2014-12-22,0.0,-110.0,2.5,-107.0,200.5,200.5,-103.0
Charlotte,Denver,2014-12-22,0.0,-110.0,-2.5,-103.0,200.5,200.5,-107.0
Utah,Memphis,2014-12-22,10.0,-110.0,8.0,-102.0,196.0,193.5,-108.0
Memphis,Utah,2014-12-22,-10.0,-110.0,-8.0,-108.0,196.0,193.5,-102.0
Portland,Houston,2014-12-22,4.5,-110.0,5.0,-108.0,202.0,198.0,-107.0
Houston,Portland,2014-12-22,-4.5,-110.0,-5.0,-102.0,202.0,198.0,-103.0
Toronto,Chicago,2014-12-22,3.0,-110.0,4.0,-104.0,198.0,200.5,-104.0
Chicago,Toronto,2014-12-22,-3.0,-110.0,-4.0,-106.0,198.0,200.5,-106.0
Atlanta,Dallas,2014-12-22,6.5,-110.0,4.5,-108.0,207.5,208.5,-105.0
Dallas,Atlanta,2014-12-22,-6.5,-110.0,-4.5,-102.0,207.5,208.5,-105.0
L.A. Clippers,San Antonio,2014-12-22,1.5,-110.0,1.0,-113.0,204.0,203.5,-101.0
San Antonio,L.A. Clippers,2014-12-22,-1.5,-110.0,-1.0,102.0,204.0,203.5,-109.0
Sacramento,Golden State,2014-12-22,11.0,-110.0,11.0,101.0,211.0,212.0,-105.0
Golden State,Sacramento,2014-12-22,-11.0,-110.0,-11.0,-111.0,211.0,212.0,-105.0
Boston,Orlando,2014-12-23,2.5,-110.0,2.0,-110.0,201.0,198.5,-104.0
Orlando,Boston,2014-12-23,-2.5,-110.0,-2.0,100.0,201.0,198.5,-106.0
Chicago,Washington,2014-12-23,3.5,-110.0,2.5,-105.0,197.0,197.5,-101.0
Washington,Chicago,2014-12-23,-3.5,-110.0,-2.5,-105.0,197.0,197.5,-109.0
Minnesota,Cleveland,2014-12-23,13.5,-110.0,14.0,-106.0,208.0,210.0,-104.0
Cleveland,Minnesota,2014-12-23,-13.5,-110.0,-14.0,-104.0,208.0,210.0,-106.0
New Orleans,Indiana,2014-12-23,-1.0,-110.0,-1.5,-103.0,196.0,194.5,-102.0
Indiana,New Orleans,2014-12-23,1.0,-110.0,1.5,-107.0,196.0,194.5,-108.0
Denver,Brooklyn,2014-12-23,2.0,-110.0,4.0,-109.0,200.0,200.0,100.0
