SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,SITE,OPP_ID,OPP_ABBREVIATION,OPP_NAME,OPP_TOV_PCT,clean_DATE.x,LOOKUP,Game_Date,ROT,Away_Tm,Home_Tm,Proj_Pace,Proj_Away_OE,Proj_Home_OE,Proj_Spread,Proj_Total,clean_DATE.y
2018-19,1610612751,BKN,Brooklyn Nets,21800182,2018-11-10T00:00:00,BKN @ GSW,L,48,107.8,107.5,120.5,124.7,-12.7,-17.2,0.556,1.33,15.9,0.289,0.725,0.494,0.161,0.513,0.557,94.5,93,A,1610612744,GSW,Golden State Warriors,0.108,2018-11-10,2018-11-10BKN,11/10/2018,713,BKN,GSW,98.7,1.102,1.173,-7.0077,224.5425,2018-11-10
2018-19,1610612749,MIL,Milwaukee Bucks,21800175,2018-11-10T00:00:00,MIL @ LAC,L,53,107.6,107.7,107.7,109.4,-0.1,-1.7,0.66,1.82,18.8,0.279,0.75,0.504,0.145,0.524,0.547,106.9,105.96,A,1610612746,LAC,LA Clippers,0.154,2018-11-10,2018-11-10MIL,11/10/2018,703,MIL,LAC,105.8,1.152,1.152,0,243.7632,2018-11-10
2018-19,1610612745,HOU,Houston Rockets,21800180,2018-11-10T00:00:00,HOU @ SAS,L,48,92.9,92.7,102.3,101.1,-9.3,-8.3,0.367,1.38,8.8,0.281,0.8,0.495,0.083,0.383,0.433,94.8,95.5,A,1610612759,SAS,San Antonio Spurs,0.168,2018-11-10,2018-11-10HOU,11/10/2018,715,HOU,SAS,95.3,1.157,1.107,4.765,215.7592,2018-11-10
2018-19,1610612764,WAS,Washington Wizards,21800177,2018-11-10T00:00:00,WAS @ MIA,W,48,117.5,113.7,105.3,108.9,12.2,4.8,0.35,0.88,10.4,0.375,0.66,0.525,0.157,0.53,0.582,101.6,101.5,A,1610612748,MIA,Miami Heat,0.188,2018-11-10,2018-11-10WAS,11/10/2018,709,WAS,MIA,101.9,1.091,1.119,-2.8532,225.199,2018-11-10
2018-19,1610612752,NYK,New York Knicks,21800174,2018-11-10T00:00:00,NYK @ TOR,L,48,108,109.8,128.5,126.7,-20.5,-16.9,0.409,1.29,12.9,0.364,0.727,0.525,0.137,0.49,0.53,101.6,101.5,A,1610612761,TOR,Toronto Raptors,0.149,2018-11-10,2018-11-10NYK,11/10/2018,701,NYK,TOR,97.5,1.003,1.208,-19.9875,215.5725,2018-11-10
2018-19,1610612760,OKC,Oklahoma City Thunder,21800181,2018-11-10T00:00:00,OKC @ DAL,L,48,101.1,102.1,115,116.8,-13.9,-14.7,0.447,1.06,12.2,0.438,0.75,0.55,0.17,0.438,0.457,95.7,94.5,A,1610612742,DAL,Dallas Mavericks,0.168,2018-11-10,2018-11-10OKC,11/10/2018,717,OKC,DAL,100.6,1.094,1.093,0.1006,220.0122,2018-11-10
2018-19,1610612756,PHX,Phoenix Suns,21800176,2018-11-10T00:00:00,PHX @ NOP,L,48,97.2,98,118.1,117.8,-20.9,-19.8,0.457,0.94,12.4,0.231,0.604,0.41,0.168,0.465,0.522,101.3,101,A,1610612740,NOP,New Orleans Pelicans,0.178,2018-11-10,2018-11-10PHX,11/10/2018,705,PHX,NOP,103.6,1.046,1.135,-9.2204,225.9516,2018-11-10
2018-19,1610612747,LAL,Los Angeles Lakers,21800183,2018-11-10T00:00:00,LAL @ SAC,W,48,95.8,99,80.5,83.5,15.2,15.5,0.561,1.44,15.6,0.349,0.714,0.532,0.157,0.475,0.474,106.1,102.5,A,1610612758,SAC,Sacramento Kings,0.184,2018-11-10,2018-11-10LAL,11/10/2018,719,LAL,SAC,110.5,1.138,1.102,3.978,247.52,2018-11-10
2018-19,1610612751,BKN,Brooklyn Nets,21800171,2018-11-09T00:00:00,BKN @ DEN,W,48,109.3,113.1,110,108.9,-0.8,4.2,0.583,2.63,15.6,0.263,0.635,0.44,0.081,0.477,0.526,101.2,100,A,1610612743,DEN,Denver Nuggets,0.129,2018-11-09,2018-11-09BKN,11/9/2018,509,BKN,DEN,94.9,1.06,1.188,-12.1472,213.3352,2018-11-09
2018-19,1610612765,DET,Detroit Pistons,21800169,2018-11-09T00:00:00,DET @ ATL,W,48,116.6,118.1,105.2,103.8,11.4,14.3,0.652,2.73,20.5,0.214,0.766,0.466,0.105,0.577,0.588,105,105,A,1610612737,ATL,Atlanta Hawks,0.152,2018-11-09,2018-11-09DET,11/9/2018,505,DET,ATL,107.1,1.099,1.044,5.8905,229.5153,2018-11-09
2018-19,1610612738,BOS,Boston Celtics,21800172,2018-11-09T00:00:00,BOS @ UTA,L,48,114.2,117.3,124,124.2,-9.8,-6.9,0.795,3.88,22.3,0.2,0.667,0.395,0.082,0.54,0.589,99.9,98.5,A,1610612762,UTA,Utah Jazz,0.172,2018-11-09,2018-11-09BOS,11/9/2018,511,BOS,UTA,98.1,0.99,1.032,-4.1202,198.3582,2018-11-09
2018-19,1610612766,CHA,Charlotte Hornets,21800168,2018-11-09T00:00:00,CHA @ PHI,L,53,109.5,115.8,114.6,115.7,-5.2,0.1,0.581,3.57,15.4,0.315,0.673,0.469,0.061,0.464,0.517,107.2,103.7,A,1610612755,PHI,Philadelphia 76ers,0.148,2018-11-09,2018-11-09CHA,11/9/2018,503,CHA,PHI,102.8,1.063,1.138,-7.71,226.2628,2018-11-09
2018-19,1610612754,IND,Indiana Pacers,21800170,2018-11-09T00:00:00,IND @ MIA,W,48,106,106.8,95.4,99,10.6,7.8,0.465,1.11,15,0.25,0.72,0.511,0.175,0.589,0.599,105.3,103,A,1610612748,MIA,Miami Heat,0.233,2018-11-09,2018-11-09IND,11/9/2018,507,IND,MIA,96.3,1.08,1.069,1.0593,206.9487,2018-11-09
2018-19,1610612750,MIN,Minnesota Timberwolves,21800173,2018-11-09T00:00:00,MIN @ SAC,L,48,100.3,101.9,111.3,111,-10.9,-9.2,0.513,1.18,13.7,0.322,0.732,0.522,0.157,0.452,0.511,109.2,108.5,A,1610612758,SAC,Sacramento Kings,0.119,2018-11-09,2018-11-09MIN,11/9/2018,513,MIN,SAC,104.7,1.155,1.106,5.1303,236.7267,2018-11-09
2018-19,1610612764,WAS,Washington Wizards,21800167,2018-11-09T00:00:00,WAS @ ORL,L,48,104.5,106.9,116.6,117,-12.1,-10.1,0.571,1.26,17.9,0.233,0.714,0.471,0.188,0.579,0.598,101.9,100.5,A,1610612753,ORL,Orlando Magic,0.16,2018-11-09,2018-11-09WAS,11/9/2018,501,WAS,ORL,103.3,1.103,1.088,1.5495,226.3303,2018-11-09
2018-19,1610612738,BOS,Boston Celtics,21800164,2018-11-08T00:00:00,BOS @ PHX,W,53,105.8,105.5,97,100,8.8,5.5,0.538,1.31,13.9,0.328,0.852,0.574,0.145,0.474,0.524,100.5,99.17,A,1610612756,PHX,Phoenix Suns,0.138,2018-11-08,2018-11-08BOS,11/8/2018,703,BOS,PHX,98.7,1.126,1.019,10.5609,211.7115,2018-11-08
2018-19,1610612745,HOU,Houston Rockets,21800163,2018-11-08T00:00:00,HOU @ OKC,L,48,87.5,87.9,104.7,107.7,-17.2,-19.8,0.516,0.94,13.1,0.278,0.625,0.441,0.187,0.445,0.463,92.5,91,A,1610612760,OKC,Oklahoma City Thunder,0.165,2018-11-08,2018-11-08HOU,11/8/2018,701,HOU,OKC,97.8,1.174,1.065,10.6602,218.9742,2018-11-08
2018-19,1610612746,LAC,LA Clippers,21800165,2018-11-08T00:00:00,LAC @ POR,L,48,107.4,107.1,113.4,117.2,-6,-10,0.463,2.71,15.1,0.2,0.638,0.435,0.071,0.506,0.537,100.1,98.5,A,1610612757,POR,Portland Trail Blazers,0.071,2018-11-08,2018-11-08LAC,11/8/2018,705,LAC,POR,101.8,1.141,1.139,0.2036,232.104,2018-11-08
2018-19,1610612749,MIL,Milwaukee Bucks,21800166,2018-11-08T00:00:00,MIL @ GSW,W,48,119.8,127.6,104,105.7,15.7,21.9,0.635,2.75,20.9,0.385,0.75,0.56,0.114,0.559,0.594,109.3,105,A,1610612744,GSW,Golden State Warriors,0.171,2018-11-08,2018-11-08MIL,11/8/2018,707,MIL,GSW,105.7,1.128,1.189,-6.4477,244.9069,2018-11-08
2018-19,1610612742,DAL,Dallas Mavericks,21800160,2018-11-07T00:00:00,DAL @ UTA,L,48,98.5,99,112,113.6,-13.6,-14.6,0.483,0.56,10.6,0.326,0.78,0.563,0.243,0.452,0.563,104,103,A,1610612762,UTA,Utah Jazz,0.117,2018-11-07,2018-11-07DAL,11/7/2018,515,DAL,UTA,99,1.002,1.141,-13.761,212.157,2018-11-07
2018-19,1610612759,SAS,San Antonio Spurs,21800156,2018-11-07T00:00:00,SAS @ MIA,L,48,87.9,91.7,95.1,97.9,-7.2,-6.3,0.613,1.58,14.4,0.266,0.667,0.46,0.125,0.399,0.439,100,96.5,A,1610612748,MIA,Miami Heat,0.134,2018-11-07,2018-11-07SAS,11/7/2018,507,SAS,MIA,97.4,1.101,1.142,-3.9934,218.4682,2018-11-07
2018-19,1610612741,CHI,Chicago Bulls,21800159,2018-11-07T00:00:00,CHI @ NOP,L,48,90.3,95.1,101.4,102.9,-11.1,-7.7,0.474,1.5,13.3,0.25,0.732,0.483,0.117,0.443,0.474,107,103.5,A,1610612740,NOP,New Orleans Pelicans,0.144,2018-11-07,2018-11-07CHI,11/7/2018,511,CHI,NOP,102.6,1.026,1.17,-14.7744,225.3096,2018-11-07
2018-19,1610612750,MIN,Minnesota Timberwolves,21800162,2018-11-07T00:00:00,MIN @ LAL,L,48,110,108.9,112.7,114,-2.6,-5.1,0.537,1.38,16.2,0.26,0.688,0.469,0.158,0.56,0.579,100.6,100.5,A,1610612747,LAL,Los Angeles Lakers,0.16,2018-11-07,2018-11-07MIN,11/7/2018,519,MIN,LAL,106.9,1.155,1.171,-1.7104,248.64940000000001,2018-11-07
2018-19,1610612743,DEN,Denver Nuggets,21800158,2018-11-07T00:00:00,DEN @ MEM,L,48,90.3,95.6,97.8,98.9,-7.5,-3.3,0.594,1,14.7,0.392,0.7,0.527,0.209,0.439,0.481,93.7,90.5,A,1610612763,MEM,Memphis Grizzlies,0.2,2018-11-07,2018-11-07DEN,11/7/2018,509,DEN,MEM,91.4,1.122,1.069,4.8442,200.2574,2018-11-07
2018-19,1610612752,NYK,New York Knicks,21800155,2018-11-07T00:00:00,NYK @ ATL,W,48,107,106.7,100.2,102.9,6.8,3.8,0.441,0.83,11,0.333,0.69,0.528,0.171,0.513,0.573,105.7,104.5,A,1610612737,ATL,Atlanta Hawks,0.163,2018-11-07,2018-11-07NYK,11/7/2018,505,NYK,ATL,105,1.101,1.091,1.05,230.16,2018-11-07
2018-19,1610612765,DET,Detroit Pistons,21800154,2018-11-07T00:00:00,DET @ ORL,W,48,97.4,99,90.6,93.2,6.8,5.8,0.568,1.05,14.9,0.302,0.813,0.545,0.192,0.472,0.521,105.9,103.5,A,1610612753,ORL,Orlando Magic,0.204,2018-11-07,2018-11-07DET,11/7/2018,501,DET,ORL,99.1,1.091,1.064,2.6757,213.5605,2018-11-07
2018-19,1610612760,OKC,Oklahoma City Thunder,21800153,2018-11-07T00:00:00,OKC @ CLE,W,48,94.6,96.9,83.7,87.8,10.9,9.2,0.286,0.83,8.5,0.212,0.724,0.482,0.122,0.458,0.498,101.6,98,A,1610612739,CLE,Cleveland Cavaliers,0.204,2018-11-07,2018-11-07OKC,11/7/2018,503,OKC,CLE,98.8,1.124,1.131,-0.6916,222.794,2018-11-07
2018-19,1610612761,TOR,Toronto Raptors,21800161,2018-11-07T00:00:00,TOR @ SAC,W,48,105.4,108.6,100.1,101,5.4,7.6,0.415,0.77,12.4,0.367,0.854,0.608,0.21,0.522,0.575,106.5,104.5,A,1610612758,SAC,Sacramento Kings,0.144,2018-11-07,2018-11-07TOR,11/7/2018,517,TOR,SAC,104,1.173,1.037,14.144,229.84,2018-11-07
2018-19,1610612755,PHI,Philadelphia 76ers,21800157,2018-11-07T00:00:00,PHI @ IND,W,48,99.3,99,89.1,92.2,10.2,6.9,0.667,1.41,18.3,0.136,0.759,0.49,0.168,0.519,0.564,103.1,101.5,A,1610612754,IND,Indiana Pacers,0.118,2018-11-07,2018-11-07PHI,11/7/2018,513,PHI,IND,101.4,1.074,1.067,0.7098,217.0974,2018-11-07
2018-19,1610612737,ATL,Atlanta Hawks,21800149,2018-11-06T00:00:00,ATL @ CHA,L,48,94.5,96.2,100.1,104.6,-5.6,-8.4,0.537,1,16.2,0.178,0.653,0.426,0.208,0.518,0.549,110.4,107,A,1610612766,CHA,Charlotte Hornets,0.194,2018-11-06,2018-11-06ATL,11/6/2018,701,ATL,CHA,105.6,1.079,1.182,-10.8768,238.7616,2018-11-06
2018-19,1610612751,BKN,Brooklyn Nets,21800151,2018-11-06T00:00:00,BKN @ PHX,W,48,106.8,107.2,81.3,82.8,25.5,24.4,0.537,2.2,16.5,0.255,0.732,0.495,0.103,0.495,0.518,99.1,98,A,1610612756,PHX,Phoenix Suns,0.202,2018-11-06,2018-11-06BKN,11/6/2018,705,BKN,PHX,98.5,1.14,1.129,1.0835,223.4965,2018-11-06
2018-19,1610612749,MIL,Milwaukee Bucks,21800152,2018-11-06T00:00:00,MIL @ POR,L,48,107.8,107.3,123.5,121.6,-15.7,-14.4,0.65,2.17,19.3,0.245,0.739,0.475,0.125,0.522,0.539,95.5,96.5,A,1610612757,POR,Portland Trail Blazers,0.124,2018-11-06,2018-11-06MIL,11/6/2018,707,MIL,POR,103.7,1.125,1.093,3.3184,230.0066,2018-11-06
2018-19,1610612764,WAS,Washington Wizards,21800150,2018-11-06T00:00:00,WAS @ DAL,L,48,99.2,100,116.8,119,-17.6,-19,0.73,2.7,19.9,0.176,0.698,0.415,0.1,0.489,0.522,101.3,100,A,1610612742,DAL,Dallas Mavericks,0.18,2018-11-06,2018-11-06WAS,11/6/2018,703,WAS,DAL,104.7,1.137,1.097,4.188,233.8998,2018-11-06
2018-19,1610612761,TOR,Toronto Raptors,21800146,2018-11-05T00:00:00,TOR @ UTA,W,48,123.8,124,106.7,111,17.1,13,0.429,1.4,16.4,0.211,0.679,0.484,0.15,0.645,0.673,102.1,100,A,1610612762,UTA,Utah Jazz,0.12,2018-11-05,2018-11-05TOR,11/5/2018,513,TOR,UTA,98.6,1.07,1.07,0,211.4,2018-11-05
2018-19,1610612741,CHI,Chicago Bulls,21800143,2018-11-05T00:00:00,CHI @ NYK,W,58,99.8,99.1,99.3,100,0.5,-0.9,0.349,0.79,10.3,0.232,0.642,0.455,0.162,0.495,0.536,96,96,A,1610612752,NYK,New York Knicks,0.157,2018-11-05,2018-11-05CHI,11/5/2018,507,CHI,NYK,96.8,1.09,1.13,-3.7,214.1,2018-11-05
2018-19,1610612738,BOS,Boston Celtics,21800145,2018-11-05T00:00:00,BOS @ DEN,L,48,110,110.3,114.6,118.6,-4.6,-8.2,0.5,1.83,17.2,0.2,0.63,0.434,0.124,0.557,0.58,98.8,97,A,1610612743,DEN,Denver Nuggets,0.134,2018-11-05,2018-11-05BOS,11/5/2018,511,BOS,DEN,96.7,1.07,1.09,-2.3,208.7,2018-11-05
2018-19,1610612739,CLE,Cleveland Cavaliers,21800142,2018-11-05T00:00:00,CLE @ ORL,L,48,105,103.1,103.4,105.2,1.5,-2.1,0.488,1.11,15.9,0.22,0.72,0.495,0.186,0.575,0.586,96.9,97,A,1610612753,ORL,Orlando Magic,0.155,2018-11-05,2018-11-05CLE,11/5/2018,505,CLE,ORL,95.8,1.1,1.14,-3.8,214.4,2018-11-05
2018-19,1610612740,NOP,New Orleans Pelicans,21800144,2018-11-05T00:00:00,NOP @ OKC,L,48,108.2,108.4,111.3,114,-3.1,-5.6,0.659,1.29,18.2,0.304,0.72,0.521,0.196,0.542,0.597,108.4,107,A,1610612760,OKC,Oklahoma City Thunder,0.112,2018-11-05,2018-11-05NOP,11/5/2018,509,NOP,OKC,107.2,1.11,1.09,1.6,235.7,2018-11-05
2018-19,1610612750,MIN,Minnesota Timberwolves,21800148,2018-11-05T00:00:00,MIN @ LAC,L,48,107.7,112.4,124.1,122.4,-16.4,-10.1,0.5,1.82,15.4,0.277,0.696,0.484,0.113,0.5,0.555,98.9,97.5,A,1610612746,LAC,LA Clippers,0.122,2018-11-05,2018-11-05MIN,11/5/2018,517,MIN,LAC,102.7,1.16,1.21,-4.7,243.4,2018-11-05
2018-19,1610612763,MEM,Memphis Grizzlies,21800147,2018-11-05T00:00:00,MEM @ GSW,L,48,102.8,106.3,121.7,123.2,-18.9,-16.8,0.816,3.1,23.1,0.17,0.725,0.425,0.105,0.512,0.547,97.2,95,A,1610612744,GSW,Golden State Warriors,0.137,2018-11-05,2018-11-05MEM,11/5/2018,515,MEM,GSW,97.1,1.04,1.2,-15.9,217.5,2018-11-05
2018-19,1610612748,MIA,Miami Heat,21800140,2018-11-05T00:00:00,MIA @ DET,W,53,100.3,104.3,99.7,100,0.6,4.3,0.545,1.41,15.5,0.271,0.642,0.468,0.148,0.51,0.537,106.4,104.15,A,1610612765,DET,Detroit Pistons,0.165,2018-11-05,2018-11-05MIA,11/5/2018,503,MIA,DET,100.7,1.07,1.1,-2.8,218.9,2018-11-05
2018-19,1610612745,HOU,Houston Rockets,21800141,2018-11-05T00:00:00,HOU @ IND,W,48,103.1,104.3,96.7,100,6.4,4.3,0.676,1.35,18.4,0.186,0.75,0.484,0.181,0.546,0.59,96.1,94,A,1610612754,IND,Indiana Pacers,0.17,2018-11-05,2018-11-05HOU,11/5/2018,501,HOU,IND,94.6,1.11,1.1,0.4,209.3,2018-11-05
2018-19,1610612752,NYK,New York Knicks,21800135,2018-11-04T00:00:00,NYK @ WAS,L,48,90.4,96,110,106.9,-19.6,-11,0.487,0.95,13.8,0.364,0.691,0.527,0.202,0.446,0.475,101.6,100,A,1610612764,WAS,Washington Wizards,0.129,2018-11-04,2018-11-04NYK,11/4/2018,705,NYK,WAS,101.8,1.07,1.113,-4.4,222.2,2018-11-04
2018-19,1610612755,PHI,Philadelphia 76ers,21800134,2018-11-04T00:00:00,PHI @ BKN,L,48,95.1,94.2,114.1,117.3,-19,-23.1,0.516,0.57,12.4,0.278,0.655,0.511,0.272,0.508,0.584,104.5,103.5,A,1610612751,BKN,Brooklyn Nets,0.087,2018-11-04,2018-11-04PHI,11/4/2018,703,PHI,BKN,100.7,1.144,1.052,9.3,221.1,2018-11-04
2018-19,1610612761,TOR,Toronto Raptors,21800139,2018-11-04T00:00:00,TOR @ LAL,W,48,116.2,115.2,99.3,103.9,16.9,11.4,0.653,2.46,21.1,0.306,0.792,0.546,0.124,0.551,0.581,106,104,A,1610612747,LAL,Los Angeles Lakers,0.155,2018-11-04,2018-11-04TOR,11/4/2018,713,TOR,LAL,107.3,1.129,1.119,1.1,241.2,2018-11-04
2018-19,1610612763,MEM,Memphis Grizzlies,21800136,2018-11-04T00:00:00,MEM @ PHX,L,48,107.8,108.7,106.9,112.1,0.9,-3.4,0.528,1.46,15.7,0.233,0.688,0.427,0.141,0.52,0.563,94.1,91.5,A,1610612756,PHX,Phoenix Suns,0.275,2018-11-04,2018-11-04MEM,11/4/2018,709,MEM,PHX,95.6,1.123,1.056,6.4,208.3,2018-11-04
2018-19,1610612753,ORL,Orlando Magic,21800137,2018-11-04T00:00:00,ORL @ SAS,W,48,120.7,120.6,110,113.4,10.7,7.2,0.63,3.22,20.9,0.277,0.706,0.5,0.093,0.571,0.591,98.5,97,A,1610612759,SAS,San Antonio Spurs,0.113,2018-11-04,2018-11-04ORL,11/4/2018,707,ORL,SAS,95.8,1.076,1.143,-6.4,212.6,2018-11-04
2018-19,1610612750,MIN,Minnesota Timberwolves,21800138,2018-11-04T00:00:00,MIN @ POR,L,48,80.8,81,110.9,112.1,-30.1,-31.1,0.621,1.64,13.7,0.242,0.592,0.391,0.11,0.349,0.396,100.2,99.5,A,1610612757,POR,Portland Trail Blazers,0.172,2018-11-04,2018-11-04MIN,11/4/2018,711,MIN,POR,100.7,1.118,1.14,-2.2,227.4,2018-11-04
2018-19,1610612758,SAC,Sacramento Kings,21800133,2018-11-04T00:00:00,SAC @ MIL,L,48,97.6,99.1,128,128.6,-30.4,-29.5,0.571,1.6,16.6,0.183,0.725,0.432,0.136,0.516,0.521,112.1,111,A,1610612749,MIL,Milwaukee Bucks,0.116,2018-11-04,2018-11-04SAC,11/4/2018,701,SAC,MIL,108.5,1.041,1.166,-13.6,239.5,2018-11-04
2018-19,1610612765,DET,Detroit Pistons,21800125,2018-11-03T00:00:00,DET @ PHI,L,48,89.2,92.5,102.4,101.9,-13.2,-9.3,0.485,0.94,11.9,0.214,0.889,0.515,0.159,0.428,0.49,108.7,107,A,1610612755,PHI,Philadelphia 76ers,0.168,2018-11-03,2018-11-03DET,11/3/2018,501,DET,PHI,102.8,1.033,1.135,-10.5,222.9,2018-11-03
2018-19,1610612739,CLE,Cleveland Cavaliers,21800126,2018-11-03T00:00:00,CLE @ CHA,L,48,94.4,95.9,126.4,128.6,-32,-32.7,0.629,1.47,17.5,0.13,0.641,0.365,0.153,0.494,0.537,99.7,98,A,1610612766,CHA,Charlotte Hornets,0.153,2018-11-03,2018-11-03CLE,11/3/2018,505,CLE,CHA,96.2,1.112,1.2,-8.5,222.4,2018-11-03
2018-19,1610612748,MIA,Miami Heat,21800128,2018-11-03T00:00:00,MIA @ ATL,L,48,116.3,116.8,113.8,120.6,2.6,-3.8,0.659,1.5,18.9,0.319,0.674,0.495,0.178,0.576,0.612,104.8,101.5,A,1610612737,ATL,Atlanta Hawks,0.176,2018-11-03,2018-11-03MIA,11/3/2018,507,MIA,ATL,108.4,1.105,1.054,5.5,234,2018-11-03
2018-19,1610612762,UTA,Utah Jazz,21800131,2018-11-03T00:00:00,UTA @ DEN,L,48,93.1,91.7,102.6,106.2,-9.6,-14.5,0.667,1.69,17.2,0.189,0.717,0.434,0.135,0.444,0.481,97.5,96.5,A,1610612743,DEN,Denver Nuggets,0.175,2018-11-03,2018-11-03UTA,11/3/2018,513,UTA,DEN,96.2,1.058,1.083,-2.4,206,2018-11-03
2018-19,1610612740,NOP,New Orleans Pelicans,21800130,2018-11-03T00:00:00,NOP @ SAS,L,48,94.8,94.1,105.7,107.9,-10.9,-13.9,0.611,1.38,16.8,0.2,0.808,0.526,0.158,0.506,0.527,101.7,101,A,1610612759,SAS,San Antonio Spurs,0.089,2018-11-03,2018-11-03NOP,11/3/2018,511,NOP,SAS,102.4,1.121,1.12,0.1,229.5,2018-11-03
2018-19,1610612738,BOS,Boston Celtics,21800127,2018-11-03T00:00:00,BOS @ IND,L,48,105.3,104.1,100,105.2,5.3,-1,0.605,1.64,17.7,0.216,0.704,0.467,0.144,0.54,0.549,99,97,A,1610612754,IND,Indiana Pacers,0.134,2018-11-03,2018-11-03BOS,11/3/2018,503,BOS,IND,95.7,1.07,1.058,1.1,203.6,2018-11-03
2018-19,1610612747,LAL,Los Angeles Lakers,21800132,2018-11-03T00:00:00,LAL @ POR,W,48,105.6,104.6,98.5,100.9,7.1,3.7,0.444,1,14.4,0.227,0.688,0.5,0.183,0.57,0.588,109.8,109,A,1610612757,POR,Portland Trail Blazers,0.128,2018-11-03,2018-11-03LAL,11/3/2018,515,LAL,POR,106.1,1.118,1.139,-2.2,239.5,2018-11-03
2018-19,1610612745,HOU,Houston Rockets,21800129,2018-11-03T00:00:00,HOU @ CHI,W,48,95.2,98,89.9,89.8,5.3,8.2,0.6,1.11,15.8,0.28,0.86,0.548,0.194,0.5,0.523,99.3,98,A,1610612741,CHI,Chicago Bulls,0.194,2018-11-03,2018-11-03HOU,11/3/2018,509,HOU,CHI,95.1,1.215,1.083,12.6,218.5,2018-11-03
2018-19,1610612760,OKC,Oklahoma City Thunder,21800119,2018-11-02T00:00:00,OKC @ WAS,W,48,129.5,128.8,103.8,105.7,25.7,23.1,0.694,2.62,23.3,0.216,0.767,0.513,0.125,0.657,0.688,105.2,104.5,A,1610612764,WAS,Washington Wizards,0.181,2018-11-02,2018-11-02OKC,11/2/2018,705,OKC,WAS,106.2,1.11,1.15,-4.5,239.2,2018-11-02
2018-19,1610612746,LAC,LA Clippers,21800117,2018-11-02T00:00:00,LAC @ ORL,W,48,114.8,121.2,94.7,96,20.2,25.3,0.537,1.57,16.2,0.347,0.782,0.577,0.141,0.552,0.597,102.4,99,A,1610612753,ORL,Orlando Magic,0.101,2018-11-02,2018-11-02LAC,11/2/2018,701,LAC,ORL,102.1,1.15,1.1,5.1,228.7,2018-11-02
2018-19,1610612763,MEM,Memphis Grizzlies,21800122,2018-11-02T00:00:00,MEM @ UTA,W,48,119.6,120.9,108.7,109.9,10.9,11,0.605,2.09,18.5,0.227,0.711,0.472,0.121,0.593,0.611,92,91,A,1610612762,UTA,Utah Jazz,0.154,2018-11-02,2018-11-02MEM,11/2/2018,711,MEM,UTA,94.2,1.01,1.1,-8.4,197.9,2018-11-02
2018-19,1610612745,HOU,Houston Rockets,21800118,2018-11-02T00:00:00,HOU @ BKN,W,48,125.2,129.3,114.7,120.7,10.5,8.7,0.537,2.44,17.1,0.319,0.667,0.495,0.098,0.584,0.613,95.9,92,A,1610612751,BKN,Brooklyn Nets,0.13,2018-11-02,2018-11-02HOU,11/2/2018,703,HOU,BKN,96.6,1.17,1.09,7.2,218.4,2018-11-02
2018-19,1610612754,IND,Indiana Pacers,21800120,2018-11-02T00:00:00,IND @ CHI,W,48,110.7,115.1,109.4,111.7,1.3,3.4,0.525,1.91,16.5,0.277,0.708,0.495,0.118,0.512,0.565,96.3,93.5,A,1610612741,CHI,Chicago Bulls,0.149,2018-11-02,2018-11-02IND,11/2/2018,707,IND,CHI,96.1,1.16,1.06,9.9,212.9,2018-11-02
2018-19,1610612752,NYK,New York Knicks,21800121,2018-11-02T00:00:00,NYK @ DAL,W,48,121.1,124.2,106.5,110.4,14.6,13.8,0.565,2.17,19.4,0.302,0.66,0.489,0.126,0.589,0.618,98.5,95.5,A,1610612742,DAL,Dallas Mavericks,0.198,2018-11-02,2018-11-02NYK,11/2/2018,709,NYK,DAL,99.4,1.08,1.09,-1.3,216,2018-11-02
2018-19,1610612761,TOR,Toronto Raptors,21800123,2018-11-02T00:00:00,TOR @ PHX,W,48,108.9,108.1,95.2,99,13.7,9.1,0.707,2.07,21.5,0.156,0.679,0.439,0.141,0.58,0.593,100.6,99,A,1610612756,PHX,Phoenix Suns,0.162,2018-11-02,2018-11-02TOR,11/2/2018,713,TOR,PHX,101.1,1.21,1.04,17.4,227.1,2018-11-02
2018-19,1610612750,MIN,Minnesota Timberwolves,21800124,2018-11-02T00:00:00,MIN @ GSW,L,48,95,97.1,114.1,113.7,-19,-16.7,0.658,5,18,0.185,0.702,0.402,0.049,0.441,0.462,102.9,102,A,1610612744,GSW,Golden State Warriors,0.157,2018-11-02,2018-11-02MIN,11/2/2018,715,MIN,GSW,102.9,1.12,1.23,-11.3,241.6,2018-11-02
2018-19,1610612749,MIL,Milwaukee Bucks,21800115,2018-11-01T00:00:00,MIL @ BOS,L,48,108.4,111.9,113.9,114.7,-5.5,-2.8,0.488,1.43,15,0.245,0.745,0.5,0.139,0.535,0.575,103.5,101.5,A,1610612738,BOS,Boston Celtics,0.127,2018-11-01,2018-11-01MIL,11/1/2018,509,MIL,BOS,104.2,1.062,1.087,-2.6,223.9,2018-11-01
