"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"32020-42202","PF","Christian","Christian Wood","Wood","7.533333460489909","6","3500","MIL@MEM","MIL","MEM","","","","",""
"32020-84698","SF","Dzanan","Dzanan Musa","Musa","2.8714286259242465","7","3500","BKN@HOU","BKN","HOU","O","Shoulder","","",""
"32020-16604","SG","Justin","Justin Holiday","Holiday","23.734883153161338","43","3500","MIL@MEM","MEM","MIL","","","","",""
"32020-84701","PF","Chimezie","Chimezie Metu","Metu","5.405262997275905","19","3500","SA@DAL","SA","DAL","","","","",""
"32020-58083","C","Jahlil","Jahlil Okafor","Okafor","9.287999877929687","25","3500","NO@GS","NO","GS","","","","",""
"32020-84711","SG","Grayson","Grayson Allen","Allen","5.389473764519942","19","3500","UTA@LAC","UTA","LAC","","","","",""
"32020-84712","SF","Vincent","Vincent Edwards","Edwards","4.199999809265137","1","3500","BKN@HOU","HOU","BKN","GTD","Undisclosed","","",""
"32020-84717","SG","Anfernee","Anfernee Simons","Simons","2.924999952316284","8","3500","CLE@POR","POR","CLE","","","","",""
"32020-42733","SG","David","David Nwaba","Nwaba","12.766666957310267","21","3500","CLE@POR","CLE","POR","GTD","Ankle","","",""
"32020-84720","SF","Melvin","Melvin Frazier Jr.","Frazier Jr.","1.0666666825612385","3","3500","ORL@DET","ORL","DET","","","","",""
"32020-84723","SG","Khyri","Khyri Thomas","Thomas","6.1299999237060545","10","3500","ORL@DET","DET","ORL","","","","",""
"32020-84725","PF","Kostas","Kostas Antetokounmpo","Antetokounmpo","0","0","3500","SA@DAL","DAL","SA","","","","",""
"32020-23798","SG","Caris","Caris LeVert","LeVert","31.642857142857142","14","3500","BKN@HOU","BKN","HOU","O","Foot","","",""
"32020-84726","PF","Ray","Ray Spalding","Spalding","0","1","3500","SA@DAL","DAL","SA","","","","",""
"32020-85238","SF","Yuta","Yuta Watanabe","Watanabe","3.2400001525878905","5","3500","MIL@MEM","MEM","MIL","","","","",""
"32020-23800","SF","Glenn","Glenn Robinson III","Robinson III","7.860714503696987","28","3500","ORL@DET","DET","ORL","","","","",""
"32020-23801","SG","Nik","Nik Stauskas","Stauskas","10.995237804594494","42","3500","CLE@POR","POR","CLE","","","","",""
"32020-23810","SF","Jaron","Jaron Blossomgame","Blossomgame","10.38888888888889","18","3500","CLE@POR","CLE","POR","","","","",""
"32020-55055","PG","Dante","Dante Exum","Exum","13.782051282051283","39","3500","UTA@LAC","UTA","LAC","O","Ankle","","",""
"32020-9500","PF","Dirk","Dirk Nowitzki","Nowitzki","7.084615267240084","13","3500","SA@DAL","DAL","SA","","","","",""
"32020-9506","SG","JR","JR Smith","Smith","14.37272782759233","11","3500","CLE@POR","CLE","POR","","","","",""
"32020-9508","SF","Carmelo","Carmelo Anthony","Anthony","23.13000030517578","10","3500","BKN@HOU","HOU","BKN","","","","",""
"32020-48940","SF","Wes","Wes Iwundu","Iwundu","9.503030487985322","33","3500","ORL@DET","ORL","DET","","","","",""
"32020-85309","PG","Daryl","Daryl Macon","Macon","0","1","3500","SA@DAL","DAL","SA","","","","",""
"32020-85308","PG","Trevon","Trevon Duval","Duval","0","0","3500","MIL@MEM","MIL","MEM","","","","",""
"32020-40769","C","Jordan","Jordan Bell","Bell","10.454762050083705","42","3500","NO@GS","GS","NO","","","","",""
"32020-20806","SG","Treveon","Treveon Graham","Graham","8.162500381469727","8","3500","BKN@HOU","BKN","HOU","","","","",""
"32020-40264","SF","Ben","Ben Moore","Moore","1.350000023841858","2","3500","SA@DAL","SA","DAL","","","","",""
"32020-17230","SG","Langston","Langston Galloway","Galloway","14.11951279058689","41","3500","ORL@DET","DET","ORL","","","","",""
"32020-63826","C","Boban","Boban Marjanovic","Marjanovic","14.370000203450521","30","3500","UTA@LAC","LAC","UTA","","","","",""
"32020-17747","SG","Ian","Ian Clark","Clark","7.8700002034505205","30","3500","NO@GS","NO","GS","","","","",""
"32020-84833","PF","Ryan","Ryan Broekhoff","Broekhoff","4.352941176470588","17","3500","SA@DAL","DAL","SA","","","","",""
"32020-9570","C","Pau","Pau Gasol","Gasol","17.74666748046875","15","3500","SA@DAL","SA","DAL","","","","",""
"32020-84836","C","Angel","Angel Delgado","Delgado","0","0","3500","UTA@LAC","LAC","UTA","","","","",""
"32020-40819","PF","Jarell","Jarell Martin","Martin","5.4269233116736775","26","3500","ORL@DET","ORL","DET","","","","",""
"32020-95117","SF","Deng","Deng Adel","Adel","0","0","3500","CLE@POR","CLE","POR","","","","",""
"32020-80823","C","Tony","Tony Bradley","Bradley","2.5999999046325684","1","3500","UTA@LAC","UTA","LAC","O","Knee","","",""
"32020-80825","PF","Isaiah","Isaiah Hartenstein","Hartenstein","6.034782741380774","23","3500","BKN@HOU","HOU","BKN","","","","",""
"32020-80824","PG","Frank","Frank Jackson","Jackson","7.434482969086746","29","3500","NO@GS","NO","GS","","","","",""
"32020-101311","SF","Bonzie","Bonzie Colson","Colson","0","0","3500","MIL@MEM","MIL","MEM","","","","",""
"32020-18376","SG","Damion","Damion Lee","Lee","8.331250190734863","16","3500","NO@GS","GS","NO","","","","",""
"32020-9677","SF","Jared","Jared Dudley","Dudley","12.616279069767442","43","3500","BKN@HOU","BKN","HOU","O","Hamstring","","",""
"32020-67025","PF","Ivan","Ivan Rabb","Rabb","6.23999989827474","15","3500","MIL@MEM","MEM","MIL","","","","",""
"32020-101331","SF","Gary","Gary Clark","Clark","10.1","30","3500","BKN@HOU","HOU","BKN","","","","",""
"32020-48598","SF","Semi","Semi Ojeleye","Ojeleye","6.631249904632568","32","3500","TOR@BOS","BOS","TOR","","","","",""
"32020-97263","PF","Drew","Drew Eubanks","Eubanks","3.7000001271565757","12","3500","SA@DAL","SA","DAL","","","","",""
"32020-9712","PG","Jose","Jose Calderon","Calderon","8.742857142857142","35","3500","ORL@DET","DET","ORL","","","","",""
"32020-16368","PF","Mike","Mike Scott","Scott","10.872093023255815","43","3500","UTA@LAC","LAC","UTA","","","","",""
"32020-9725","SF","CJ","CJ Miles","Miles","8.627273097182766","33","3500","TOR@BOS","TOR","BOS","GTD","Hip","","",""
"32020-66046","SG","Luke","Luke Kennard","Kennard","13.183333079020182","24","3500","ORL@DET","DET","ORL","","","","",""
