teams,opp,date,opener.odds,opener.juice,pinn.odds,pinn.juice,opener,totals,totalsjuice
Oklahoma City,Charlotte,2016-01-20,-11.5,-110.0,-9.5,-106.0,209.5,206.0,-105.0
Detroit,Houston,2016-01-20,3.0,-110.0,3.0,-101.0,208.0,209.0,-103.0
Houston,Detroit,2016-01-20,-3.0,-110.0,-3.0,-109.0,208.0,209.0,-107.0
Golden State,Chicago,2016-01-20,-5.5,-110.0,-6.0,-102.0,216.0,216.0,-108.0
Chicago,Golden State,2016-01-20,5.5,-110.0,6.0,-108.0,216.0,216.0,-102.0
Minnesota,Dallas,2016-01-20,9.0,-110.0,6.5,-106.0,202.5,200.0,-102.0
Dallas,Minnesota,2016-01-20,-9.0,-110.0,-6.5,-104.0,202.5,200.0,-108.0
Sacramento,L.A. Lakers,2016-01-20,-5.0,-110.0,-7.0,-106.0,215.0,215.0,-108.0
L.A. Lakers,Sacramento,2016-01-20,5.0,-110.0,7.0,-104.0,215.0,215.0,-102.0
Atlanta,Portland,2016-01-20,-3.5,-110.0,-1.5,-103.0,208.5,211.5,-108.0
Portland,Atlanta,2016-01-20,3.5,-110.0,1.5,-107.0,208.5,211.5,-102.0
L.A. Clippers,Cleveland,2016-01-21,5.5,-110.0,6.5,-108.0,201.0,202.5,-105.0
Cleveland,L.A. Clippers,2016-01-21,-5.5,-110.0,-6.5,-102.0,201.0,202.5,-105.0
Detroit,New Orleans,2016-01-21,1.0,-110.0,2.5,100.0,202.5,206.5,-105.0
New Orleans,Detroit,2016-01-21,-1.0,-110.0,-2.5,-110.0,202.5,206.5,-105.0
Memphis,Denver,2016-01-21,-2.0,-110.0,-2.5,-105.0,194.5,196.0,-105.0
Denver,Memphis,2016-01-21,2.0,-110.0,2.5,-105.0,194.5,196.0,-105.0
Atlanta,Sacramento,2016-01-21,0.0,-110.0,-1.0,100.0,218.5,216.5,-105.0
Sacramento,Atlanta,2016-01-21,0.0,-110.0,1.0,-110.0,218.5,216.5,-105.0
San Antonio,Phoenix,2016-01-21,-12.5,-110.0,-16.0,-105.0,200.5,200.0,-105.0
Phoenix,San Antonio,2016-01-21,12.5,-110.0,16.0,-105.0,200.5,200.0,-105.0
Charlotte,Orlando,2016-01-22,3.0,-110.0,5.0,-104.0,191.5,196.0,-107.0
Orlando,Charlotte,2016-01-22,-3.0,-110.0,-5.0,-106.0,191.5,196.0,-103.0
Utah,Brooklyn,2016-01-22,-4.0,-110.0,-6.0,-103.0,188.0,188.5,-105.0
Brooklyn,Utah,2016-01-22,4.0,-110.0,6.0,-107.0,188.0,188.5,-105.0
L.A. Clippers,New York,2016-01-22,-2.5,-110.0,-2.0,-105.0,203.0,207.0,102.0
New York,L.A. Clippers,2016-01-22,2.5,-110.0,2.0,-105.0,203.0,207.0,-113.0
Chicago,Boston,2016-01-22,4.0,-110.0,3.5,102.0,204.0,209.5,-103.0
Boston,Chicago,2016-01-22,-4.0,-110.0,-3.5,-113.0,204.0,209.5,-107.0
Miami,Toronto,2016-01-22,9.5,-105.0,10.5,-103.0,187.5,190.0,100.0
Toronto,Miami,2016-01-22,-9.5,-115.0,-10.5,-107.0,187.5,190.0,-110.0
Milwaukee,Houston,2016-01-22,2.5,-110.0,2.5,-108.0,207.0,211.5,102.0
Houston,Milwaukee,2016-01-22,-2.5,-110.0,-2.5,-102.0,207.0,211.5,-113.0
Oklahoma City,Dallas,2016-01-22,-6.0,-110.0,-6.0,-107.0,206.0,207.5,-113.0
Dallas,Oklahoma City,2016-01-22,6.0,-110.0,6.0,-103.0,206.0,207.5,102.0
San Antonio,L.A. Lakers,2016-01-22,-15.0,-110.0,-16.0,-108.0,199.0,200.0,-105.0
L.A. Lakers,San Antonio,2016-01-22,15.0,-110.0,16.0,-102.0,199.0,200.0,-105.0
Indiana,Golden State,2016-01-22,12.0,-110.0,12.5,-103.0,215.5,216.5,-105.0
Golden State,Indiana,2016-01-22,-12.0,-110.0,-12.5,-107.0,215.5,216.5,-105.0
Milwaukee,New Orleans,2016-01-23,5.0,-110.0,6.5,-109.0,205.5,202.5,-105.0
New Orleans,Milwaukee,2016-01-23,-5.0,-110.0,-6.5,-101.0,205.5,202.5,-105.0
New York,Charlotte,2016-01-23,0.0,-110.0,-1.5,-108.0,199.0,200.0,-110.0
Charlotte,New York,2016-01-23,0.0,-110.0,1.5,-102.0,199.0,200.0,-100.0
Memphis,Minnesota,2016-01-23,-4.0,-110.0,-3.5,-107.0,198.0,192.0,-113.0
Minnesota,Memphis,2016-01-23,4.0,-110.0,3.5,-103.0,198.0,192.0,102.0
Chicago,Cleveland,2016-01-23,9.5,-110.0,10.5,-101.0,200.0,202.0,-106.0
Cleveland,Chicago,2016-01-23,-9.5,-110.0,-10.5,-109.0,200.0,202.0,-104.0
Atlanta,Phoenix,2016-01-23,-11.0,-110.0,-10.0,100.0,207.0,202.0,-106.0
Phoenix,Atlanta,2016-01-23,11.0,-110.0,10.0,-110.0,207.0,202.0,-104.0
Detroit,Denver,2016-01-23,-2.5,-110.0,-4.5,-105.0,206.5,205.5,-106.0
Denver,Detroit,2016-01-23,2.5,-110.0,4.5,-105.0,206.5,205.5,-104.0
Indiana,Sacramento,2016-01-23,3.5,-110.0,3.0,-102.0,214.5,214.5,-105.0
Sacramento,Indiana,2016-01-23,-3.5,-110.0,-3.0,-108.0,214.5,214.5,-105.0
L.A. Lakers,Portland,2016-01-23,9.5,-110.0,11.5,-105.0,205.5,209.0,-109.0
Portland,L.A. Lakers,2016-01-23,-9.5,-110.0,-11.5,-105.0,205.5,209.0,-101.0
Boston,Philadelphia,2016-01-23,-8.5,-110.0,NA,-110.0,205.5,NA,-110.0
Philadelphia,Boston,2016-01-23,8.5,-110.0,NA,-110.0,205.5,NA,-110.0
Dallas,Houston,2016-01-24,1.5,-110.0,4.0,-107.0,208.0,205.0,-107.0
Houston,Dallas,2016-01-24,-1.5,-110.0,-4.0,-103.0,208.0,205.0,-103.0
L.A. Clippers,Toronto,2016-01-24,1.5,-110.0,3.0,-105.0,204.0,206.5,104.0
Toronto,L.A. Clippers,2016-01-24,-1.5,-110.0,-3.0,-105.0,204.0,206.5,-115.0
Boston,Philadelphia,2016-01-24,-9.0,-110.0,-7.5,-110.0,205.5,206.0,-105.0
Philadelphia,Boston,2016-01-24,9.0,-110.0,7.5,100.0,205.5,206.0,-105.0
Oklahoma City,Brooklyn,2016-01-24,-13.5,-110.0,-13.0,-108.0,208.5,209.0,-114.0
Brooklyn,Oklahoma City,2016-01-24,13.5,-110.0,13.0,-102.0,208.5,209.0,103.0
Boston,Washington,2016-01-25,1.0,-110.0,3.0,100.0,211.5,214.0,-105.0
Washington,Boston,2016-01-25,-1.0,-110.0,-3.0,-110.0,211.5,214.0,-105.0
Minnesota,Cleveland,2016-01-25,13.5,-110.0,13.0,-103.0,200.0,204.5,-105.0
Cleveland,Minnesota,2016-01-25,-13.5,-110.0,-13.0,-107.0,200.0,204.5,-105.0
Houston,New Orleans,2016-01-25,4.5,-110.0,4.5,-108.0,215.0,216.5,-105.0
New Orleans,Houston,2016-01-25,-4.5,-110.0,-4.5,-102.0,215.0,216.5,-105.0
Orlando,Memphis,2016-01-25,8.0,-110.0,5.5,-110.0,193.0,190.0,-105.0
Memphis,Orlando,2016-01-25,-8.0,-110.0,-5.5,100.0,193.0,190.0,-105.0
Miami,Chicago,2016-01-25,8.0,-110.0,6.5,-102.0,190.5,192.0,-105.0
Chicago,Miami,2016-01-25,-8.0,-110.0,-6.5,-108.0,190.5,192.0,-105.0
Atlanta,Denver,2016-01-25,-4.5,-110.0,-4.0,-103.0,205.5,208.0,-105.0
Denver,Atlanta,2016-01-25,4.5,-110.0,4.0,-107.0,205.5,208.0,-105.0
Detroit,Utah,2016-01-25,1.0,-110.0,3.0,-106.0,192.0,192.5,100.0
Utah,Detroit,2016-01-25,-1.0,-110.0,-3.0,-104.0,192.0,192.5,-110.0
Charlotte,Sacramento,2016-01-25,6.5,-110.0,8.0,-107.0,212.0,214.0,-105.0
Sacramento,Charlotte,2016-01-25,-6.5,-110.0,-8.0,-103.0,212.0,214.0,-105.0
San Antonio,Golden State,2016-01-25,3.5,-110.0,4.5,100.0,208.0,210.5,-105.0
Golden State,San Antonio,2016-01-25,-3.5,-110.0,-4.5,-110.0,208.0,210.5,-105.0
Phoenix,Philadelphia,2016-01-26,-1.0,-110.0,2.0,-104.0,205.5,204.5,-104.0
Philadelphia,Phoenix,2016-01-26,1.0,-110.0,-2.0,-106.0,205.5,204.5,-106.0
L.A. Clippers,Indiana,2016-01-26,0.0,-110.0,-1.0,-107.0,209.0,207.0,-105.0
Indiana,L.A. Clippers,2016-01-26,0.0,-110.0,1.0,-103.0,209.0,207.0,-105.0
Miami,Brooklyn,2016-01-26,-5.0,-110.0,-3.5,100.0,189.0,192.0,100.0
Brooklyn,Miami,2016-01-26,5.0,-110.0,3.5,-110.0,189.0,192.0,-110.0
Oklahoma City,New York,2016-01-26,-7.0,-110.0,-9.0,-110.0,209.5,209.0,100.0
New York,Oklahoma City,2016-01-26,7.0,-110.0,9.0,100.0,209.5,209.0,-110.0
Washington,Toronto,2016-01-26,7.0,-110.0,8.0,-103.0,206.0,205.5,-105.0
Toronto,Washington,2016-01-26,-7.0,-110.0,-8.0,-107.0,206.0,205.5,-105.0
Orlando,Milwaukee,2016-01-26,3.0,-110.0,5.0,-101.0,195.0,197.0,-105.0
Milwaukee,Orlando,2016-01-26,-3.0,-110.0,-5.0,-109.0,195.0,197.0,-105.0
Sacramento,Portland,2016-01-26,2.5,-110.0,5.0,100.0,215.5,214.5,-105.0
Portland,Sacramento,2016-01-26,-2.5,-110.0,-5.0,-110.0,215.5,214.5,-105.0
Dallas,L.A. Lakers,2016-01-26,-9.0,-110.0,-6.5,-104.0,205.0,201.0,-105.0
L.A. Lakers,Dallas,2016-01-26,9.0,-110.0,6.5,-106.0,205.0,201.0,-105.0
Phoenix,Cleveland,2016-01-27,14.5,-110.0,17.5,-101.0,205.5,209.5,-105.0
Cleveland,Phoenix,2016-01-27,-14.5,-110.0,-17.5,-109.0,205.5,209.5,-105.0
Denver,Boston,2016-01-27,10.0,-110.0,9.5,-105.0,206.5,214.5,-105.0
Boston,Denver,2016-01-27,-10.0,-110.0,-9.5,-105.0,206.5,214.5,-105.0
Philadelphia,Detroit,2016-01-27,12.0,-110.0,12.0,-113.0,202.5,206.5,-105.0
Detroit,Philadelphia,2016-01-27,-12.0,-110.0,-12.0,102.0,202.5,206.5,-105.0
L.A. Clippers,Atlanta,2016-01-27,3.0,-110.0,5.0,106.0,209.0,206.0,-105.0
Atlanta,L.A. Clippers,2016-01-27,-3.0,-110.0,-5.0,-117.0,209.0,206.0,-105.0
Oklahoma City,Minnesota,2016-01-27,-9.5,-110.0,-6.5,-107.0,210.0,213.5,-105.0
Minnesota,Oklahoma City,2016-01-27,9.5,-110.0,6.5,-103.0,210.0,213.5,-105.0
Houston,San Antonio,2016-01-27,10.0,-110.0,9.5,-116.0,206.5,209.5,-105.0
San Antonio,Houston,2016-01-27,-10.0,-110.0,-9.5,105.0,206.5,209.5,-105.0
Charlotte,Utah,2016-01-27,5.0,-110.0,6.5,-105.0,191.0,192.5,-105.0
Utah,Charlotte,2016-01-27,-5.0,-110.0,-6.5,-105.0,191.0,192.5,-105.0
Dallas,Golden State,2016-01-27,13.5,-110.0,17.5,-101.0,216.0,214.0,100.0
Golden State,Dallas,2016-01-27,-13.5,-110.0,-17.5,-109.0,216.0,214.0,-110.0
Denver,Washington,2016-01-28,7.0,-110.0,7.5,-110.0,210.0,212.0,-105.0
Washington,Denver,2016-01-28,-7.0,-110.0,-7.5,100.0,210.0,212.0,-105.0
Atlanta,Indiana,2016-01-28,2.0,-110.0,3.0,-110.0,206.5,202.5,-105.0
Indiana,Atlanta,2016-01-28,-2.0,-110.0,-3.0,100.0,206.5,202.5,-105.0
Sacramento,New Orleans,2016-01-28,-1.5,-110.0,-5.5,-110.0,216.0,215.0,-105.0
New Orleans,Sacramento,2016-01-28,1.5,-110.0,5.5,100.0,216.0,215.0,-105.0
New York,Toronto,2016-01-28,9.5,-110.0,12.0,-103.0,201.0,198.5,100.0
Toronto,New York,2016-01-28,-9.5,-110.0,-12.0,-107.0,201.0,198.5,-110.0
Milwaukee,Memphis,2016-01-28,5.5,-110.0,5.5,-109.0,196.0,193.0,-105.0
Memphis,Milwaukee,2016-01-28,-5.5,-110.0,-5.5,-101.0,196.0,193.0,-105.0
Chicago,L.A. Lakers,2016-01-28,-8.0,-110.0,-8.5,-113.0,201.5,199.5,-104.0
L.A. Lakers,Chicago,2016-01-28,8.0,-110.0,8.5,102.0,201.5,199.5,-106.0
Phoenix,New York,2016-01-29,8.5,-110.0,6.5,-105.0,205.0,203.5,-105.0
New York,Phoenix,2016-01-29,-8.5,-110.0,-6.5,-105.0,205.0,203.5,-105.0
Cleveland,Detroit,2016-01-29,-5.5,-110.0,-4.0,-104.0,207.0,206.5,-105.0
Detroit,Cleveland,2016-01-29,5.5,-110.0,4.0,-113.0,207.0,206.5,-105.0
Orlando,Boston,2016-01-29,7.5,-110.0,8.0,100.0,204.0,206.0,-104.0
Boston,Orlando,2016-01-29,-7.5,-110.0,-8.0,-110.0,204.0,206.0,-106.0
Miami,Milwaukee,2016-01-29,1.5,-110.0,-1.0,-102.0,190.0,194.0,-103.0
Milwaukee,Miami,2016-01-29,-1.5,-110.0,1.0,-108.0,190.0,194.0,-107.0
Houston,Oklahoma City,2016-01-29,8.5,-110.0,8.0,-108.0,222.5,223.0,-107.0
Oklahoma City,Houston,2016-01-29,-8.5,-110.0,-8.0,-102.0,222.5,223.0,-103.0
Brooklyn,Dallas,2016-01-29,9.5,-110.0,8.0,-108.0,202.0,199.5,-109.0
Dallas,Brooklyn,2016-01-29,-9.5,-110.0,-8.0,-102.0,202.0,199.5,-101.0
Minnesota,Utah,2016-01-29,6.5,-110.0,8.5,-103.0,196.0,192.0,-107.0
Utah,Minnesota,2016-01-29,-6.5,-110.0,-8.5,-107.0,196.0,192.0,-103.0
Charlotte,Portland,2016-01-29,5.0,-110.0,6.0,-109.0,205.5,207.0,-107.0
Portland,Charlotte,2016-01-29,-5.0,-110.0,-6.0,-101.0,205.5,207.0,-103.0
L.A. Lakers,L.A. Clippers,2016-01-29,13.5,-110.0,14.0,-105.0,204.5,203.5,-105.0
L.A. Clippers,L.A. Lakers,2016-01-29,-13.5,-110.0,-14.0,-105.0,204.5,203.5,-105.0
Golden State,Philadelphia,2016-01-30,-18.0,-110.0,-16.5,-105.0,215.0,217.5,-105.0
Philadelphia,Golden State,2016-01-30,18.0,-110.0,16.5,-105.0,215.0,217.5,-105.0
Detroit,Toronto,2016-01-30,6.5,-110.0,7.5,-102.0,204.5,204.0,-105.0
Toronto,Detroit,2016-01-30,-6.5,-110.0,-7.5,-108.0,204.5,204.0,-105.0
Brooklyn,New Orleans,2016-01-30,7.0,-105.0,9.0,102.0,206.0,204.5,-105.0
New Orleans,Brooklyn,2016-01-30,-7.0,-115.0,-9.0,-113.0,206.0,204.5,-105.0
Denver,Indiana,2016-01-30,8.5,-110.0,9.0,-103.0,204.5,209.5,-105.0
Indiana,Denver,2016-01-30,-8.5,-110.0,-9.0,-107.0,204.5,209.5,-105.0
Washington,Houston,2016-01-30,5.5,-110.0,4.0,-110.0,214.5,218.5,-105.0
Houston,Washington,2016-01-30,-5.5,-110.0,-4.0,100.0,214.5,218.5,-105.0
Sacramento,Memphis,2016-01-30,3.0,-110.0,4.0,-102.0,204.0,206.5,-105.0
Memphis,Sacramento,2016-01-30,-3.0,-110.0,-4.0,-108.0,204.0,206.5,-105.0
San Antonio,Cleveland,2016-01-30,0.0,-110.0,-1.5,-107.0,206.5,203.0,-105.0
Cleveland,San Antonio,2016-01-30,0.0,-110.0,1.5,-103.0,206.5,203.0,-105.0
Chicago,L.A. Clippers,2016-01-31,5.5,-110.0,4.5,-110.0,206.0,203.0,-104.0
L.A. Clippers,Chicago,2016-01-31,-5.5,-110.0,-4.5,100.0,206.0,203.0,-106.0
Boston,Orlando,2016-01-31,-3.0,-110.0,-4.5,-103.0,205.0,203.5,-105.0
Orlando,Boston,2016-01-31,3.0,-110.0,4.5,-107.0,205.0,203.5,-105.0
Atlanta,Miami,2016-01-31,1.0,-110.0,-3.0,-105.0,193.0,197.5,-110.0
Miami,Atlanta,2016-01-31,-1.0,-110.0,3.0,-105.0,193.0,197.5,100.0
Phoenix,Dallas,2016-01-31,12.0,-110.0,8.5,-109.0,207.5,198.5,-105.0
Dallas,Phoenix,2016-01-31,-12.0,-110.0,-8.5,-101.0,207.5,198.5,-105.0
Golden State,New York,2016-01-31,-11.0,-110.0,-11.0,-103.0,217.0,218.5,-105.0
New York,Golden State,2016-01-31,11.0,-110.0,11.0,-107.0,217.0,218.5,-105.0
Minnesota,Portland,2016-01-31,7.5,-110.0,6.5,-105.0,206.5,208.5,-105.0
Portland,Minnesota,2016-01-31,-7.5,-110.0,-6.5,-105.0,206.5,208.5,-105.0
Charlotte,L.A. Lakers,2016-01-31,-4.5,-110.0,-4.0,100.0,201.5,201.0,-105.0
L.A. Lakers,Charlotte,2016-01-31,4.5,-110.0,4.0,-110.0,201.5,201.0,-105.0
Cleveland,Indiana,2016-02-01,-4.0,-110.0,-5.0,-110.0,210.5,208.5,-105.0
Indiana,Cleveland,2016-02-01,4.0,-110.0,5.0,100.0,210.5,208.5,-105.0
Detroit,Brooklyn,2016-02-01,-6.0,-110.0,-7.0,-105.0,204.0,202.5,-105.0
Brooklyn,Detroit,2016-02-01,6.0,-110.0,7.0,-105.0,204.0,202.5,-105.0
Dallas,Atlanta,2016-02-01,7.0,-110.0,6.5,-110.0,200.0,198.5,-105.0
Atlanta,Dallas,2016-02-01,-7.0,-110.0,-6.5,100.0,200.0,198.5,-105.0
Washington,Oklahoma City,2016-02-01,10.0,-110.0,10.0,-108.0,226.0,223.0,-105.0
Oklahoma City,Washington,2016-02-01,-10.0,-110.0,-10.0,-102.0,226.0,223.0,-105.0
Memphis,New Orleans,2016-02-01,1.0,-110.0,3.0,-101.0,201.0,203.0,-105.0
New Orleans,Memphis,2016-02-01,-1.0,-110.0,-3.0,-109.0,201.0,203.0,-105.0
Orlando,San Antonio,2016-02-01,14.0,-110.0,15.5,-105.0,201.5,201.5,100.0
San Antonio,Orlando,2016-02-01,-14.0,-110.0,-15.5,-105.0,201.5,201.5,-110.0
Chicago,Utah,2016-02-01,1.0,-110.0,5.5,-104.0,194.5,191.0,-105.0
Utah,Chicago,2016-02-01,-1.0,-110.0,-5.5,-106.0,194.5,191.0,-105.0
Toronto,Denver,2016-02-01,-5.5,-110.0,-4.5,-103.0,206.5,205.5,-105.0
Denver,Toronto,2016-02-01,5.5,-110.0,4.5,-107.0,206.5,205.5,-105.0
Milwaukee,Sacramento,2016-02-01,4.0,-110.0,1.5,103.0,214.0,214.0,-105.0
Sacramento,Milwaukee,2016-02-01,-4.0,-110.0,-1.5,-114.0,214.0,214.0,-105.0
Boston,New York,2016-02-02,-3.0,-110.0,-4.5,-108.0,206.5,208.5,-105.0
New York,Boston,2016-02-02,3.0,-110.0,4.5,-102.0,206.5,208.5,-105.0
Miami,Houston,2016-02-02,5.0,-110.0,4.5,-107.0,204.0,210.5,-113.0
Houston,Miami,2016-02-02,-5.0,-110.0,-4.5,-103.0,204.0,210.5,102.0
Toronto,Phoenix,2016-02-02,-10.0,-110.0,-9.0,-109.0,204.0,198.0,-105.0
Phoenix,Toronto,2016-02-02,10.0,-110.0,9.0,-101.0,204.0,198.0,-105.0
Milwaukee,Portland,2016-02-02,7.0,-110.0,7.0,-101.0,202.0,205.5,-105.0
Portland,Milwaukee,2016-02-02,-7.0,-110.0,-7.0,-109.0,202.0,205.5,-105.0
Minnesota,L.A. Lakers,2016-02-02,-4.5,-110.0,-4.5,-102.0,202.5,205.5,-105.0
L.A. Lakers,Minnesota,2016-02-02,4.5,-110.0,4.5,-108.0,202.5,205.5,-105.0
Cleveland,Charlotte,2016-02-03,-9.0,-110.0,-8.0,103.0,206.5,202.0,104.0
Charlotte,Cleveland,2016-02-03,9.0,-110.0,8.0,-114.0,206.5,202.0,-115.0
Atlanta,Philadelphia,2016-02-03,-9.5,-110.0,-7.5,102.0,209.0,208.5,-105.0
Philadelphia,Atlanta,2016-02-03,9.5,-110.0,7.5,-113.0,209.0,208.5,-105.0
Indiana,Brooklyn,2016-02-03,-6.5,-110.0,-6.5,-104.0,204.0,199.0,-105.0
Brooklyn,Indiana,2016-02-03,6.5,-110.0,6.5,-106.0,204.0,199.0,-105.0
Detroit,Boston,2016-02-03,4.0,-110.0,4.0,100.0,210.0,209.5,-105.0
Boston,Detroit,2016-02-03,-4.0,-110.0,-4.0,-110.0,210.0,209.5,-105.0
Orlando,Oklahoma City,2016-02-03,14.5,-110.0,11.5,-105.0,214.0,211.5,-105.0
Oklahoma City,Orlando,2016-02-03,-14.5,-110.0,-11.5,-105.0,214.0,211.5,-105.0
Golden State,Washington,2016-02-03,-10.5,-110.0,-10.0,100.0,223.5,227.0,-105.0
Washington,Golden State,2016-02-03,10.5,-110.0,10.0,-110.0,223.5,227.0,-105.0
Miami,Dallas,2016-02-03,4.0,-110.0,2.5,-107.0,194.5,194.5,-105.0
Dallas,Miami,2016-02-03,-4.0,-110.0,-2.5,-103.0,194.5,194.5,-105.0
New Orleans,San Antonio,2016-02-03,13.5,-110.0,12.5,-105.0,206.0,207.0,100.0
San Antonio,New Orleans,2016-02-03,-13.5,-110.0,-12.5,-105.0,206.0,207.0,-110.0
Denver,Utah,2016-02-03,7.5,-110.0,8.0,-105.0,194.0,195.0,-105.0
Utah,Denver,2016-02-03,-7.5,-110.0,-8.0,-105.0,194.0,195.0,-105.0
Chicago,Sacramento,2016-02-03,2.0,-110.0,4.0,-108.0,213.0,212.5,-110.0
Sacramento,Chicago,2016-02-03,-2.0,-110.0,-4.0,-102.0,213.0,212.5,100.0
Minnesota,L.A. Clippers,2016-02-03,11.5,-110.0,10.5,-105.0,208.5,210.0,-105.0
L.A. Clippers,Minnesota,2016-02-03,-11.5,-110.0,-10.5,-105.0,208.5,210.0,-105.0
New York,Detroit,2016-02-04,6.0,-110.0,4.0,104.0,204.0,201.0,-103.0
Detroit,New York,2016-02-04,-6.0,-110.0,-4.0,-115.0,204.0,201.0,-107.0
Houston,Phoenix,2016-02-04,-8.0,-110.0,-7.5,-110.0,213.5,217.5,-104.0
Phoenix,Houston,2016-02-04,8.0,-110.0,7.5,100.0,213.5,217.5,-106.0
L.A. Lakers,New Orleans,2016-02-04,10.5,-110.0,9.5,103.0,209.0,210.0,-103.0
New Orleans,L.A. Lakers,2016-02-04,-10.5,-110.0,-9.5,-114.0,209.0,210.0,-107.0
Toronto,Portland,2016-02-04,-1.5,-110.0,1.5,-103.0,203.0,206.5,102.0
Portland,Toronto,2016-02-04,1.5,-110.0,-1.5,-107.0,203.0,206.5,-113.0
Miami,Charlotte,2016-02-05,-1.0,-110.0,4.0,-106.0,194.5,194.5,-105.0
Charlotte,Miami,2016-02-05,1.0,-110.0,-4.0,-104.0,194.5,194.5,-105.0
L.A. Clippers,Orlando,2016-02-05,-4.0,-110.0,-3.0,-104.0,205.5,205.0,-105.0
Orlando,L.A. Clippers,2016-02-05,4.0,-110.0,3.0,-106.0,205.5,205.0,-105.0
Indiana,Atlanta,2016-02-05,4.0,-110.0,5.0,100.0,204.5,209.0,-105.0
Atlanta,Indiana,2016-02-05,-4.0,-110.0,-5.0,-110.0,204.5,209.0,-105.0
Philadelphia,Washington,2016-02-05,11.0,-110.0,8.5,102.0,211.5,214.0,-105.0
Washington,Philadelphia,2016-02-05,-11.0,-110.0,-8.5,-113.0,211.5,214.0,-105.0
Sacramento,Brooklyn,2016-02-05,-4.0,-110.0,-5.5,-103.0,210.5,213.5,-105.0
Brooklyn,Sacramento,2016-02-05,4.0,-110.0,5.5,-107.0,210.5,213.5,-105.0
Memphis,New York,2016-02-05,-3.0,-110.0,-5.5,-110.0,195.5,193.5,-105.0
New York,Memphis,2016-02-05,3.0,-110.0,5.5,100.0,195.5,193.5,-105.0
Boston,Cleveland,2016-02-05,7.0,-110.0,7.0,-114.0,211.0,210.5,-105.0
Cleveland,Boston,2016-02-05,-7.0,-110.0,-7.0,103.0,211.0,210.5,-105.0
Milwaukee,Utah,2016-02-05,7.0,-110.0,7.0,-105.0,194.0,188.0,-105.0
Utah,Milwaukee,2016-02-05,-7.0,-110.0,-7.0,-105.0,194.0,188.0,-105.0
Chicago,Denver,2016-02-05,0.0,-110.0,2.5,-105.0,204.5,206.5,-105.0
Denver,Chicago,2016-02-05,0.0,-110.0,-2.5,-105.0,204.5,206.5,-105.0
San Antonio,Dallas,2016-02-05,-7.0,-110.0,-7.0,-105.0,199.5,197.0,-105.0
Dallas,San Antonio,2016-02-05,7.0,-110.0,7.0,-105.0,199.5,197.0,-105.0
Portland,Houston,2016-02-06,5.0,-110.0,4.5,100.0,213.5,218.0,-105.0
Houston,Portland,2016-02-06,-5.0,-110.0,-4.5,-110.0,213.5,218.0,-105.0
Detroit,Indiana,2016-02-06,4.0,-110.0,4.0,-107.0,204.5,203.5,-105.0
Indiana,Detroit,2016-02-06,-4.0,-110.0,-4.0,-103.0,204.5,203.5,-105.0
Washington,Charlotte,2016-02-06,4.5,-110.0,5.0,-103.0,209.0,210.5,-105.0
Charlotte,Washington,2016-02-06,-4.5,-110.0,-5.0,-107.0,209.0,210.5,-105.0
New Orleans,Cleveland,2016-02-06,11.0,-110.0,10.0,-113.0,208.5,206.5,-105.0
Cleveland,New Orleans,2016-02-06,-11.0,-110.0,-10.0,102.0,208.5,206.5,-105.0
Brooklyn,Philadelphia,2016-02-06,0.0,-110.0,1.0,-110.0,202.5,205.5,-105.0
Philadelphia,Brooklyn,2016-02-06,0.0,-110.0,-1.0,100.0,202.5,205.5,-105.0
Chicago,Minnesota,2016-02-06,3.5,-110.0,3.5,100.0,204.0,204.5,-105.0
Minnesota,Chicago,2016-02-06,-3.5,-110.0,-3.5,-110.0,204.0,204.5,-105.0
Dallas,Memphis,2016-02-06,4.0,-110.0,5.5,-110.0,196.0,192.5,-105.0
Memphis,Dallas,2016-02-06,-4.0,-110.0,-5.5,100.0,196.0,192.5,-105.0
L.A. Lakers,San Antonio,2016-02-06,17.5,-110.0,16.5,100.0,203.5,205.0,-105.0
San Antonio,L.A. Lakers,2016-02-06,-17.5,-110.0,-16.5,-110.0,203.5,205.0,-105.0
Oklahoma City,Golden State,2016-02-06,6.5,-110.0,7.5,102.0,233.5,232.5,-105.0
Golden State,Oklahoma City,2016-02-06,-6.5,-110.0,-7.5,-113.0,233.5,232.5,-105.0
Utah,Phoenix,2016-02-06,-4.5,-110.0,-7.0,-102.0,195.0,189.0,-105.0
Phoenix,Utah,2016-02-06,4.5,-110.0,7.0,-108.0,195.0,189.0,-105.0
Sacramento,Boston,2016-02-07,8.0,-110.0,7.5,-105.0,219.0,217.5,-110.0
Boston,Sacramento,2016-02-07,-8.0,-110.0,-7.5,-105.0,219.0,217.5,100.0
Denver,New York,2016-02-07,5.5,-110.0,3.5,-103.0,205.5,202.0,-105.0
New York,Denver,2016-02-07,-5.5,-110.0,-3.5,-107.0,205.5,202.0,-105.0
Atlanta,Orlando,2016-02-07,-4.5,-110.0,-3.5,100.0,202.0,202.5,-103.0
Orlando,Atlanta,2016-02-07,4.5,-110.0,3.5,-110.0,202.0,202.5,-107.0
L.A. Clippers,Miami,2016-02-07,-1.0,-110.0,-1.0,100.0,200.0,195.0,-107.0
Miami,L.A. Clippers,2016-02-07,1.0,-110.0,1.0,-110.0,200.0,195.0,-103.0
L.A. Clippers,Philadelphia,2016-02-08,-9.0,-110.0,-9.0,-102.0,207.0,207.5,102.0
