teams,opp,date,opener.odds,opener.juice,pinn.odds,pinn.juice,opener,totals,totalsjuice
Philadelphia,L.A. Clippers,2016-02-08,9.0,-110.0,9.0,-108.0,207.0,207.5,-113.0
Chicago,Charlotte,2016-02-08,7.5,-110.0,7.5,-109.0,206.0,200.0,-106.0
Charlotte,Chicago,2016-02-08,-7.5,-110.0,-7.5,-101.0,206.0,200.0,-104.0
L.A. Lakers,Indiana,2016-02-08,12.5,-110.0,12.5,-107.0,206.5,206.5,-106.0
Indiana,L.A. Lakers,2016-02-08,-12.5,-110.0,-12.5,-103.0,206.5,206.5,-104.0
Sacramento,Cleveland,2016-02-08,12.0,-110.0,12.0,-110.0,218.5,218.0,102.0
Cleveland,Sacramento,2016-02-08,-12.0,-110.0,-12.0,100.0,218.5,218.0,-113.0
Toronto,Detroit,2016-02-08,-2.0,-110.0,-2.0,-102.0,206.5,206.5,-107.0
Detroit,Toronto,2016-02-08,2.0,-110.0,2.0,-108.0,206.5,206.5,-103.0
Denver,Brooklyn,2016-02-08,-2.5,-110.0,-2.5,-107.0,205.0,205.5,-106.0
Brooklyn,Denver,2016-02-08,2.5,-110.0,2.5,-103.0,205.0,205.5,-104.0
Portland,Memphis,2016-02-08,3.5,-110.0,3.0,-104.0,199.0,198.5,-102.0
Memphis,Portland,2016-02-08,-3.5,-110.0,-3.0,-106.0,199.0,198.5,-108.0
Orlando,Atlanta,2016-02-08,8.5,-110.0,8.5,103.0,202.5,202.5,100.0
Atlanta,Orlando,2016-02-08,-8.5,-110.0,-8.5,-114.0,202.5,202.5,-110.0
New Orleans,Minnesota,2016-02-08,2.0,-110.0,2.0,100.0,210.5,210.5,-106.0
Minnesota,New Orleans,2016-02-08,-2.0,-110.0,-2.0,-110.0,208.0,210.5,-104.0
Oklahoma City,Phoenix,2016-02-08,-13.0,-110.0,-13.0,-101.0,218.5,214.5,-108.0
Phoenix,Oklahoma City,2016-02-08,13.0,-110.0,13.0,-109.0,215.0,214.5,-102.0
San Antonio,Miami,2016-02-09,-6.5,-110.0,-7.0,-107.0,193.5,193.0,-113.0
Miami,San Antonio,2016-02-09,6.5,-110.0,7.0,-103.0,193.5,193.0,102.0
Washington,New York,2016-02-09,1.5,-110.0,-1.0,-107.0,206.0,207.0,-110.0
New York,Washington,2016-02-09,-1.5,-110.0,1.0,-103.0,206.0,207.0,100.0
Boston,Milwaukee,2016-02-09,-4.0,-110.0,-4.0,-106.0,208.0,208.5,-107.0
Milwaukee,Boston,2016-02-09,4.0,-110.0,4.0,-104.0,208.0,208.5,-103.0
Utah,Dallas,2016-02-09,1.5,-110.0,1.5,-104.0,190.5,185.5,-110.0
Dallas,Utah,2016-02-09,-1.5,-110.0,-1.5,-106.0,190.5,185.5,100.0
Houston,Golden State,2016-02-09,14.0,-110.0,14.0,-110.0,230.5,229.5,-104.0
Golden State,Houston,2016-02-09,-14.0,-110.0,-14.0,100.0,230.5,229.5,-106.0
San Antonio,Orlando,2016-02-10,-9.0,-110.0,-8.5,-110.0,199.5,203.0,-103.0
Orlando,San Antonio,2016-02-10,9.0,-110.0,8.5,100.0,199.5,203.0,-107.0
Sacramento,Philadelphia,2016-02-10,-4.0,-110.0,-5.0,-113.0,217.5,219.5,-105.0
Philadelphia,Sacramento,2016-02-10,4.0,-110.0,5.0,102.0,217.5,219.5,-105.0
Charlotte,Indiana,2016-02-10,4.5,-110.0,3.5,-105.0,201.0,201.5,102.0
Indiana,Charlotte,2016-02-10,-4.5,-110.0,-3.5,-105.0,201.0,201.5,-113.0
L.A. Clippers,Boston,2016-02-10,2.5,-110.0,1.5,-104.0,211.5,210.5,-109.0
Boston,L.A. Clippers,2016-02-10,-2.5,-110.0,-1.5,-106.0,211.5,210.5,-101.0
Denver,Detroit,2016-02-10,5.5,-110.0,5.0,-103.0,207.0,207.5,-107.0
Detroit,Denver,2016-02-10,-5.5,-110.0,-5.0,-107.0,207.0,207.5,-103.0
Memphis,Brooklyn,2016-02-10,-3.5,-110.0,-4.0,-106.0,196.5,198.0,-103.0
Brooklyn,Memphis,2016-02-10,3.5,-110.0,4.0,-104.0,196.5,198.0,-107.0
Utah,New Orleans,2016-02-10,2.0,-110.0,2.0,-113.0,194.0,194.0,-104.0
New Orleans,Utah,2016-02-10,-2.0,-110.0,-2.0,102.0,194.0,194.0,-106.0
Atlanta,Chicago,2016-02-10,-4.0,-115.0,-3.5,-110.0,202.5,206.0,-103.0
Chicago,Atlanta,2016-02-10,4.0,-105.0,3.5,100.0,202.5,206.0,-107.0
L.A. Lakers,Cleveland,2016-02-10,15.5,-110.0,15.5,100.0,207.0,210.5,-110.0
Cleveland,L.A. Lakers,2016-02-10,-15.5,-110.0,-15.5,-110.0,207.0,210.5,100.0
Toronto,Minnesota,2016-02-10,-6.5,-110.0,-6.0,-108.0,207.0,207.0,-101.0
Minnesota,Toronto,2016-02-10,6.5,-110.0,6.0,-102.0,207.0,207.0,-109.0
Golden State,Phoenix,2016-02-10,-16.0,-110.0,-16.0,-105.0,219.5,221.0,102.0
Phoenix,Golden State,2016-02-10,16.0,-110.0,16.0,-105.0,219.5,221.0,-113.0
Houston,Portland,2016-02-10,4.0,-105.0,4.5,-107.0,215.5,214.5,-105.0
Portland,Houston,2016-02-10,-4.0,-115.0,-4.5,-103.0,215.5,214.5,-105.0
Washington,Milwaukee,2016-02-11,1.0,-110.0,1.5,-106.0,210.0,214.0,-108.0
Milwaukee,Washington,2016-02-11,-1.0,-110.0,-1.5,-104.0,210.0,214.0,-102.0
New Orleans,Oklahoma City,2016-02-11,11.0,-110.0,12.0,-113.0,220.5,218.0,-106.0
Oklahoma City,New Orleans,2016-02-11,-11.0,-110.0,-12.0,102.0,220.5,218.0,-104.0
World All Stars,USA All Stars,2016-02-12,6.0,-110.0,5.5,100.0,273.5,273.5,-105.0
USA All Stars,World All Stars,2016-02-12,-6.0,-110.0,-5.5,-110.0,273.5,273.5,-105.0
Utah,Washington,2016-02-18,1.0,-110.0,-2.0,-107.0,199.0,195.0,-105.0
Washington,Utah,2016-02-18,-1.0,-110.0,2.0,-103.0,199.0,195.0,-105.0
Chicago,Cleveland,2016-02-18,12.0,-110.0,12.5,-104.0,207.5,206.0,-101.0
Cleveland,Chicago,2016-02-18,-12.0,-110.0,-12.5,-106.0,207.5,206.0,-109.0
San Antonio,L.A. Clippers,2016-02-18,-3.0,-110.0,-1.5,100.0,207.5,207.0,-104.0
L.A. Clippers,San Antonio,2016-02-18,3.0,-110.0,1.5,-110.0,207.5,207.0,-106.0
Detroit,Washington,2016-02-19,2.0,-110.0,2.0,-105.0,212.5,209.5,-110.0
Washington,Detroit,2016-02-19,-2.0,-110.0,-2.0,-105.0,212.5,209.5,100.0
Dallas,Orlando,2016-02-19,1.5,-110.0,1.5,-104.0,199.5,200.0,-102.0
Orlando,Dallas,2016-02-19,-1.5,-110.0,-1.5,-106.0,199.5,200.0,-108.0
New York,Brooklyn,2016-02-19,-2.0,-110.0,-5.0,-102.0,202.5,199.0,-105.0
Brooklyn,New York,2016-02-19,2.0,-110.0,5.0,-108.0,202.5,199.0,-105.0
Miami,Atlanta,2016-02-19,10.0,-110.0,10.0,100.0,198.0,197.0,-110.0
Atlanta,Miami,2016-02-19,-10.0,-110.0,-10.0,-110.0,198.0,197.0,100.0
Toronto,Chicago,2016-02-19,-6.5,-110.0,-7.5,100.0,202.0,200.0,-108.0
Chicago,Toronto,2016-02-19,6.5,-110.0,7.5,-110.0,202.0,200.0,-102.0
Philadelphia,New Orleans,2016-02-19,9.5,-110.0,8.5,102.0,209.5,205.0,-102.0
New Orleans,Philadelphia,2016-02-19,-9.5,-110.0,-8.5,-113.0,209.5,205.0,-108.0
Charlotte,Milwaukee,2016-02-19,0.0,-110.0,-1.5,-106.0,203.5,202.0,-105.0
Milwaukee,Charlotte,2016-02-19,0.0,-110.0,1.5,-104.0,203.5,202.0,-105.0
Minnesota,Memphis,2016-02-19,5.0,-110.0,4.5,-105.0,199.5,205.0,-105.0
Memphis,Minnesota,2016-02-19,-5.0,-110.0,-4.5,-105.0,199.5,205.0,-105.0
Indiana,Oklahoma City,2016-02-19,9.0,-110.0,8.0,-108.0,217.5,215.0,-108.0
Oklahoma City,Indiana,2016-02-19,-9.0,-110.0,-8.0,-102.0,217.5,215.0,-102.0
Houston,Phoenix,2016-02-19,-7.5,-110.0,-7.5,-105.0,215.5,214.0,-105.0
Phoenix,Houston,2016-02-19,7.5,-110.0,7.5,-105.0,215.5,214.0,-105.0
Denver,Sacramento,2016-02-19,7.0,-110.0,4.0,-101.0,217.0,219.0,-102.0
Sacramento,Denver,2016-02-19,-7.0,-110.0,-4.0,-109.0,217.0,219.0,-108.0
Golden State,Portland,2016-02-19,-9.0,-110.0,-8.0,-104.0,219.0,225.5,-105.0
Portland,Golden State,2016-02-19,9.0,-110.0,8.0,-106.0,219.0,225.5,-105.0
San Antonio,L.A. Lakers,2016-02-19,-13.0,-110.0,-10.0,-104.0,203.5,201.0,-105.0
L.A. Lakers,San Antonio,2016-02-19,13.0,-110.0,10.0,-106.0,203.5,201.0,-105.0
Boston,Utah,2016-02-19,0.0,-110.0,1.0,102.0,194.0,198.5,-105.0
Utah,Boston,2016-02-19,0.0,-110.0,-1.0,-113.0,194.0,198.5,-105.0
Washington,Miami,2016-02-20,1.5,-110.0,-1.5,-115.0,197.5,202.0,-108.0
Miami,Washington,2016-02-20,-1.5,-110.0,1.5,104.0,197.5,202.0,-102.0
Milwaukee,Atlanta,2016-02-20,8.5,-110.0,8.5,-105.0,207.0,206.5,-105.0
Atlanta,Milwaukee,2016-02-20,-8.5,-110.0,-8.5,-105.0,207.0,206.5,-105.0
New York,Minnesota,2016-02-20,2.0,-110.0,2.5,104.0,206.0,207.5,100.0
Minnesota,New York,2016-02-20,-2.0,-110.0,-2.5,-115.0,206.0,207.5,-110.0
Golden State,L.A. Clippers,2016-02-20,-5.0,-110.0,-4.0,-106.0,223.0,228.0,-107.0
L.A. Clippers,Golden State,2016-02-20,5.0,-110.0,4.0,-104.0,223.0,228.0,-103.0
Cleveland,Oklahoma City,2016-02-21,4.0,-110.0,3.5,-103.0,213.0,219.0,-108.0
Oklahoma City,Cleveland,2016-02-21,-4.0,-110.0,-3.5,-107.0,213.0,219.0,-102.0
New Orleans,Detroit,2016-02-21,5.0,-110.0,4.5,-105.0,205.5,206.5,100.0
Detroit,New Orleans,2016-02-21,-5.0,-110.0,-4.5,-105.0,205.5,206.5,-110.0
San Antonio,Phoenix,2016-02-21,-15.0,-110.0,-14.0,102.0,204.5,204.0,-105.0
Phoenix,San Antonio,2016-02-21,15.0,-110.0,14.0,-113.0,204.5,204.0,-105.0
Boston,Denver,2016-02-21,-3.0,-110.0,-2.5,100.0,211.5,213.5,-105.0
Denver,Boston,2016-02-21,3.0,-110.0,2.5,-110.0,211.5,213.5,-105.0
Memphis,Toronto,2016-02-21,8.0,-110.0,8.0,-103.0,201.5,202.0,-105.0
Toronto,Memphis,2016-02-21,-8.0,-110.0,-8.0,-107.0,201.5,202.0,-105.0
Charlotte,Brooklyn,2016-02-21,-5.0,-110.0,-7.0,-100.0,201.0,204.5,-108.0
Brooklyn,Charlotte,2016-02-21,5.0,-110.0,7.0,-110.0,201.0,204.5,-102.0
Indiana,Orlando,2016-02-21,-1.0,-110.0,-1.5,100.0,201.0,203.0,-105.0
Orlando,Indiana,2016-02-21,1.0,-110.0,1.5,-110.0,201.0,203.0,-105.0
Philadelphia,Dallas,2016-02-21,10.0,-110.0,9.0,-103.0,203.0,205.5,-105.0
Dallas,Philadelphia,2016-02-21,-10.0,-110.0,-9.0,-107.0,203.0,205.5,-105.0
L.A. Lakers,Chicago,2016-02-21,7.5,-110.0,7.0,-107.0,202.5,210.0,-105.0
Chicago,L.A. Lakers,2016-02-21,-7.5,-110.0,-7.0,-103.0,202.5,210.0,-105.0
Utah,Portland,2016-02-21,3.0,-110.0,3.0,-102.0,195.5,196.5,-105.0
Portland,Utah,2016-02-21,-3.0,-110.0,-3.0,-108.0,195.5,196.5,-105.0
Detroit,Cleveland,2016-02-22,9.5,-110.0,9.0,-107.0,207.0,206.5,102.0
Cleveland,Detroit,2016-02-22,-9.5,-110.0,-9.0,-103.0,207.0,206.5,-113.0
Toronto,New York,2016-02-22,-5.0,-110.0,-4.0,-105.0,202.5,203.5,-105.0
New York,Toronto,2016-02-22,5.0,-110.0,4.0,-105.0,202.5,203.5,-105.0
Indiana,Miami,2016-02-22,1.0,-105.0,1.5,100.0,199.0,202.0,-105.0
Miami,Indiana,2016-02-22,-1.0,-115.0,-1.5,-110.0,199.0,202.0,-105.0
Boston,Minnesota,2016-02-22,-4.0,-110.0,-3.5,-105.0,210.5,218.5,-108.0
Minnesota,Boston,2016-02-22,4.0,-110.0,3.5,-105.0,210.5,218.5,-102.0
Golden State,Atlanta,2016-02-22,-6.0,-110.0,-6.0,-107.0,223.5,226.5,-108.0
Atlanta,Golden State,2016-02-22,6.0,-110.0,6.0,-103.0,223.5,226.5,-102.0
L.A. Lakers,Milwaukee,2016-02-22,8.0,-110.0,9.0,-105.0,204.5,210.0,-105.0
Milwaukee,L.A. Lakers,2016-02-22,-8.0,-110.0,-9.0,-105.0,204.5,210.0,-105.0
Phoenix,L.A. Clippers,2016-02-22,15.0,-110.0,15.0,102.0,209.5,211.0,-109.0
L.A. Clippers,Phoenix,2016-02-22,-15.0,-110.0,-15.0,-113.0,209.5,211.0,-101.0
New Orleans,Washington,2016-02-23,4.5,-110.0,4.5,100.0,214.0,217.5,-105.0
Washington,New Orleans,2016-02-23,-4.5,-110.0,-4.5,-110.0,214.0,217.5,-105.0
Orlando,Philadelphia,2016-02-23,-5.0,-113.0,-5.5,-102.0,207.5,208.5,-105.0
Philadelphia,Orlando,2016-02-23,5.0,-107.0,5.5,-108.0,207.5,208.5,-105.0
Sacramento,Denver,2016-02-23,0.0,-110.0,2.5,-103.0,222.5,223.0,-105.0
Denver,Sacramento,2016-02-23,0.0,-110.0,-2.5,-107.0,222.5,223.0,-105.0
Houston,Utah,2016-02-23,5.0,-105.0,5.0,-110.0,200.5,204.0,-105.0
Utah,Houston,2016-02-23,-5.0,-115.0,-5.0,100.0,200.5,204.0,-105.0
Brooklyn,Portland,2016-02-23,11.0,-110.0,11.5,-109.0,205.5,212.5,-105.0
Portland,Brooklyn,2016-02-23,-11.0,-110.0,-11.5,-101.0,205.5,212.5,-105.0
New York,Indiana,2016-02-24,8.0,-110.0,6.5,-113.0,202.5,202.0,-110.0
Indiana,New York,2016-02-24,-8.0,-110.0,-6.5,102.0,202.5,202.0,100.0
Charlotte,Cleveland,2016-02-24,8.0,-110.0,8.5,100.0,205.0,208.0,-105.0
Cleveland,Charlotte,2016-02-24,-8.0,-110.0,-8.5,-110.0,205.0,208.0,-105.0
Minnesota,Toronto,2016-02-24,9.5,-110.0,9.5,-113.0,212.0,211.5,-105.0
Toronto,Minnesota,2016-02-24,-9.5,-110.0,-9.5,102.0,212.0,211.5,-105.0
Golden State,Miami,2016-02-24,-8.0,-110.0,-8.5,-109.0,216.0,218.5,-102.0
Miami,Golden State,2016-02-24,8.0,-110.0,8.5,-101.0,216.0,218.5,-108.0
Philadelphia,Detroit,2016-02-24,11.0,-110.0,12.0,-105.0,208.0,209.5,-105.0
Detroit,Philadelphia,2016-02-24,-11.0,-110.0,-12.0,-105.0,208.0,209.5,-105.0
L.A. Lakers,Memphis,2016-02-24,8.0,-110.0,8.5,-110.0,208.5,207.5,100.0
Memphis,L.A. Lakers,2016-02-24,-8.0,-110.0,-8.5,100.0,208.5,207.5,-110.0
Washington,Chicago,2016-02-24,0.0,-110.0,-1.0,-101.0,210.0,212.0,-110.0
Chicago,Washington,2016-02-24,0.0,-110.0,1.0,-109.0,210.0,212.0,100.0
Oklahoma City,Dallas,2016-02-24,-4.5,-110.0,-5.0,-105.0,216.0,215.0,-101.0
Dallas,Oklahoma City,2016-02-24,4.5,-110.0,5.0,-105.0,216.0,215.0,-109.0
Denver,L.A. Clippers,2016-02-24,10.0,-110.0,11.0,-105.0,214.0,214.0,-105.0
L.A. Clippers,Denver,2016-02-24,-10.0,-110.0,-11.0,-105.0,214.0,214.0,-105.0
San Antonio,Sacramento,2016-02-24,-7.0,-110.0,-8.0,-102.0,217.0,219.5,102.0
Sacramento,San Antonio,2016-02-24,7.0,-110.0,8.0,-108.0,217.0,219.5,-113.0
Golden State,Orlando,2016-02-25,-9.0,-110.0,-8.5,-107.0,221.0,223.5,-105.0
Orlando,Golden State,2016-02-25,9.0,-110.0,8.5,-103.0,221.0,223.5,-105.0
Milwaukee,Boston,2016-02-25,8.0,-110.0,7.5,-105.0,213.0,215.0,-110.0
Boston,Milwaukee,2016-02-25,-8.0,-110.0,-7.5,-105.0,213.0,215.0,100.0
Oklahoma City,New Orleans,2016-02-25,-6.0,-110.0,-6.0,102.0,220.0,222.0,-105.0
New Orleans,Oklahoma City,2016-02-25,6.0,-110.0,6.0,-113.0,220.0,222.0,-105.0
Brooklyn,Phoenix,2016-02-25,-2.5,-110.0,1.0,-102.0,209.5,208.5,-105.0
Phoenix,Brooklyn,2016-02-25,2.5,-110.0,-1.0,-108.0,209.5,208.5,-105.0
Houston,Portland,2016-02-25,4.5,-110.0,4.0,-110.0,223.0,218.5,-110.0
Portland,Houston,2016-02-25,-4.5,-110.0,-4.0,100.0,223.0,218.5,100.0
San Antonio,Utah,2016-02-25,-3.0,-110.0,-3.0,-107.0,195.5,193.5,-105.0
Utah,San Antonio,2016-02-25,3.0,-110.0,3.0,-103.0,195.5,193.5,-105.0
Charlotte,Indiana,2016-02-26,4.0,-110.0,4.0,100.0,205.0,204.0,-108.0
Indiana,Charlotte,2016-02-26,-4.0,-110.0,-4.0,-110.0,205.0,204.0,-102.0
Washington,Philadelphia,2016-02-26,-7.5,-110.0,-7.5,102.0,215.0,217.0,-104.0
Philadelphia,Washington,2016-02-26,7.5,-110.0,7.5,-113.0,215.0,217.0,-106.0
Orlando,New York,2016-02-26,1.5,-107.0,2.5,101.0,206.5,209.0,-108.0
New York,Orlando,2016-02-26,-1.5,-113.0,-2.5,-111.0,206.5,209.0,-102.0
Cleveland,Toronto,2016-02-26,-1.0,-110.0,-2.5,-103.0,208.0,206.0,-107.0
Toronto,Cleveland,2016-02-26,1.0,-110.0,2.5,-107.0,208.0,206.0,-103.0
Chicago,Atlanta,2016-02-26,6.0,-110.0,7.5,-105.0,208.0,209.0,-105.0
Atlanta,Chicago,2016-02-26,-6.0,-110.0,-7.5,-105.0,208.0,209.0,-105.0
Denver,Dallas,2016-02-26,7.0,-110.0,5.5,102.0,209.5,207.5,-113.0
Dallas,Denver,2016-02-26,-7.0,-110.0,-5.5,-113.0,209.5,207.5,102.0
L.A. Clippers,Sacramento,2016-02-26,-2.5,-110.0,-5.0,-107.0,219.0,218.5,-108.0
Sacramento,L.A. Clippers,2016-02-26,2.5,-110.0,5.0,-103.0,219.0,218.5,-102.0
Memphis,L.A. Lakers,2016-02-26,-4.0,-110.0,-5.0,-109.0,209.0,213.0,-108.0
L.A. Lakers,Memphis,2016-02-26,4.0,-110.0,5.0,-101.0,209.0,213.0,-102.0
Miami,Boston,2016-02-27,5.0,-110.0,5.5,-109.0,208.0,210.5,-103.0
Boston,Miami,2016-02-27,-5.0,-110.0,-5.5,-101.0,208.0,210.5,-107.0
Minnesota,New Orleans,2016-02-27,4.0,-110.0,2.0,-102.0,217.0,218.5,100.0
New Orleans,Minnesota,2016-02-27,-4.0,-110.0,-2.0,-108.0,217.0,218.5,-110.0
Portland,Chicago,2016-02-27,-2.5,-110.0,-4.0,-105.0,208.5,210.0,-109.0
Chicago,Portland,2016-02-27,2.5,-110.0,4.0,-105.0,208.5,210.0,-101.0
San Antonio,Houston,2016-02-27,-5.0,-110.0,-5.5,-107.0,211.5,213.5,-106.0
Houston,San Antonio,2016-02-27,5.0,-110.0,5.5,-103.0,211.5,213.5,-104.0
Golden State,Oklahoma City,2016-02-27,-3.0,-110.0,-3.5,-105.0,232.5,233.0,-113.0
Oklahoma City,Golden State,2016-02-27,3.0,-110.0,3.5,-105.0,232.5,233.0,102.0
Detroit,Milwaukee,2016-02-27,-2.0,-110.0,1.0,100.0,206.5,204.0,100.0
Milwaukee,Detroit,2016-02-27,2.0,-110.0,-1.0,-110.0,206.5,204.0,-110.0
Brooklyn,Utah,2016-02-27,10.5,-110.0,11.5,104.0,196.5,197.5,-108.0
Utah,Brooklyn,2016-02-27,-10.5,-110.0,-11.5,-115.0,196.5,197.5,-102.0
Memphis,Phoenix,2016-02-27,-6.0,-110.0,-7.0,-105.0,207.0,208.5,-104.0
Phoenix,Memphis,2016-02-27,6.0,-110.0,7.0,-105.0,207.0,208.5,-106.0
Cleveland,Washington,2016-02-28,-6.0,-110.0,-2.5,-102.0,212.5,205.5,-113.0
Washington,Cleveland,2016-02-28,6.0,-110.0,2.5,-108.0,212.5,205.5,102.0
Charlotte,Atlanta,2016-02-28,3.5,-110.0,4.5,-103.0,205.0,201.0,-110.0
Atlanta,Charlotte,2016-02-28,-3.5,-110.0,-4.5,-107.0,205.0,201.0,100.0
Portland,Indiana,2016-02-28,4.5,-110.0,5.5,102.0,211.5,207.0,-107.0
Indiana,Portland,2016-02-28,-4.5,-110.0,-5.5,-113.0,211.5,207.0,-103.0
Toronto,Detroit,2016-02-28,-1.0,-110.0,1.5,100.0,205.5,200.5,-103.0
Detroit,Toronto,2016-02-28,1.0,-110.0,-1.5,-110.0,205.5,200.5,-107.0
Philadelphia,Orlando,2016-02-28,10.5,-110.0,9.0,-102.0,212.5,213.5,-103.0
Orlando,Philadelphia,2016-02-28,-10.5,-110.0,-9.0,-108.0,212.5,213.5,-107.0
Minnesota,Dallas,2016-02-28,6.5,-110.0,7.5,-105.0,213.5,211.0,100.0
Dallas,Minnesota,2016-02-28,-6.5,-110.0,-7.5,-105.0,213.5,211.0,-110.0
Miami,New York,2016-02-28,2.5,-110.0,-2.0,-105.0,205.0,197.0,-102.0
New York,Miami,2016-02-28,-2.5,-110.0,2.0,-105.0,205.0,197.0,-108.0
Indiana,Cleveland,2016-02-29,8.0,-110.0,8.5,-106.0,207.5,202.5,-104.0
Cleveland,Indiana,2016-02-29,-8.0,-110.0,-8.5,-104.0,207.5,202.5,-106.0
Philadelphia,Washington,2016-02-29,12.5,-110.0,12.5,-107.0,214.5,215.0,102.0
Washington,Philadelphia,2016-02-29,-12.5,-110.0,-12.5,-103.0,214.5,215.0,-113.0
Utah,Boston,2016-02-29,5.0,-110.0,4.5,-104.0,199.0,205.0,-105.0
Boston,Utah,2016-02-29,-5.0,-110.0,-4.5,-106.0,199.0,205.0,-105.0
Houston,Milwaukee,2016-02-29,-2.0,-110.0,-3.5,-105.0,214.0,215.0,-108.0
Milwaukee,Houston,2016-02-29,2.0,-110.0,3.5,-105.0,214.0,215.0,-102.0
Memphis,Denver,2016-02-29,-3.0,-110.0,-1.0,-110.0,209.0,204.0,-105.0
Denver,Memphis,2016-02-29,3.0,-110.0,1.0,100.0,209.0,204.0,-105.0
Oklahoma City,Sacramento,2016-02-29,-7.5,-110.0,-8.5,-113.0,227.5,227.5,102.0
Sacramento,Oklahoma City,2016-02-29,7.5,-110.0,8.5,102.0,227.5,227.5,-113.0
Brooklyn,L.A. Clippers,2016-02-29,13.0,-110.0,12.0,-110.0,210.5,213.0,-105.0
L.A. Clippers,Brooklyn,2016-02-29,-13.0,-110.0,-12.0,100.0,210.5,213.0,-105.0
Phoenix,Charlotte,2016-03-01,12.5,-110.0,13.0,-107.0,206.5,209.5,-107.0
Charlotte,Phoenix,2016-03-01,-12.5,-110.0,-13.0,-103.0,206.5,209.5,-103.0
Chicago,Miami,2016-03-01,6.5,-110.0,6.0,100.0,199.0,201.5,-103.0
Miami,Chicago,2016-03-01,-6.5,-110.0,-6.0,-110.0,199.0,201.5,-107.0
Portland,New York,2016-03-01,-4.5,-110.0,-4.5,-105.0,207.0,209.5,-110.0
New York,Portland,2016-03-01,4.5,-110.0,4.5,-105.0,207.0,209.5,100.0
Orlando,Dallas,2016-03-01,5.5,-110.0,4.5,-104.0,213.0,214.5,-110.0
Dallas,Orlando,2016-03-01,-5.5,-110.0,-4.5,-106.0,213.0,214.5,100.0
Atlanta,Golden State,2016-03-01,11.5,-110.0,5.5,-107.0,225.0,213.0,-113.0
Golden State,Atlanta,2016-03-01,-11.5,-110.0,-5.5,-103.0,225.0,213.0,102.0
Brooklyn,L.A. Lakers,2016-03-01,1.5,-110.0,1.0,-113.0,212.5,212.0,-108.0
L.A. Lakers,Brooklyn,2016-03-01,-1.5,-110.0,-1.0,102.0,212.5,212.0,-102.0
Charlotte,Philadelphia,2016-03-02,-8.5,-110.0,-9.5,-105.0,209.0,210.0,-105.0
Philadelphia,Charlotte,2016-03-02,8.5,-110.0,9.5,-105.0,209.0,210.0,-105.0
Chicago,Orlando,2016-03-02,3.0,-110.0,4.5,101.0,210.5,215.5,-101.0
Orlando,Chicago,2016-03-02,-3.0,-110.0,-4.5,-111.0,210.5,215.5,-109.0
Portland,Boston,2016-03-02,5.5,-110.0,6.0,100.0,218.5,220.5,-102.0
Boston,Portland,2016-03-02,-5.5,-110.0,-6.0,-110.0,218.5,220.5,-108.0
Utah,Toronto,2016-03-02,5.5,-110.0,5.0,100.0,197.0,193.0,-106.0
Toronto,Utah,2016-03-02,-5.5,-110.0,-5.0,-110.0,197.0,193.0,-104.0
New Orleans,Houston,2016-03-02,5.5,-110.0,6.0,-104.0,219.0,223.0,-109.0
Houston,New Orleans,2016-03-02,-5.5,-110.0,-6.0,-106.0,219.0,223.0,-101.0
Sacramento,Memphis,2016-03-02,5.5,-110.0,3.5,-105.0,215.0,215.0,-105.0
Memphis,Sacramento,2016-03-02,-5.5,-110.0,-3.5,-105.0,215.0,215.0,-105.0
Indiana,Milwaukee,2016-03-02,-1.5,-115.0,-3.0,-105.0,206.0,206.5,-102.0
Milwaukee,Indiana,2016-03-02,1.5,-105.0,3.0,-105.0,206.0,206.5,-108.0
Washington,Minnesota,2016-03-02,-2.0,-110.0,-3.5,-102.0,218.5,219.0,-110.0
Minnesota,Washington,2016-03-02,2.0,-110.0,3.5,-108.0,218.5,219.0,100.0
Detroit,San Antonio,2016-03-02,11.0,-107.0,11.0,-109.0,201.0,201.0,-107.0
San Antonio,Detroit,2016-03-02,-11.0,-113.0,-11.0,-101.0,201.0,201.0,-103.0
L.A. Lakers,Denver,2016-03-02,6.5,-105.0,8.5,-103.0,211.5,213.0,-105.0
Denver,L.A. Lakers,2016-03-02,-6.5,-115.0,-8.5,-107.0,211.5,213.0,-105.0
Oklahoma City,L.A. Clippers,2016-03-02,-1.5,-110.0,-1.0,-105.0,221.5,218.5,-105.0
L.A. Clippers,Oklahoma City,2016-03-02,1.5,-110.0,1.0,-105.0,221.5,218.5,-105.0
Phoenix,Miami,2016-03-03,13.0,-110.0,14.0,-110.0,205.5,208.5,-105.0
Miami,Phoenix,2016-03-03,-13.0,-110.0,-14.0,100.0,205.5,208.5,-105.0
San Antonio,New Orleans,2016-03-03,-8.0,-110.0,-9.5,-105.0,208.5,208.0,-105.0
New Orleans,San Antonio,2016-03-03,8.0,-110.0,9.5,-105.0,208.5,208.0,-105.0
Sacramento,Dallas,2016-03-03,6.5,-110.0,6.5,-101.0,220.0,223.0,-108.0
Dallas,Sacramento,2016-03-03,-6.5,-110.0,-6.5,-109.0,220.0,223.0,-102.0
Oklahoma City,Golden State,2016-03-03,8.5,-110.0,8.0,-118.0,233.0,230.5,-105.0
Golden State,Oklahoma City,2016-03-03,-8.5,-110.0,-8.0,107.0,233.0,230.5,-105.0
Phoenix,Orlando,2016-03-04,12.5,-110.0,12.5,-108.0,217.5,216.5,-115.0
