teams,opp,date,opener.odds,opener.juice,pinn.odds,pinn.juice,opener,totals,totalsjuice
Charlotte,Cleveland,2016-11-13,8.5,-110.0,7.0,-107.0,206.5,208.0,-108.0
Cleveland,Charlotte,2016-11-13,-8.5,-110.0,-7.0,-103.0,206.5,208.0,-102.0
L.A. Lakers,Minnesota,2016-11-13,4.5,-110.0,1.0,100.0,212.5,213.5,-105.0
Minnesota,L.A. Lakers,2016-11-13,-4.5,-110.0,-1.0,-110.0,212.5,213.5,-105.0
Orlando,Oklahoma City,2016-11-13,8.5,-110.0,9.5,-113.0,201.5,204.0,102.0
Oklahoma City,Orlando,2016-11-13,-8.5,-110.0,-9.5,102.0,201.5,204.0,-113.0
Phoenix,Golden State,2016-11-13,16.0,-110.0,16.5,-102.0,230.0,226.0,-108.0
Golden State,Phoenix,2016-11-13,-16.0,-110.0,-16.5,-108.0,230.0,226.0,-102.0
Denver,Portland,2016-11-13,5.0,-110.0,7.5,-102.0,216.0,216.5,-108.0
Portland,Denver,2016-11-13,-5.0,-110.0,-7.5,-108.0,216.0,216.5,-102.0
Orlando,Indiana,2016-11-14,6.0,-110.0,8.0,-108.0,207.0,206.5,-111.0
Indiana,Orlando,2016-11-14,-6.0,-110.0,-8.0,-102.0,207.0,206.5,101.0
Dallas,New York,2016-11-14,4.5,-110.0,4.0,-106.0,204.0,202.0,-112.0
New York,Dallas,2016-11-14,-4.5,-110.0,-4.0,-104.0,204.0,202.0,102.0
Oklahoma City,Detroit,2016-11-14,1.0,-110.0,-1.0,-101.0,200.5,203.0,104.0
Detroit,Oklahoma City,2016-11-14,-1.0,-110.0,1.0,-109.0,200.5,203.0,-115.0
Boston,New Orleans,2016-11-14,-4.0,-110.0,-3.5,-105.0,211.5,212.0,-104.0
New Orleans,Boston,2016-11-14,4.0,-110.0,3.5,-105.0,211.5,212.0,-106.0
Philadelphia,Houston,2016-11-14,10.0,-110.0,11.5,-102.0,216.5,215.5,-105.0
Houston,Philadelphia,2016-11-14,-10.0,-110.0,-11.5,-108.0,216.5,215.5,-105.0
Miami,San Antonio,2016-11-14,11.0,-110.0,11.0,-105.0,192.0,193.5,-105.0
San Antonio,Miami,2016-11-14,-11.0,-110.0,-11.0,-105.0,192.0,193.5,-105.0
Memphis,Utah,2016-11-14,6.0,-110.0,6.0,102.0,187.0,190.0,-105.0
Utah,Memphis,2016-11-14,-6.0,-110.0,-6.0,-113.0,187.0,190.0,-105.0
Brooklyn,L.A. Clippers,2016-11-14,14.0,-110.0,16.5,-107.0,209.0,212.5,-105.0
L.A. Clippers,Brooklyn,2016-11-14,-14.0,-110.0,-16.5,-103.0,209.0,212.5,-105.0
Toronto,Cleveland,2016-11-15,6.5,-110.0,6.0,-103.0,208.0,210.5,-110.0
Cleveland,Toronto,2016-11-15,-6.5,-110.0,-6.0,-107.0,208.0,210.5,-100.0
Atlanta,Miami,2016-11-15,-6.5,-110.0,-6.5,-109.0,198.5,199.0,-106.0
Miami,Atlanta,2016-11-15,6.5,-110.0,6.5,-101.0,198.5,199.0,-104.0
Charlotte,Minnesota,2016-11-15,-1.5,-110.0,-1.0,-103.0,206.0,205.0,-108.0
Minnesota,Charlotte,2016-11-15,1.5,-110.0,1.0,-107.0,206.0,205.0,-102.0
Chicago,Portland,2016-11-15,5.0,-110.0,4.5,-106.0,211.5,210.5,-113.0
Portland,Chicago,2016-11-15,-5.0,-110.0,-4.5,-104.0,211.5,210.5,102.0
Brooklyn,L.A. Lakers,2016-11-15,7.0,-110.0,7.0,103.0,220.5,219.5,103.0
L.A. Lakers,Brooklyn,2016-11-15,-7.0,-110.0,-7.0,-114.0,220.5,219.5,-114.0
New Orleans,Orlando,2016-11-16,4.0,-115.0,7.0,-102.0,202.5,200.0,-105.0
Orlando,New Orleans,2016-11-16,-4.0,-105.0,-7.0,-108.0,202.5,200.0,-105.0
Cleveland,Indiana,2016-11-16,1.0,-110.0,3.0,-105.0,209.0,208.5,-113.0
Indiana,Cleveland,2016-11-16,-1.0,-110.0,-3.0,-105.0,209.0,208.5,102.0
Washington,Philadelphia,2016-11-16,-4.0,-105.0,-7.0,-107.0,206.0,203.5,-113.0
Philadelphia,Washington,2016-11-16,4.0,-115.0,7.0,-103.0,206.0,203.5,102.0
Milwaukee,Atlanta,2016-11-16,7.0,-110.0,5.0,-102.0,208.5,210.5,-110.0
Atlanta,Milwaukee,2016-11-16,-7.0,-110.0,-5.0,-108.0,208.5,210.5,-100.0
Detroit,New York,2016-11-16,3.0,-110.0,2.0,-110.0,202.0,200.5,-108.0
New York,Detroit,2016-11-16,-3.0,-110.0,-2.0,-100.0,202.0,200.5,-102.0
Dallas,Boston,2016-11-16,7.5,-110.0,6.0,-106.0,203.0,199.5,-105.0
Boston,Dallas,2016-11-16,-7.5,-110.0,-6.0,-104.0,203.0,199.5,-105.0
Golden State,Toronto,2016-11-16,-5.0,-110.0,-6.0,-110.0,218.0,222.5,-107.0
Toronto,Golden State,2016-11-16,5.0,-110.0,6.0,-100.0,218.0,222.5,-103.0
Houston,Oklahoma City,2016-11-16,1.5,-110.0,2.5,-106.0,219.0,218.5,-106.0
Oklahoma City,Houston,2016-11-16,-1.5,-110.0,-2.5,-104.0,219.0,218.5,-104.0
Phoenix,Denver,2016-11-16,5.5,-110.0,4.5,-105.0,219.0,219.5,-109.0
Denver,Phoenix,2016-11-16,-5.5,-110.0,-4.5,-105.0,219.0,219.5,-101.0
San Antonio,Sacramento,2016-11-16,-7.0,-110.0,-5.5,-105.0,198.5,197.5,-105.0
Sacramento,San Antonio,2016-11-16,7.0,-110.0,5.5,-105.0,198.5,197.5,-105.0
Memphis,L.A. Clippers,2016-11-16,11.0,-110.0,12.5,-105.0,198.0,202.0,-105.0
L.A. Clippers,Memphis,2016-11-16,-11.0,-110.0,-12.5,-105.0,198.0,202.0,-105.0
New York,Washington,2016-11-17,3.0,-110.0,5.0,-100.0,207.0,208.0,-109.0
Washington,New York,2016-11-17,-3.0,-110.0,-5.0,-110.0,207.0,208.0,-101.0
Milwaukee,Miami,2016-11-17,3.5,-110.0,4.0,-108.0,198.0,202.0,-102.0
Miami,Milwaukee,2016-11-17,-3.5,-110.0,-4.0,-102.0,198.0,202.0,-108.0
Portland,Houston,2016-11-17,3.5,-110.0,5.0,-100.0,221.5,220.5,-113.0
Houston,Portland,2016-11-17,-3.5,-110.0,-5.0,-110.0,221.5,220.5,102.0
Philadelphia,Minnesota,2016-11-17,10.0,-110.0,11.5,104.0,214.0,210.5,-113.0
Minnesota,Philadelphia,2016-11-17,-10.0,-110.0,-11.5,-115.0,214.0,210.5,102.0
Chicago,Utah,2016-11-17,3.0,-110.0,3.0,-106.0,195.0,192.0,-108.0
Utah,Chicago,2016-11-17,-3.0,-110.0,-3.0,-104.0,195.0,192.0,-102.0
Atlanta,Charlotte,2016-11-18,3.0,-110.0,2.0,-105.0,206.0,207.5,-106.0
Charlotte,Atlanta,2016-11-18,-3.0,-110.0,-2.0,-105.0,206.0,207.5,-104.0
Phoenix,Indiana,2016-11-18,8.5,-110.0,4.5,-100.0,219.5,217.5,-105.0
Indiana,Phoenix,2016-11-18,-8.5,-110.0,-4.5,-110.0,219.5,217.5,-105.0
Detroit,Cleveland,2016-11-18,10.5,-110.0,8.5,-105.0,206.5,202.5,-103.0
Cleveland,Detroit,2016-11-18,-10.5,-110.0,-8.5,-105.0,206.5,202.5,-107.0
Golden State,Boston,2016-11-18,-7.0,-110.0,-8.5,-104.0,221.5,225.0,-113.0
Boston,Golden State,2016-11-18,7.0,-110.0,8.5,-106.0,221.5,225.0,102.0
Portland,New Orleans,2016-11-18,-2.0,-110.0,-1.0,-103.0,214.5,214.0,-105.0
New Orleans,Portland,2016-11-18,2.0,-110.0,1.0,-107.0,214.5,214.0,-105.0
Brooklyn,Oklahoma City,2016-11-18,11.0,-110.0,10.0,-108.0,218.0,216.0,-105.0
Oklahoma City,Brooklyn,2016-11-18,-11.0,-110.0,-10.0,-102.0,218.0,216.0,-105.0
Memphis,Dallas,2016-11-18,0.0,-110.0,-3.5,-113.0,191.5,185.5,-107.0
Dallas,Memphis,2016-11-18,0.0,-110.0,3.5,102.0,191.5,185.5,-103.0
Toronto,Denver,2016-11-18,-3.0,-110.0,-3.5,-107.0,213.5,213.0,-105.0
Denver,Toronto,2016-11-18,3.0,-110.0,3.5,-103.0,213.5,213.0,-105.0
San Antonio,L.A. Lakers,2016-11-18,-6.0,-110.0,-7.5,-102.0,207.0,209.5,-105.0
L.A. Lakers,San Antonio,2016-11-18,6.0,-110.0,7.5,-108.0,207.0,209.5,-105.0
L.A. Clippers,Sacramento,2016-11-18,-7.0,-110.0,-8.5,-105.0,204.0,202.5,-108.0
Sacramento,L.A. Clippers,2016-11-18,7.0,-110.0,8.5,-105.0,204.0,202.5,-102.0
Utah,Houston,2016-11-19,5.0,-110.0,7.0,-105.0,203.5,200.5,-102.0
Houston,Utah,2016-11-19,-5.0,-110.0,-7.0,-105.0,203.5,200.5,-108.0
Miami,Washington,2016-11-19,5.0,-110.0,5.0,-100.0,202.5,199.0,-103.0
Washington,Miami,2016-11-19,-5.0,-110.0,-5.0,-110.0,202.5,199.0,-107.0
Boston,Detroit,2016-11-19,3.0,-110.0,2.0,-106.0,200.5,199.5,-105.0
Detroit,Boston,2016-11-19,-3.0,-110.0,-2.0,-104.0,200.5,199.5,-105.0
Charlotte,New Orleans,2016-11-19,-4.5,-110.0,-2.0,-101.0,206.0,206.0,-109.0
New Orleans,Charlotte,2016-11-19,4.5,-110.0,2.0,-109.0,206.0,206.0,-101.0
Dallas,Orlando,2016-11-19,7.0,-110.0,7.5,100.0,188.5,180.0,-108.0
Orlando,Dallas,2016-11-19,-7.0,-110.0,-7.5,-110.0,188.5,180.0,-102.0
Phoenix,Philadelphia,2016-11-19,-2.0,-110.0,-2.0,-100.0,215.0,211.0,-112.0
Philadelphia,Phoenix,2016-11-19,2.0,-110.0,2.0,-110.0,215.0,211.0,102.0
Minnesota,Memphis,2016-11-19,3.5,-110.0,-1.0,-100.0,204.0,200.0,-105.0
Memphis,Minnesota,2016-11-19,-3.5,-110.0,1.0,-110.0,204.0,200.0,-105.0
Golden State,Milwaukee,2016-11-19,-10.0,-110.0,-9.0,-103.0,223.0,219.0,-105.0
Milwaukee,Golden State,2016-11-19,10.0,-110.0,9.0,-107.0,223.0,219.0,-105.0
Chicago,L.A. Clippers,2016-11-19,6.5,-110.0,8.0,-105.0,203.5,203.5,-105.0
L.A. Clippers,Chicago,2016-11-19,-6.5,-110.0,-8.0,-105.0,203.5,203.5,-105.0
Atlanta,New York,2016-11-20,-1.5,-110.0,-4.5,-110.0,206.5,209.0,-110.0
New York,Atlanta,2016-11-20,1.5,-110.0,4.5,-100.0,206.5,209.0,-100.0
Portland,Brooklyn,2016-11-20,-4.5,-110.0,-4.5,-103.0,217.0,219.5,102.0
Brooklyn,Portland,2016-11-20,4.5,-110.0,4.5,-107.0,217.0,219.5,-113.0
Indiana,Oklahoma City,2016-11-20,9.5,-105.0,9.5,-105.0,211.5,211.5,-105.0
Oklahoma City,Indiana,2016-11-20,-9.5,-115.0,-9.5,-105.0,211.5,211.5,-105.0
Toronto,Sacramento,2016-11-20,-5.5,-110.0,-3.5,-102.0,205.5,212.0,-105.0
Sacramento,Toronto,2016-11-20,5.5,-110.0,3.5,-108.0,205.5,212.0,-105.0
Utah,Denver,2016-11-20,5.0,-110.0,3.5,-103.0,196.5,197.5,-109.0
Denver,Utah,2016-11-20,-5.0,-110.0,-3.5,-107.0,196.5,197.5,-101.0
Chicago,L.A. Lakers,2016-11-20,-2.5,-110.0,2.5,-113.0,209.0,209.5,-110.0
L.A. Lakers,Chicago,2016-11-20,2.5,-110.0,-2.5,102.0,209.0,209.5,-100.0
Phoenix,Washington,2016-11-21,8.0,-110.0,7.0,-105.0,218.0,221.0,-105.0
Washington,Phoenix,2016-11-21,-8.0,-110.0,-7.0,-105.0,218.0,221.0,-105.0
Miami,Philadelphia,2016-11-21,-3.0,-110.0,-4.5,-103.0,200.5,201.5,-100.0
Philadelphia,Miami,2016-11-21,3.0,-110.0,4.5,-107.0,200.5,201.5,-110.0
Golden State,Indiana,2016-11-21,-12.5,-115.0,-14.5,-104.0,219.5,218.0,-113.0
Indiana,Golden State,2016-11-21,12.5,-105.0,14.5,-106.0,219.5,218.0,102.0
Memphis,Charlotte,2016-11-21,5.0,-110.0,5.5,-108.0,198.5,198.0,-105.0
Charlotte,Memphis,2016-11-21,-5.0,-110.0,-5.5,-102.0,198.5,198.0,-105.0
Houston,Detroit,2016-11-21,-1.5,-110.0,-2.5,-102.0,205.5,209.5,-101.0
Detroit,Houston,2016-11-21,1.5,-110.0,2.5,-108.0,205.5,209.5,-109.0
Boston,Minnesota,2016-11-21,-2.0,-110.0,-1.5,-102.0,204.0,207.5,-107.0
Minnesota,Boston,2016-11-21,2.0,-110.0,1.5,-108.0,204.0,207.5,-103.0
Orlando,Milwaukee,2016-11-21,5.5,-110.0,7.0,-105.0,202.5,200.5,-107.0
Milwaukee,Orlando,2016-11-21,-5.5,-110.0,-7.0,-105.0,202.5,200.5,-103.0
Dallas,San Antonio,2016-11-21,16.0,-110.0,13.5,-105.0,182.0,187.0,-105.0
San Antonio,Dallas,2016-11-21,-16.0,-110.0,-13.5,-105.0,182.0,187.0,-105.0
Toronto,L.A. Clippers,2016-11-21,7.0,-110.0,9.0,-101.0,208.0,207.5,-107.0
L.A. Clippers,Toronto,2016-11-21,-7.0,-110.0,-9.0,-109.0,208.0,207.5,-103.0
Portland,New York,2016-11-22,1.5,-110.0,1.0,104.0,215.5,217.0,-104.0
New York,Portland,2016-11-22,-1.5,-110.0,-1.0,-115.0,215.5,217.0,-106.0
New Orleans,Atlanta,2016-11-22,8.5,-110.0,8.0,-100.0,206.5,209.5,-101.0
Atlanta,New Orleans,2016-11-22,-8.5,-110.0,-8.0,-110.0,206.5,209.5,-109.0
Chicago,Denver,2016-11-22,1.0,-110.0,-1.5,-108.0,208.0,207.0,-114.0
Denver,Chicago,2016-11-22,-1.0,-110.0,1.5,-102.0,208.0,207.0,103.0
Oklahoma City,L.A. Lakers,2016-11-22,-3.0,-110.0,-3.0,-113.0,218.0,219.5,-101.0
L.A. Lakers,Oklahoma City,2016-11-22,3.0,-110.0,3.0,102.0,218.0,219.5,-109.0
Phoenix,Orlando,2016-11-23,4.5,-110.0,4.0,102.0,206.5,209.5,-105.0
Orlando,Phoenix,2016-11-23,-4.5,-110.0,-4.0,-113.0,206.5,209.5,-105.0
Memphis,Philadelphia,2016-11-23,-3.5,-110.0,-6.0,-105.0,201.5,196.0,-100.0
Philadelphia,Memphis,2016-11-23,3.5,-110.0,6.0,-105.0,201.5,196.0,-110.0
San Antonio,Charlotte,2016-11-23,-4.5,-110.0,-5.5,-102.0,196.5,201.5,-105.0
Charlotte,San Antonio,2016-11-23,4.5,-110.0,5.5,-108.0,196.5,201.5,-105.0
Atlanta,Indiana,2016-11-23,-2.5,-110.0,-1.0,-100.0,208.0,204.5,-102.0
Indiana,Atlanta,2016-11-23,2.5,-110.0,1.0,-110.0,208.0,204.5,-108.0
Portland,Cleveland,2016-11-23,11.0,-110.0,11.5,-103.0,220.5,218.5,-113.0
Cleveland,Portland,2016-11-23,-11.0,-110.0,-11.5,-107.0,220.5,218.5,102.0
Boston,Brooklyn,2016-11-23,-6.5,-110.0,-7.0,-107.0,207.5,214.5,-108.0
Brooklyn,Boston,2016-11-23,6.5,-110.0,7.0,-103.0,207.5,214.5,-102.0
Miami,Detroit,2016-11-23,4.5,-110.0,4.5,-100.0,190.0,189.0,-100.0
Detroit,Miami,2016-11-23,-4.5,-110.0,-4.5,-110.0,190.0,189.0,-110.0
Toronto,Houston,2016-11-23,3.5,-110.0,4.0,-108.0,219.5,216.5,-116.0
Houston,Toronto,2016-11-23,-3.5,-110.0,-4.0,-102.0,219.5,216.5,105.0
L.A. Clippers,Dallas,2016-11-23,-9.0,-110.0,-10.5,-105.0,191.5,193.0,-102.0
Dallas,L.A. Clippers,2016-11-23,9.0,-110.0,10.5,-105.0,191.5,193.0,-108.0
Denver,Utah,2016-11-23,4.5,-110.0,7.5,102.0,196.5,198.0,-110.0
Utah,Denver,2016-11-23,-4.5,-110.0,-7.5,-113.0,196.5,198.0,-100.0
Minnesota,New Orleans,2016-11-23,-1.0,-110.0,-2.5,-101.0,209.5,210.0,-107.0
New Orleans,Minnesota,2016-11-23,1.0,-110.0,2.5,-109.0,209.5,210.0,-103.0
L.A. Lakers,Golden State,2016-11-23,16.5,-105.0,18.0,-100.0,231.0,230.0,-110.0
Golden State,L.A. Lakers,2016-11-23,-16.5,-115.0,-18.0,-110.0,231.0,230.0,-100.0
Oklahoma City,Sacramento,2016-11-23,-1.0,-110.0,2.0,-113.0,209.5,214.0,-113.0
Sacramento,Oklahoma City,2016-11-23,1.0,-110.0,-2.0,102.0,209.5,214.0,102.0
San Antonio,Boston,2016-11-25,-3.0,-110.0,-3.5,-104.0,203.0,201.5,-107.0
Boston,San Antonio,2016-11-25,3.0,-110.0,3.5,-106.0,203.0,201.5,-103.0
Washington,Orlando,2016-11-25,0.0,-110.0,-2.0,-110.0,203.0,197.5,-103.0
Orlando,Washington,2016-11-25,0.0,-110.0,2.0,-100.0,203.0,197.5,-107.0
Chicago,Philadelphia,2016-11-25,-7.0,-110.0,-9.5,102.0,205.0,205.0,-106.0
Philadelphia,Chicago,2016-11-25,7.0,-110.0,9.5,-113.0,205.0,205.0,-104.0
L.A. Clippers,Detroit,2016-11-25,-7.0,-110.0,-6.5,-104.0,198.5,200.5,102.0
Detroit,L.A. Clippers,2016-11-25,7.0,-110.0,6.5,-106.0,198.5,200.5,-112.0
Dallas,Cleveland,2016-11-25,14.5,-110.0,13.0,-105.0,202.5,201.0,-110.0
Cleveland,Dallas,2016-11-25,-14.5,-110.0,-13.0,-105.0,202.5,201.0,-100.0
Charlotte,New York,2016-11-25,1.5,-110.0,-2.0,-100.0,206.5,210.5,-108.0
New York,Charlotte,2016-11-25,-1.5,-110.0,2.0,-110.0,206.5,210.5,-102.0
Atlanta,Utah,2016-11-25,3.0,-110.0,3.5,-108.0,195.0,196.5,-109.0
Utah,Atlanta,2016-11-25,-3.0,-110.0,-3.5,-102.0,195.0,196.5,-101.0
Toronto,Milwaukee,2016-11-25,-3.5,-110.0,-3.5,-108.0,212.0,207.5,-105.0
Milwaukee,Toronto,2016-11-25,3.5,-110.0,3.5,-102.0,212.0,207.5,-105.0
Miami,Memphis,2016-11-25,6.0,-110.0,4.5,-105.0,189.5,185.0,-108.0
Memphis,Miami,2016-11-25,-6.0,-110.0,-4.5,-105.0,189.5,185.0,-102.0
Brooklyn,Indiana,2016-11-25,8.5,-110.0,6.0,-110.0,215.0,213.0,-105.0
Indiana,Brooklyn,2016-11-25,-8.5,-110.0,-6.0,-100.0,215.0,213.0,-105.0
Oklahoma City,Denver,2016-11-25,-2.0,-110.0,-2.5,102.0,213.5,215.0,-100.0
Denver,Oklahoma City,2016-11-25,2.0,-110.0,2.5,-113.0,213.5,215.0,-110.0
Minnesota,Phoenix,2016-11-25,0.0,-110.0,-2.5,-110.0,213.5,214.0,-113.0
Phoenix,Minnesota,2016-11-25,0.0,-110.0,2.5,-100.0,213.5,214.0,102.0
New Orleans,Portland,2016-11-25,5.5,-110.0,3.5,-105.0,219.0,217.5,-110.0
Portland,New Orleans,2016-11-25,-5.5,-110.0,-3.5,-105.0,219.0,217.5,100.0
Houston,Sacramento,2016-11-25,0.0,-110.0,-3.5,-113.0,217.5,216.0,-109.0
Sacramento,Houston,2016-11-25,0.0,-110.0,3.5,102.0,217.5,216.0,-101.0
Golden State,L.A. Lakers,2016-11-25,-12.5,-110.0,-14.0,-108.0,234.0,229.5,-112.0
L.A. Lakers,Golden State,2016-11-25,12.5,-110.0,14.0,-102.0,234.0,229.5,102.0
New York,Charlotte,2016-11-26,6.5,-110.0,5.5,-100.0,208.0,207.5,102.0
Charlotte,New York,2016-11-26,-6.5,-110.0,-5.5,-110.0,208.0,207.5,-113.0
San Antonio,Washington,2016-11-26,-6.0,-110.0,-5.0,-105.0,202.5,205.5,-107.0
Washington,San Antonio,2016-11-26,6.0,-110.0,5.0,-105.0,202.5,205.5,-103.0
Memphis,Miami,2016-11-26,1.0,-105.0,-1.5,-100.0,183.5,186.5,-115.0
Miami,Memphis,2016-11-26,-1.0,-115.0,1.5,-110.0,183.5,186.5,104.0
Detroit,Oklahoma City,2016-11-26,6.5,-110.0,4.5,-100.0,205.0,203.0,-100.0
Oklahoma City,Detroit,2016-11-26,-6.5,-110.0,-4.5,-110.0,205.0,203.0,-110.0
Minnesota,Golden State,2016-11-26,14.0,-110.0,12.5,-108.0,228.0,223.5,100.0
Golden State,Minnesota,2016-11-26,-14.0,-110.0,-12.5,-102.0,228.0,223.5,-110.0
Cleveland,Philadelphia,2016-11-27,-11.0,-110.0,-11.0,-100.0,209.0,210.0,104.0
Philadelphia,Cleveland,2016-11-27,11.0,-110.0,11.0,-110.0,209.0,210.0,-115.0
Denver,Phoenix,2016-11-27,1.0,-110.0,2.5,-100.0,215.5,214.5,102.0
Phoenix,Denver,2016-11-27,-1.0,-110.0,-2.5,-110.0,215.5,214.5,-113.0
Sacramento,Brooklyn,2016-11-27,-4.0,-110.0,-5.0,-105.0,214.5,220.0,-100.0
Brooklyn,Sacramento,2016-11-27,4.0,-110.0,5.0,-105.0,214.5,220.0,-110.0
Milwaukee,Orlando,2016-11-27,3.0,-110.0,2.0,-105.0,196.0,196.5,-109.0
Orlando,Milwaukee,2016-11-27,-3.0,-110.0,-2.0,-105.0,196.0,196.5,-101.0
L.A. Clippers,Indiana,2016-11-27,-10.5,-110.0,-11.5,-108.0,207.5,206.0,-105.0
Indiana,L.A. Clippers,2016-11-27,10.5,-110.0,11.5,-102.0,207.5,206.0,-105.0
New Orleans,Dallas,2016-11-27,0.0,-110.0,-5.0,-105.0,202.0,196.5,-102.0
Dallas,New Orleans,2016-11-27,0.0,-110.0,5.0,-105.0,202.0,196.5,-108.0
Houston,Portland,2016-11-27,1.5,-110.0,-1.5,-110.0,223.0,227.0,-105.0
Portland,Houston,2016-11-27,-1.5,-110.0,1.5,-100.0,223.0,227.0,-105.0
Atlanta,L.A. Lakers,2016-11-27,-4.0,-110.0,-5.5,-111.0,212.0,209.5,-104.0
L.A. Lakers,Atlanta,2016-11-27,4.0,-110.0,5.5,101.0,212.0,209.5,-106.0
Sacramento,Washington,2016-11-28,5.0,-110.0,5.0,-104.0,213.5,209.0,-103.0
Washington,Sacramento,2016-11-28,-5.0,-110.0,-5.0,-106.0,213.5,209.0,-107.0
Boston,Miami,2016-11-28,-3.5,-115.0,-4.0,-110.0,196.0,201.5,-105.0
Miami,Boston,2016-11-28,3.5,-105.0,4.0,-100.0,196.0,201.5,-105.0
Philadelphia,Toronto,2016-11-28,14.5,-110.0,15.0,-101.0,213.5,207.5,-107.0
Toronto,Philadelphia,2016-11-28,-14.5,-110.0,-15.0,-109.0,213.5,207.5,-103.0
Oklahoma City,New York,2016-11-28,1.0,-110.0,-1.0,-108.0,213.5,215.5,-107.0
New York,Oklahoma City,2016-11-28,-1.0,-110.0,1.0,-102.0,213.5,215.5,-103.0
Charlotte,Memphis,2016-11-28,2.5,-110.0,-2.0,-105.0,196.0,197.5,-110.0
Memphis,Charlotte,2016-11-28,-2.5,-110.0,2.0,-105.0,196.0,197.5,-100.0
Utah,Minnesota,2016-11-28,-1.5,-110.0,-3.0,102.0,196.0,193.5,-104.0
Minnesota,Utah,2016-11-28,1.5,-110.0,3.0,-113.0,196.0,193.5,-106.0
Atlanta,Golden State,2016-11-28,13.0,-110.0,14.0,-108.0,218.0,217.0,-108.0
Golden State,Atlanta,2016-11-28,-13.0,-110.0,-14.0,-102.0,218.0,217.0,-102.0
Detroit,Charlotte,2016-11-29,4.5,-110.0,3.5,-105.0,199.0,200.0,102.0
Charlotte,Detroit,2016-11-29,-4.5,-110.0,-3.5,-105.0,199.0,200.0,-113.0
L.A. Clippers,Brooklyn,2016-11-29,-11.0,-110.0,-10.5,-109.0,212.5,212.5,-107.0
Brooklyn,L.A. Clippers,2016-11-29,11.0,-110.0,10.5,-101.0,212.5,212.5,-103.0
Cleveland,Milwaukee,2016-11-29,-7.5,-110.0,-7.0,-113.0,210.5,213.5,-103.0
Milwaukee,Cleveland,2016-11-29,7.5,-110.0,7.0,102.0,210.5,213.5,-107.0
L.A. Lakers,New Orleans,2016-11-29,5.0,-110.0,5.5,-102.0,217.0,218.0,-105.0
New Orleans,L.A. Lakers,2016-11-29,-5.0,-110.0,-5.5,-108.0,217.0,218.0,-105.0
Orlando,San Antonio,2016-11-29,12.0,-110.0,12.5,-107.0,194.0,194.0,-106.0
San Antonio,Orlando,2016-11-29,-12.0,-110.0,-12.5,-103.0,194.0,194.0,-104.0
Houston,Utah,2016-11-29,0.0,-110.0,-1.0,-104.0,201.5,204.5,-106.0
Utah,Houston,2016-11-29,0.0,-110.0,1.0,-106.0,201.5,204.5,-104.0
Memphis,Toronto,2016-11-30,10.0,-110.0,13.0,-107.0,195.5,195.0,100.0
Toronto,Memphis,2016-11-30,-10.0,-110.0,-13.0,-103.0,195.5,195.0,-110.0
Detroit,Boston,2016-11-30,7.5,-110.0,6.5,-105.0,197.5,200.0,-108.0
Boston,Detroit,2016-11-30,-7.5,-110.0,-6.5,-105.0,197.5,200.0,-102.0
Washington,Oklahoma City,2016-11-30,5.5,-110.0,5.0,-108.0,214.5,215.5,-105.0
Oklahoma City,Washington,2016-11-30,-5.5,-110.0,-5.0,-102.0,214.5,215.5,-105.0
L.A. Lakers,Chicago,2016-11-30,10.0,-110.0,10.5,102.0,210.0,210.0,-105.0
Chicago,L.A. Lakers,2016-11-30,-10.0,-110.0,-10.5,-113.0,210.0,210.0,-105.0
New York,Minnesota,2016-11-30,3.0,-110.0,4.0,-103.0,210.0,211.5,-102.0
Minnesota,New York,2016-11-30,-3.0,-110.0,-4.0,-107.0,210.0,211.5,-108.0
San Antonio,Dallas,2016-11-30,-10.0,-110.0,-8.5,-113.0,192.0,187.5,-104.0
Dallas,San Antonio,2016-11-30,10.0,-110.0,8.5,102.0,192.0,187.5,-106.0
Miami,Denver,2016-11-30,4.5,-110.0,6.5,-105.0,205.0,208.0,-107.0
Denver,Miami,2016-11-30,-4.5,-110.0,-6.5,-105.0,205.0,208.0,-103.0
Atlanta,Phoenix,2016-11-30,-4.0,-110.0,-4.0,-103.0,211.5,211.0,-106.0
Phoenix,Atlanta,2016-11-30,4.0,-110.0,4.0,-107.0,211.5,211.0,-104.0
Indiana,Portland,2016-11-30,7.0,-110.0,7.5,-103.0,217.5,208.5,-105.0
Portland,Indiana,2016-11-30,-7.0,-110.0,-7.5,-107.0,217.5,208.5,-105.0
Sacramento,Philadelphia,2016-11-30,-3.5,-110.0,-4.5,-107.0,208.5,204.5,-100.0
Philadelphia,Sacramento,2016-11-30,3.5,-110.0,4.5,-103.0,208.5,204.5,-110.0
Dallas,Charlotte,2016-12-01,11.5,-110.0,12.0,-101.0,193.0,194.0,102.0
Charlotte,Dallas,2016-12-01,-11.5,-110.0,-12.0,-109.0,193.0,194.0,-113.0
Milwaukee,Brooklyn,2016-12-01,-4.5,-110.0,-5.5,-102.0,218.0,215.5,-110.0
Brooklyn,Milwaukee,2016-12-01,4.5,-110.0,5.5,-108.0,218.0,215.5,-100.0
L.A. Clippers,Cleveland,2016-12-01,4.5,-110.0,3.5,-103.0,211.0,215.5,-108.0
Cleveland,L.A. Clippers,2016-12-01,-4.5,-110.0,-3.5,-107.0,211.0,215.5,-102.0
Orlando,Memphis,2016-12-01,2.0,-110.0,-4.0,-105.0,187.0,190.5,-105.0
